Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Source
Zafeiris V.E.; Poulias S.H.; Diamantidis N.A.; Giakoumakis E.A.,15752340900; 57191479986; 6506193987; 6601998278,Automated refactoring of super-class method invocations to the Template Method design pattern,2017,Information and Software Technology,82,,,19,35,16,14,10.1016/j.infsof.2016.09.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990940968&doi=10.1016%2fj.infsof.2016.09.008&partnerID=40&md5=dc07a4e02eda5677134f94917fb608d3,"Context: Implementation inheritance, i.e., overriding of concrete method implementations through subtyping, is prone to potential class contract violations. Call Super is a code pattern that employs implementation inheritance for extending a method's behaviour. In Call Super the overriding method includes in its body an invocation to the overridden method. TEMPLATE METHOD is a design pattern that enables extensions to a multi-step procedure without overriding its concrete implementation. Instead, subclasses provide different variants of the template method's behaviour through implementation of abstract method definitions (interface inheritance). Objective: This work studies the automated refactoring of Call Super to TEMPLATE METHOD, contributing, thus, to replacement of implementation inheritance with interface inheritance. Method: We introduce an algorithm for the discovery of refactoring candidates that is based on an extensive set of refactoring preconditions. Moreover, we specify the source code transformation for refactoring a Call Super instance to TEMPLATE METHOD. An implementation of the proposed approach is evaluated on a set of open source Java projects. Results: The evaluation results highlight (a) the frequent occurrence of the Call Super pattern among method overridings, (b) the potential provided by our method for discovery and elimination of several non-trivial Call Super instances and (c) the resulting code improvement, as reflected by the Specialization Index metric and the alignment of refactored code with the programmer's intent. The application of all refactorings identified on a set of benchmark projects and the successful execution of their test suites provide empirical evidence on the soundness of the refactoring procedure. Runtime performance results support the scalability of the proposed method. Conclusion: The proposed method automates the replacement of implementation inheritance with interface inheritance through refactoring Call Super instances to TEMPLATE METHOD. The empirical evaluation of the method supports its applicability, soundness and runtime efficiency. © 2016 Elsevier B.V.",Article,Final,Scopus
Silva I.P.S.C.; Alves E.L.G.; Andrade W.L.,57195280921; 35185930600; 18036483300,Analyzing automatic test generation tools for refactoring validation,2017,"Proceedings - 2017 IEEE/ACM 12th International Workshop on Automation of Software Testing, AST 2017",,,7962330,38,44,6,6,10.1109/AST.2017.9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026775305&doi=10.1109%2fAST.2017.9&partnerID=40&md5=42291a1307e687a1a53f81038cb659de,"Refactoring edits are very common during agile development. Due to their inherent complexity, refactorings are know to be error prone. In this sense, refactoring edits require validation to check whether no behavior change was introduced. A valid way for validating refactorings is the use of automatically generated regression test suites. However, although popular, it is not certain whether the tools for generating tests (e.g., Randoop and EvoSuite) are in fact suitable in this context. This paper presents an exploratory study that investigated the efficiency of suites generated by automatic tools regarding their capacity of detecting refactoring faults. Our results show that both Randoop and EvoSuite suites missed more than 50% of all injected faults. Moreover, their suites include a great number of tests that could not be run integrally after the edits (obsolete test cases). © 2017 IEEE.",Conference paper,Final,Scopus
Mkaouer M.W.; Kessentini M.; Bechikh S.; Ó Cinnéide M.; Deb K.,55904259300; 25653537200; 25924742700; 55890614500; 7006019904,On the use of many quality attributes for software refactoring: a many-objective search-based software engineering approach,2016,Empirical Software Engineering,21,6,,2503,2545,42,61,10.1007/s10664-015-9414-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951756385&doi=10.1007%2fs10664-015-9414-4&partnerID=40&md5=9b6ecf0a25cc8eb003e321aff9f5b63c,"Search-based software engineering (SBSE) solutions are still not scalable enough to handle high-dimensional objectives space. The majority of existing work treats software engineering problems from a single or bi-objective point of view, where the main goal is to maximize or minimize one or two objectives. However, most software engineering problems are naturally complex in which many conflicting objectives need to be optimized. Software refactoring is one of these problems involving finding a compromise between several quality attributes to improve the quality of the system while preserving the behavior. To this end, we propose a novel representation of the refactoring problem as a many-objective one where every quality attribute to improve is considered as an independent objective to be optimized. In our approach based on the recent NSGA-III algorithm, the refactoring solutions are evaluated using a set of 8 distinct objectives. We evaluated this approach on one industrial project and seven open source systems. We compared our findings to: several other many-objective techniques (IBEA, MOEA/D, GrEA, and DBEA-Eps), an existing multi-objective approach a mono-objective technique and an existing refactoring technique not based on heuristic search. Statistical analysis of our experiments over 31 runs shows the efficiency of our approach. © 2015, Springer Science+Business Media New York.",Article,Final,Scopus
Khatchadourian R.; Masuhara H.,24469948000; 7103057135,Proactive Empirical Assessment of New Language Feature Adoption via Automated Refactoring: The Case of Java 8 Default Methods,2018,"Art, Science, and Engineering of Programming",2,3,6,,,,7,10.22152/programming-journal.org/2018/2/6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072285926&doi=10.22152%2fprogramming-journal.org%2f2018%2f2%2f6&partnerID=40&md5=56fe2b62a79ce3fb7b04f3e0362344d3,"Programming languages and platforms improve over time, sometimes resulting in new language features that offer many benefits. However, despite these benefits, developers may not always be willing to adopt them in their projects for various reasons. In this paper, we describe an empirical study where we assess the adoption of a particular new language feature. Studying how developers use (or do not use) new language features is important in programming language research and engineering because it gives designers insight into the usability of the language to create meaning programs in that language. This knowledge, in turn, can drive future innovations in the area. Here, we explore Java 8 default methods, which allow interfaces to contain (instance) method implementations. Default methods can ease interface evolution, make certain ubiquitous design patterns redundant, and improve both modularity and maintainability. A focus of this work is to discover, through a scientific approach and a novel technique, situations where developers found these constructs useful and where they did not, and the reasons for each. Although several studies center around assessing new language features, to the best of our knowledge, this kind of construct has not been previously considered. Despite their benefits, we found that developers did not adopt default methods in all situations. Our study consisted of submitting pull requests introducing the language feature to 19 real-world, open source Java projects without altering original program semantics. This novel assessment technique is proactive in that the adoption was driven by an automatic refactoring approach rather than waiting for developers to discover and integrate the feature themselves. In this way, we set forth best practices and patterns of using the language feature effectively earlier rather than later and are able to possibly guide (near) future language evolution. We foresee this technique to be useful in assessing other new language features, design patterns, and other programming idioms. © Raffi Khatchadourian and Hidehiko Masuhara.",Article,Final,Scopus
Schlesinger S.; Herber P.; Göthel T.; Glesner S.,57072959500; 26424642900; 35193805300; 22984923100,Proving correctness of refactorings for hybrid simulink models with control flow,2017,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10107 LNCS,,,71,86,15,0,10.1007/978-3-319-51738-4_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011000193&doi=10.1007%2f978-3-319-51738-4_6&partnerID=40&md5=79a6096d0d8346a4d78e55e5efe4f688,"Hybrid models are highly relevant for the development of embedded systems because they cover both their continuous and discrete aspects. To master the increasing complexity of embedded systems design, transformation techniques such as automated refactoring play an important role, as they allow for simplifying (sub)models. In safety-critical environments, it is crucial to formally verify the behavioural equivalence of source and transformed target model. For data-flow models that contain control flow entities, this is a major challenge because small deviations of trigger values at control flow elements can yield diverging behaviour of the systems. In this paper, we present our approach that enables the semi-automated verification of the behavioural equivalence of hybrid MATLAB/Simulink models. To this end, we define a static analysis that derives proof obligations to estimate the worst case deviation between model and refactored model. Our approach can be applied to many practical applications such as in the automotive or aerospace industry where MATLAB/Simulink is a de-facto standard. © Springer International Publishing AG 2017.",Article,Final,Scopus
Paltoglou A.; Zafeiris V.E.; Giakoumakis E.A.; Diamantidis N.A.,57203242918; 15752340900; 6601998278; 6506193987,Automated refactoring of client-side JavaScript code to ES6 modules,2018,"25th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2018 - Proceedings",2018-March,,8330227,402,412,10,2,10.1109/SANER.2018.8330227,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051011470&doi=10.1109%2fSANER.2018.8330227&partnerID=40&md5=02b9b67e995071c34c80545babfa2598,"JavaScript (JS) is a dynamic, weakly-typed and object-based programming language that expanded its reach, in recent years, from the desktop web browser to a wide range of runtime platforms in embedded, mobile and server hosts. Moreover, the scope of functionality implemented in JS scaled from DOM manipulation in dynamic HTML pages to full-scale applications for various domains, stressing the need for code reusability and maintainability. Towards this direction, the ECMAScript 6 (ES6) revision of the language standardized the syntax for class and module definitions, streamlining the encapsulation of data and functionality at various levels of granularity. This work focuses on refactoring client-side web applications for the elimination of code smells, relevant to global variables and functions that are declared in JS files linked to a web page. These declarations 'pollute' the global namespace at runtime and often lead to name conflicts with undesired effects. We propose a method for the encapsulation of global declarations through automated refactoring to ES6 modules. Our approach transforms each linked JS script of a web application to an ES6 module with appropriate import and export declarations that are inferred through static analysis. A prototype implementation of the proposed method, based on WALA libraries, has been evaluated on a set of open source projects. The evaluation results support the applicability and runtime efficiency of the proposed method. © 2018 IEEE.",Conference paper,Final,Scopus
Cruz L.; Abreu R.,57143791700; 16479696600,Using automatic refactoring to improve energy efficiency of android apps,2018,"Avances en Ingenieria de Software a Nivel Iberoamericano, CIbSE 2018",,,,163,176,13,8,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054101566&partnerID=40&md5=17c6ddb6a7220820853221bd95398946,"The ever-growing popularity of mobile phones has brought additional challenges to the software development lifecycle. Mobile applications (apps, for short) ought to provide the same set of features as conventional software, with limited resources: Such as, limited processing capabilities, storage, screen and, not less important, power source. Although energy efficiency is a valuable requirement, developers often lack knowledge of best practices. In this paper, we study whether or not automatic refactoring can aid developers ship energy efficient apps. We leverage a tool, Leafactor, with five energy code smells that tend to go unnoticed. We use Leafactor to analyze code smells in 140 free and open source apps. As a result, we detected and fixed code smells in 45 apps, from which 40% have successfully merged our changes into the official repository. © 2018 Conferencia Iberoamericana de Software Engineering - CIbSE. All Rights Reserved.",Conference paper,Final,Scopus
Kim J.; Batory D.; Dig D.,54397162600; 7004911762; 13404654100,X15: A tool for refactoring Java software product lines,2017,ACM International Conference Proceeding Series,2,,,28,31,3,1,10.1145/3109729.3109750,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032298161&doi=10.1145%2f3109729.3109750&partnerID=40&md5=53b3ba4800330e6a04b4295ecb8e1d7c,X15 is the first tool that can apply common object-oriented refactorings to Java Software Product Lines (SPLs). X15 is also the first tool that programmers can write custom scripts (to call refactorings programmatically) to retrofit design patterns into Java SPLs. We motivate and illustrate X15's unique capabilities in this paper. © 2017 ACM.,Conference paper,Final,Scopus
Ferreira I.; Fernandes E.; Cedrim D.; Ucha A.; Bibiano A.C.; Garcia A.; Correia J.L.; Santos F.; Nunes G.; Barbosa C.; Fonseca B.; De Mello R.,57193160247; 37123675100; 57194528845; 57202890868; 57202890121; 7404608626; 57202890543; 57202887579; 57202893479; 57202890969; 36175426900; 37025865700,Poster: The buggy side of code refactoring: Understanding the relationship between refactorings and bugs,2018,Proceedings - International Conference on Software Engineering,,,,406,407,1,11,10.1145/3183440.3195030,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049680463&doi=10.1145%2f3183440.3195030&partnerID=40&md5=4c3f6ac1c4aff9a617e89a8396b5b9a9,"Code refactoring is widely practiced by software developers. There is an explicit assumption that code refactoring improves the structural quality of a software project, thereby also reducing its bug proneness. However, refactoring is often applied with different purposes in practice. Depending on the complexity of certain refactorings, developers might unconsciously make the source code more susceptible to have bugs. In this paper, we present a longitudinal study of 5 Java open source projects, where 20,689 refactorings, and 1,033 bug reports were analyzed. We found that many bugs are introduced in the refactored code as soon as the first immediate change is made on it. Furthermore, code elements affected by refactorings performed in conjunction with other changes are more prone to have bugs than those affected by pure refactorings. © 2018 Authors.",Conference paper,Final,Scopus
Derezi?ska A.,6508199259,A Structure-Driven Process of Automated Refactoring to Design Patterns,2018,Advances in Intelligent Systems and Computing,656,,,39,48,9,1,10.1007/978-3-319-67229-8_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029530678&doi=10.1007%2f978-3-319-67229-8_4&partnerID=40&md5=50eda743b75a0bfc8065d4d2cd2d51d3,"Design patterns can be introduced into an existing code by a code restructuring. It is counted to one of goals of code refactoring. This paper presents a process that automates this kind of refactoring. The approach is based on a structural code analysis aimed at design pattern relevance. The process consists of three main phases: code analysis, determination of a refactoring range, and realization of code restructuring. The latter is a complex code2code transformation, which comprises a series of code refactoring steps. A decision about a range of a design pattern application is taken by a user or can be automated. In both cases, it is supported by a software relevance metric. A framework for the whole process has been implemented as an extension of Eclipse. Code refactoring to exemplary design patterns can be performed in a prototype tool for Java programs. © 2018, Springer International Publishing AG.",Conference paper,Final,Scopus
Khlif W.; Ben Ayed N.E.; Ben-Abdallah H.,35766583000; 55932710300; 57192050350,Evares: A quality-driven refactoring method for business process models,2017,ICEIS 2017 - Proceedings of the 19th International Conference on Enterprise Information Systems,3,,,409,416,7,1,10.5220/0006315504090416,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023179884&doi=10.5220%2f0006315504090416&partnerID=40&md5=c986bb9d3071f37c1f7ea8f0ca79bb9b,"The business performance of an enterprise tightly depends on the quality of its business process model (BPM). This dependence prompted several propositions to improve quality sub-characteristics (e.g. modifiability and reusability) of a BPM through transformation operations to change the internal structure of the model while preserving its external behaviour. Each transformation may improve certain metrics related to one quality sub characteristic while degrading others. Consequently, one challenge of this model transformation-based quality improvement approach is how to identify the application order of the transformations to derive the ""best"" quality model. This paper proposes a local optimization-based, heuristic method to decide on the application order of the transformations to produce the best quality BPM. The method is guided by both the perspectives, and the impact of each transformation on the quality metrics pertinent to the perspectives as well as the quality sub characteristics of interest to the designer. The method's and an experimental evaluation are presented. © Copyright 2017 by SCITEPRESS - Science and Technology Publications, Lda.",Conference paper,Final,Scopus
Selmadji A.; Seriai A.-D.; Bouziane H.L.; Dony C.; Tibermacine C.,57203509616; 8707995100; 15921994800; 57203739761; 14051139200,Refactoring object-oriented applications for a deployment in the cloud workflow generation based on static analysis of source code,2018,ENASE 2018 - Proceedings of the 13th International Conference on Evaluation of Novel Approaches to Software Engineering,2018-March,,,111,123,12,1,10.5220/0006699101110123,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051948970&doi=10.5220%2f0006699101110123&partnerID=40&md5=ea6d7c233eba078d5c6272a1394fd7be,"Cloud Computing delivers to customers computing/storage resources as services via the internet. It is characterized by its elastic nature and its payment model (pay-as-you-go). To optimize the use of these resources, one of the requirements related to this type of environment is to dynamically configure the applications to reduce the costs of their deployment.The dynamic configuration requires the ability to determine which resources are used, as well as when and where they are utilized. This can be done using workflows. In fact, several works rely on workflows to reduce execution costs in the cloud. Unlike workflows, OO applications have an architecture which exposes little or no behavioral (temporal) aspect. Hence, to execute an OO application in the cloud, the entire application needs to be deployed and all its used resources need to be allocated during its entire execution time. To reduce execution costs, we propose a re-engineering process aiming to restructure these applications from OO architectural style to workflow style. In this paper, we focus on the first step of the process which has as a goal generating a workflow from OO source code. Copyright © 2018 by SCITEPRESS – Science and Technology Publications, Lda. All rights reserved",Conference paper,Final,Scopus
Khatchadourian R.; Masuhara H.,24469948000; 7103057135,Defaultification refactoring: A tool for automatically converting Java methods to default,2017,ASE 2017 - Proceedings of the 32nd IEEE/ACM International Conference on Automated Software Engineering,,,8115716,984,989,5,6,10.1109/ASE.2017.8115716,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041444951&doi=10.1109%2fASE.2017.8115716&partnerID=40&md5=a6cee923069089aca7a7508e4a893ff9,"Enabling interfaces to declare (instance) method implementations, Java 8 default methods can be used as a substitute for the ubiquitous skeletal implementation software design pattern. Performing this transformation on legacy software manually, though, may be non-trivial. The refactoring requires analyzing complex type hierarchies, resolving multiple implementation inheritance issues, reconciling differences between class and interface methods, and analyzing tie-breakers (dispatch precedence) with overriding class methods. All of this is necessary to preserve type-correctness and confirm semantics preservation. We demonstrate an automated refactoring tool called MIGRATE Skeletal Implementation to Interface for transforming legacy Java code to use the new default construct. The tool, implemented as an Eclipse plug-in, is driven by an efficient, fully-automated, type constraint-based refactoring approach. It features an extensive rule set covering various corner-cases where default methods cannot be used. The resulting code is semantically equivalent to the original, more succinct, easier to comprehend, less complex, and exhibits increased modularity. A demonstration can be found at http://youtu.be/YZHIy0yePh8. © 2017 IEEE.",Conference paper,Final,Scopus
Kulkarni C.,57192553850,Notice of Removal: A qualitative approach for refactoring of code clone opportunities using graph and tree methods,2017,"2016 International Conference on Information Technology, InCITe 2016 - The Next Generation IT Summit on the Theme - Internet of Things: Connect your Worlds",,,7857608,154,159,5,0,10.1109/INCITE.2016.7857608,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015888920&doi=10.1109%2fINCITE.2016.7857608&partnerID=40&md5=d098323962ccc5a816dc47f54e20a334,"Reusing of code has been a very common practice in software development. This practice has been implemented to reduce programming time and efforts greatly. This copying and pasting behavior of programmers leads to cloning of codes and therefore has a very serious impact on the maintenance of the software systems. Many clone detection tool has been proposed to find out the copied code. However, refactoring of code is still a challenging part as most of the ongoing tools depend on detection of clone rather than the ability to make decision on refactorability. These tools do not guarantee whether such codes can be safely refactored or not. Our aim mainly lies on detecting the possibility of refactoring a code. To find out whether the code clone can be securely refactored or not, three methods are applied: Nesting Structure Mapping, Statement Mapping and Precondition Examination. In order to refactor the code, we apply some techniques like Pull-Up Method and Push-Down Method. In our approach, we have tried to find the refactorable code using the methods and also refactored the code so as to remove the problem of code cloning. © 2016 IEEE.",Retracted,Final,Scopus
Sagardui G.; Etxeberria L.; Agirre J.A.; Arrieta A.; Nicolas C.F.; Martin J.M.,13104721400; 13105885100; 55597868500; 56514865400; 7005466536; 57194763277,A configurable validation environment for refactored embedded software: An application to the vertical transport domain,2017,"Proceedings - 2017 IEEE 28th International Symposium on Software Reliability Engineering Workshops, ISSREW 2017",,,8109240,16,19,3,8,10.1109/ISSREW.2017.9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040610532&doi=10.1109%2fISSREW.2017.9&partnerID=40&md5=da423f68b506e63cd8cb939ded748d3d,"As systems evolve, their embedded software needs constantly to be refactored. Moreover, given the different needs of different customers, embedded systems require to be customizable. The variability of these systems is large, and requires automated testing solutions. In this paper we propose a methodology that automatically generates validation environments for highly configurable embedded software that is being refactored. The method has allowed for systematically testing a real-world industrial case study involving the software in charge of controlling the doors of an elevator. Finally, we extract the lessons learned from its application. © 2017 IEEE.",Conference paper,Final,Scopus
Ouni A.; Kessentini M.; Ó Cinnéide M.; Sahraoui H.; Deb K.; Inoue K.,50761492200; 25653537200; 55890614500; 57196894039; 7006019904; 7601540520,MORE: A multi-objective refactoring recommendation approach to introducing design patterns and fixing code smells,2017,Journal of Software: Evolution and Process,29,5,e1843,,,,41,10.1002/smr.1843,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014656546&doi=10.1002%2fsmr.1843&partnerID=40&md5=9a7e0b9b3103399b1cc81a6c5fedfab1,"Refactoring is widely recognized as a crucial technique applied when evolving object-oriented software systems. If applied well, refactoring can improve different aspects of software quality including readability, maintainability, and extendibility. However, despite its importance and benefits, recent studies report that automated refactoring tools are underused much of the time by software developers. This paper introduces an automated approach for refactoring recommendation, called MORE, driven by 3 objectives: (1) to improve design quality (as defined by software quality metrics), (2) to fix code smells, and (3) to introduce design patterns. To this end, we adopt the recent nondominated sorting genetic algorithm, NSGA-III, to find the best trade-off between these 3 objectives. We evaluated the efficacy of our approach using a benchmark of 7 medium and large open-source systems, 7 commonly occurring code smells (god class, feature envy, data class, spaghetti code, shotgun surgery, lazy class, and long parameter list), and 4 common design pattern types (visitor, factory method, singleton, and strategy). Our approach is empirically evaluated through a quantitative and qualitative study to compare it against 3 different state-of-the art approaches, 2 popular multiobjective search algorithms, and random search. The statistical analysis of the results confirms the efficacy of our approach in improving the quality of the studied systems while successfully fixing 84% of code smells and introducing an average of 6 design patterns. In addition, the qualitative evaluation shows that most of the suggested refactorings (an average of 69%) are considered by developers to be relevant and meaningful. Copyright © 2017 John Wiley & Sons, Ltd.",Article,Final,Scopus
Liu W.; Huang X.; Hu Z.; Nguyen H.P.,58362176400; 57201470428; 57203298202; 57203768149,Context-aware automatic code segment extraction and refactoring in object-oriented systems,2018,International Journal of Performability Engineering,14,7,,1493,1502,9,0,10.23940/ijpe.18.07.p13.14931502,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052885417&doi=10.23940%2fijpe.18.07.p13.14931502&partnerID=40&md5=93051858eeec4c836cdd8cc3f471c160,"Refactoring is a very important technology to improve the reusability and maintainability of existing code, and it is widely used in software development. In order to extract the code segment into a new method easily and cover the shortage of Eclipse in refactoring, the method of Context-Aware Automatic Code Segment Extraction and Refactoring (CAACSER) is proposed. By analyzing the context of the code, the input parameter class, and the output parameter class are introduced to handle complex code segments. The experimental results show that the CAACSER effectively solves some problems and drawbacks of many existing tools in code segment extraction, which acts as a basic step for realizing automatic and semi-automatic refactoring methods. The visualization tool of CAACSER can also carry out reasonable optimizations of the code without changing the systems' behaviors. © 2018 Totem Publishers Ltd. All rights reserved.",Article,Final,Scopus
Sam G.; Cameron N.; Potanin A.,57193559882; 7103056181; 37062710900,Automated refactoring of rust programs,2017,ACM International Conference Proceeding Series,,,a14,,,,2,10.1145/3014812.3014826,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014910441&doi=10.1145%2f3014812.3014826&partnerID=40&md5=8dc089285fa1680b8ab169969d42a1cc,"Rust is a modern systems programming language developed by Mozilla Research and the Rust community. Rust supports modern constructs such as ownership, lifetimes, traits, and macros, whilst supporting systems programming idioms with low-cost abstractions and memory safety without garbage collection. We describe a new refactoring tool for Rust developers, including discussing the issues and unusual decisions encountered due to the complexities of modern systems languages. We outline lessons learned and hope our paper will help in- form design of future programming languages and refactoring tools. The resulting refactoring tool is written in Rust and available from Github under an MIT license [8] © 2017 Copyright held by the owner/author(s). Publication rights licensed to ACM.",Conference paper,Final,Scopus
,,"Retraction: Does Refactoring of Test Smells Induce Fixing Flaky Tests? (Proceedings - 2017 IEEE International Conference on Software Maintenance and Evolution, ICSME 2017)",2017,"Proceedings - 2017 IEEE International Conference on Software Maintenance and Evolution, ICSME 2017",2017-January,,,1,12,11,1,10.1109/ICSME.2017.12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167876189&doi=10.1109%2fICSME.2017.12&partnerID=40&md5=c627fb6dfa58afda5b507534e975d69e,[No abstract available],Erratum,Final,Scopus
Tavares C.S.; Ferreira F.; Figueiredo E.,57205444812; 57200225072; 18433988600,A systematic mapping of literature on software refactoring tools; [Um Mapeamento Sistemático da Literatura sobre Ferramentas de Refatoração de Software],2018,ACM International Conference Proceeding Series,,,,81,88,7,2,10.1145/3229345.3229357,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060041285&doi=10.1145%2f3229345.3229357&partnerID=40&md5=5bc897f0e4336f4df00a3a2cbc4112f4,"Refactoring consists of improving the internal structure of the code without changing the external behavior of a software system. However, the task of refactoring is very costly in the development of an information system. Thus, many tools have been proposed to support refactoring the source code. In order to find tools cited in the literature, this work presents a Systematic Literature Mapping about refactoring. As a result, this paper summarizes the refactoring tools that have been published in the last 5 years in terms of the tool profiles developed, which programming languages have support for refactoring and which are the main refactoring strategies that are handled by tools. It has been identified that publications on refactoring have remained constant over the past 5 years. Also, most of the refactoring works describe tools, being they for systems written in the Java language, that perform code refactoring automatically and the main refactorings are: Move Method, Pull Up Method, Extract Class and Code Clone. Finally, we performed an analysis of the data returned by the DBLP library. As a result, it was observed that the papers returned by the DBLP have a high level of similarity with the other research bases studied. © 2018 Association for Computing Machinery.",Conference paper,Final,Scopus
Singh J.; Khilar P.M.; Mohapatra D.P.,55994544300; 22979419500; 9737930600,Code refactoring using slice-based cohesion metrics and aspect-oriented programming,2018,International Journal of Business Information Systems,27,1,,45,68,23,8,10.1504/IJBIS.2018.088570,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038621924&doi=10.1504%2fIJBIS.2018.088570&partnerID=40&md5=35a939dc5ace002ef9a701612f4426d1,"Software restructuring is essential for maintaining software quality. It is a usual practice that we first design the software and then go for coding. After coding, if there is any change in the requirement or if the output is incorrect, then we have to modify the code again. For each small code modification, it is not feasible to alter the design. These minor changes made to the code causes decay in the software design. Software refactoring is used to restructure the code to improve the design and quality of the software. In this paper, we propose an approach for performing code refactoring. We use slice-based cohesion metrics to identify the target methods that require refactoring. After identifying the target methods, we use program slicing to divide the target method into two parts. Finally, we use the concept of aspects to alter the code structure in a manner that does not change the external behaviour of the original module. Copyright © 2018 Inderscience Enterprises Ltd.",Article,Final,Scopus
Arima R.; Higo Y.; Kusumoto S.,57196403347; 7004831134; 7102741360,Toward refactoring evaluation with code naturalness,2018,Proceedings - International Conference on Software Engineering,,,,316,319,3,5,10.1145/3196321.3196362,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051667043&doi=10.1145%2f3196321.3196362&partnerID=40&md5=56c0428e9a66a8bdd2ba8c3368449652,"Refactoring evaluation is a challenging research topic because right and wrong of refactoring depend on various aspects of development context such as developers' skills, development cost, deadline and so on. Many techniques have been proposed to evaluate refactoring objectively. However, those techniques do not consider individual contexts of software development. Currently, the authors are trying to evaluate refactoring automatically and objectively with considering development contexts. In this paper, we propose to evaluate refactoring with code naturalness. Our technique is based on a hypothesis: if a given refactoring raises the naturalness of existing code, the refactoring is beneficial. In this paper, we also report our pilot study on open source software. © 2018 ACM.",Conference paper,Final,Scopus
Tarwani S.; Sureka A.,57190585453; 55922095600,Investigating the effectiveness of greedy algorithm on open source software systems for determining refactoring sequence,2017,CEUR Workshop Proceedings,2017,,,43,50,7,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040636970&partnerID=40&md5=c0e2560ccf2c033b2f4c6f201e1323fd,"The deeper problem in the source code are the bad smells that indicates something is wrong and if they are not detected timely, then they lead towards the complete deterioration of the working software causing major financial and productivity loss. Refactoring helps in removing these bad smells by improving internal quality attributes of the software without affecting its external behaviour. However refactoring needs to be applied in a controlled manner. In this study an approach has been propose for determining an optimal refactoring sequence that will maximize the source-code maintainability using greedy algorithm. The proposed approach selects the most optimum sequence at every step-in hope of finding the global optimum solution. We conduct an empirical analysis on four open-source software and select those classes that have bad smells greater than or equal to four. Further filtration is done by selecting those classes from the group that have high value of source code lines. We demonstrate the effectiveness of our approach using concrete examples of the experimental dataset and presenting summary results. Copyright © 2017 for this paper by its authors.",Conference paper,Final,Scopus
Mumtaz H.; Alshayeb M.; Mahmood S.; Niazi M.,57200160465; 6506030177; 8644998900; 14045585000,An empirical study to improve software security through the application of code refactoring,2018,Information and Software Technology,96,,,112,125,13,38,10.1016/j.infsof.2017.11.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041469974&doi=10.1016%2fj.infsof.2017.11.010&partnerID=40&md5=775dd57f8564b45db0182d44bf7deba5,"Context: Code bad smells indicate design flaws that can degrade the quality of software and can potentially lead to the introduction of faults. They can be eradicated by applying refactoring techniques. Code bad smells that impact the security perspective of software should be detected and removed from their code base. However, the existing literature is insufficient to support this claim and there are few studies that empirically investigate bad smells and refactoring opportunities from a security perspective. Objective: In this paper, we investigate how refactoring can improve the security of an application by removing code bad smell. Method: We analyzed three different code bad smells in five software systems. First, the identified code bad smells are filtered against security attributes. Next, the object-oriented design and security metrics are calculated for the five investigated systems. Later, refactoring is applied to remove security-related code bad smells. The correctness of detection and refactoring of investigated code smells are then validated. Finally, both traditional object-oriented and security metrics are again calculated after removing bad smells to assess its impact on the design and security attributes of systems. Results: We found ‘feature envy’ to be the most abundant security bad smell in investigated projects. The ‘move method’ and ‘move field’ are commonly applied refactoring techniques because of the abundance of feature envy. Conclusion: The results of security metrics indicate that refactoring helps improve the security of an application without compromising the overall quality of software systems. © 2017 Elsevier B.V.",Article,Final,Scopus
