Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Source
,,"Proceedings of the 16th International Conference on Theory and Practice of Electronic Governance, ICEGOV 2023",2023,ACM International Conference Proceeding Series,,,,,,500,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180290578&partnerID=40&md5=ceb0475fdba41828ed7e22a0f5048d23,"The proceedings contain 75 papers. The topics discussed include: metaverse as dispute: challenges for a state action agenda; emerging technologies in Africa: artificial intelligence, blockchain, and internet of things applications and way forward; semantic interoperability for legal information: mapping the European Legislation Identifier (ELI) and Akoma Ntoso (AKN) ontologies; influence of ICT governance on cyber security: a generalized method moment (GMM) approach in Asia; a more inclusive Europe through personal data sovereignty in cross-border digital public services; digital and smart city operation in Brazil; Brazil as a leader in digital transformation; digitalization and automation for the sake of IT? insight from automation initiatives in Swedish municipalities; barriers and actions for the adoption and use of artificial intelligence in the public sector; and the challenge of web accessibility: an evaluation of selected government websites and service portals of high, middle and low-income countries.",Conference review,Final,Scopus
Ara J.; Sik-Lanyi C.; Kelemen A.,57200500124; 55917669900; 10440571100,Accessibility engineering in web evaluation process: a systematic literature review,2023,Universal Access in the Information Society,,,,,,,3,10.1007/s10209-023-00967-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146949360&doi=10.1007%2fs10209-023-00967-2&partnerID=40&md5=d8bdacb36c9c81d58332f61c4482e9fe,"Several works of literature contributed to the web evaluation process in recent years to promote digital inclusion by addressing several accessibility guidelines, methods, processes, and techniques. Researchers have investigated how the web evaluation process could be facilitated by including accessibility issues to obtain an inclusive and accessible solution to improve the user experience and increase user satisfaction. Three systematic literature reviews (SLRs) have been conducted in the context of past research, considering such research focuses. This paper presents a new SLR approach concerning accessibility in the web evaluation process, considering the period from 2010 to 2021. The review of 92 primary studies showed the contribution of publications on different phases of the web evaluation process mainly by highlighting the significant studies in the framework design and testing process. To the best of our knowledge, this is the first study focused on the web accessibility literature reporting the engineering assets for evaluation of new accessible and inclusive web-based solutions (e.g., websites). Besides, in this study, we aim to provide a new direction to the web designers and developers with an updated view of process, methods, techniques, tools, and other crucial aspects to contribute to the accessible process enrichment, as well as depict the gaps and challenges that may be worthy to be investigated in the future. The findings of this SLR introduce a new dimension in web accessibility research on determining and mitigating the research gap of web accessibility issues for web designers, developers, and other practitioners. © 2023, The Author(s).",Review,Article in press,Scopus
Acosta-Vargas P.; Rybarczyk Y.; Perez J.; Gonzalez M.; Jimenes K.; Leconte L.; Esparza D.,57192678428; 6506582516; 23470671000; 57219812243; 57209319994; 57205485838; 7004281431,Towards Web Accessibility in Telerehabilitation Platforms,2018,"2018 IEEE 3rd Ecuador Technical Chapters Meeting, ETCM 2018",,,8580272,,,,6,10.1109/ETCM.2018.8580272,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060702930&doi=10.1109%2fETCM.2018.8580272&partnerID=40&md5=26f3a5c4e50870af8408a3fd226ab131,"This research is part of the development of a web platform, that allows home support in the recovery of a patient after a partial or total hip replacement operation known as arthroplasty. Currently, there is no support system for the patient to remotely perform the exercises for recovery. The application aims to reduce recovery costs as well as to provide access to health at a low cost. Therefore, it is important to have a web system accessible to all users. To achieve this parameter, and to determine if it provides information accessible to all, regardless of the physical capabilities of the users, the accessibility guidelines were applied in accordance with the Web Content Accessibility Guide (WCAG) 2.0 and Website Accessibility Evaluation Methodology 1.0. This study presents an evaluation of the website's accessibility using automatic tools and an analysis to improve the accessibility of the platform providing elderly patients with an accessible and inclusive website. The preliminary results of our research show that the telerehabilitation platform requires improvements to comply with certain levels of web accessibility. © 2018 IEEE.",Conference paper,Final,Scopus
Campoverde-Molina M.; Luján-Mora S.; Valverde L.,57211903375; 6603381780; 57211236133,Accessibility of university websites worldwide: a systematic literature review,2023,Universal Access in the Information Society,22,1,,133,168,35,10,10.1007/s10209-021-00825-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110528990&doi=10.1007%2fs10209-021-00825-z&partnerID=40&md5=88ee47a1af931ecd3ad37a7947f203cf,"The identity and institutional image of universities are presented to the world through their websites. On their websites, universities publish their academic offerings, their mission, their vision, their academic objectives, their achievements, their regulations, their news and all their university work. Hence, the importance of university websites is accessible. The accessibility of university websites has been evaluated several times in the past, but there is no work that has summarized all the evaluations performed to provide a general overview of the situation. Therefore, in this research we have performed a systematic literature review (SLR) to consolidate, analyze, synthesize and interpret the accessibility results of university websites published in 42 papers that have been selected for this study. The methodology used in this SLR was that proposed in Kitchenham’s guidelines, which includes three stages: planning the review, conducting the review and reporting the review. The results present the analysis and synthesis of the evaluations of 9,140 universities in 67 countries. Of these, 38,416 web pages, 91,421 YouTube videos and 28,395 PDF documents were evaluated. Manual methods, methods with automatic tools and the combination of both methods were used for the evaluation. Most websites were evaluated using the ISO/IEC 40500:2012 and Section 508 standards. The accessibility guidelines most commonly violated in the evaluations were: adaptable, compatible, distinguishable, input assistance, keyboard accessible, navigable, predictable, readable and text alternatives. In conclusion, the university websites, YouTube videos and PDF documents analyzed in the 42 papers present important accessibility problems. The main contribution of this SLR is the consolidation of the results of the 42 studies selected to determine the findings and trends in the accessibility of university websites around the world. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",Review,Final,Scopus
Rodrigues S.S.; de Mattos Fortes R.P.,57197129703; 57217069952,A checklist for the evaluation of web accessibility and usability for brazilian older adults,2020,Journal of Web Engineering,19,1,,63,108,45,1,10.13052/jwe1540-9589.1913,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097955658&doi=10.13052%2fjwe1540-9589.1913&partnerID=40&md5=a8a110bbabc4620861a6c2e379f4d0b6,"The constant evolution of the Web has covered various segments of society and, as it evolves, its content must be accessible to different users’ profiles. Older adults (60+) are the fastest growing population of users who face difficulties in interacting with websites, due to limitations in their abilities caused by the aging process. Despite the legislation and guidelines established for the development of accessible and usable web contents, several problems of accessibility and usability still must be solved. In particular, most website designers do not take into account the older adult’s profile. This paper introduces Sene-check checklist, a support to web accessibility and usability evaluations for the Brazilian older profile developed according to scientific procedures, including the following three perspectives: (1) literature review, (2) point of view of experts and developers and (3) point of view of Brazilian older adults. The results enabled an investigation into the main problems encountered by older adults regarding web interaction and reinforced the relevance of a support for the evaluation of web accessibility and usability. © 2020 River Publishers.",Article,Final,Scopus
Ferdous J.; Uddin S.; Ashok V.,57223136514; 57220115796; 55633359800,Semantic table-of-contents for efficient web screen reading,2021,Proceedings of the ACM Symposium on Applied Computing,,,,1941,1949,8,0,10.1145/3412841.3442066,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104993731&doi=10.1145%2f3412841.3442066&partnerID=40&md5=c255c957c80b58044495d0434446de34,"Navigating back-and-forth between segments in webpages is well-known to be an arduous endeavor for blind screen-reader users, due to the serial nature of content navigation coupled with the inconsistent usage of accessibility enhancing features such as WAI-ARIA landmarks and skip navigation links by web developers. Without these supporting features, navigating modern webpages that typically contain thousands of HTML elements in their DOMs, is both tedious and cumbersome for blind screen-reader users. Existing approaches to improve non-visual navigation efficiency typically propose 'one-size-fits-all' solutions that do not accommodate the personal needs and preferences of screen-reader users. To fill this void, in this paper, we present sTag, a browser extension embodying a semi-automatic method that enables users to easily create their own Table Of Contents (TOC) for any webpage by simply 'tagging' their preferred 'semantically-meaningful' segments (e.g., search results, filter options, forms, menus, etc.) while navigating the webpage. This way, all subsequent accesses to these segments can be made via the generated TOC that is made instantly accessible via a special shortcut or a repurposed mouse/touchpad action. As tags in sTag are attached to the abstract semantic segments instead of actual DOM nodes in the webpage, sTag can automatically generate equivalent TOCs for other similar webpages, without requiring the users to duplicate their tagging efforts from scratch in these webpages. An evaluation with 15 blind screen-reader users revealed that sTag significantly reduced the content-navigation time and effort compared to those with a state-of-the-art solution. © 2021 ACM.",Conference paper,Final,Scopus
Song S.; Bu J.; Wang Y.; Yu Z.; Artmeier A.; Dai L.; Wang C.,57195138236; 55684269900; 57203466088; 56589267500; 36624863300; 57202914070; 56017252400,Web accessibility evaluation in a crowdsourcing-based system with expertise-based decision strategy,2018,"Proceedings of the 15th Web for All Conference : Internet of Accessible Things, W4A 2018",,,a23,,,,4,10.1145/3192714.3192827,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051808536&doi=10.1145%2f3192714.3192827&partnerID=40&md5=aa3ad3340112535981a2489e50d03c4e,"The rising awareness of accessibility increases the demand for Web accessibility evaluation projects to verify the implementation of Web accessibility guidelines and identify accessibility barriers in websites. However, the complexity of accessibility evaluation tasks and the lack of experts limits their scope and reduces their significance. Due to this complexity, they could not directly rely on a technique called crowdsourcing, which made great contributions in many fields by dividing a problem into many tedious micro-tasks and solving tasks in parallel. Addressing this issue, we develop a new crowdsourcing-based Web accessibility evaluation system with two novel decision strategies, golden set strategy and time-based golden set strategy. These strategies enable the generation of task results with high accuracy synthesized from micro-tasks solved by workers with heterogeneous expertise. An accessibility evaluation of 98 websites by 55 workers with varying experience verifies that our system can complete the evaluation in half the time with a 7.2% improvement on accuracy than the current approach. © 2018 Copyright held by the owner/author(s). Publication rights licensed to ACM.",Conference paper,Final,Scopus
Casasola Balsells L.A.; Guerra González J.C.; Casasola Balsells M.A.; Pérez Chamorro V.A.,57200089659; 57200088964; 57210029137; 57200090030,Web accessibility of Internet appointment scheduling in primary care; [Accesibilidad web de cita previa por Internet en atención primaria],2019,Gaceta Sanitaria,33,1,,85,88,3,5,10.1016/j.gaceta.2017.10.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039416478&doi=10.1016%2fj.gaceta.2017.10.008&partnerID=40&md5=580ffde5be9c90d9dfe00e4fad29ca02,Objective: To assess the accessibility level of Internet appointment scheduling in primary care and the fulfilment of the requirements of Spanish legislation. Method: Descriptive study of the accessibility of 18 web sites corresponding to the autonomic health services responsible for Internet appointment scheduling for primary health care services. The level of web accessibility was evaluated by means of five automated tools. Results: Only six websites self-declared to be in compliance with level AA of WCAG 2.0. The level of web accessibility according to the legal requirements in Spain is low. The evaluation tools identified the main errors to be corrected. Conclusions: Most of the autonomic health services responsible for Internet appointment scheduling in primary care need to improve their level of web accessibility and ensure that it complies with Spanish legislation. © 2017 SESPAS,Article,Final,Scopus
De Santana V.F.; Baranauskas M.C.C.,24467445700; 35619118900,Continuous web personalization using selector-template pairs,2019,"Proceedings of the 16th Web For All 2019 Personalization - Personalizing the Web, W4A 2019",,,,,,,0,10.1145/3315002.3317559,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071904989&doi=10.1145%2f3315002.3317559&partnerID=40&md5=2e4d5b53cac6d5582f61909c55214c2d,"Due to the fast growth of the Web and to the interactivity brought by Web 2.0, government, entertainment, and education services are more and more available through the Internet. However, this highly interactive Web still excludes people by not considering capabilities of all users. Although there are techniques and approaches towards Web Accessibility, issues related to different user needs may emerge in unforeseen contexts of use. This paper proposes a personalization approach that considers detailed observational data from usage and generates user interface adjustments (pieces of JavaScript code) from a set of selector-template pairs. Selectors are regular expressions used to identify patterns in event streams and templates are adjustments skeletons, referring user interface elements identified by the selectors. The approach supports continuous personalization of websites aiming to reduce the number of accessibility barriers and usability problems. This work is part of a long-term project and it reports the study conducted ""in the wild"" with 408 users, during a period of 30 months. The results point that the approach is a scalable solution towards Web personalization by inserting JavaScript pieces of code to tailor websites according to how they are used, on the fly. © 2019 Copyright is held by the owner/author(s).",Conference paper,Final,Scopus
Fernández-Díaz E.; Jambrino-Maldonado C.; Iglesias-Sánchez P.P.; de las Heras-Pedrosa C.,13411310100; 57070358800; 57070482500; 57190015444,Digital accessibility of smart cities - tourism for all and reducing inequalities: Tourism Agenda 2030,2023,Tourism Review,78,2,,361,380,19,11,10.1108/TR-02-2022-0091,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136519315&doi=10.1108%2fTR-02-2022-0091&partnerID=40&md5=f9aa66e6cff9b948595d39d5673f7870,"Purpose: There is widespread agreement that the tourism sector should address the issue of sustainability. The purpose of this study is to analyze the digital accessibility of the cities awarded as European Capitals of Smart Tourism for their innovative, accessible and sustainable practices by the European Commission. Design/methodology/approach: An analysis of the digital level of accessibility of 50 uniform resource locator (URL) of European cities was undertaken. The analysis followed the international evaluation requirements of the World Wide Web (W3C). Findings: The results show that none of the official Web pages analyzed obtained 100% in relation to the digital accessibility requirements. The main factors that pose barriers to communication and interaction were identified. Practical implications: The paper encourages smart tourism destinations to overcome the challenge of matching both dimensions of accessibility to obtain barrier-free information to ensure cities are inclusive and sustainable in line with Agenda 2030 (sustainable development goal [SDG] 11). Originality/value: The concept of tourism for all receives special attention in the sector, and this notion is reflected in the UN SDGs. However, accessibility has not been extensively analyzed in relation to the cohesion between the digital and the physical dimension. Tourism research tends to focus on accessible experiences within destinations. This paper introduces a new insight into the key issue of digital accessibility, which can promote destination choice and influence the tourism experience. © 2022, Elena Fernández-Díaz, Carmen Jambrino-Maldonado, Patricia P. Iglesias-Sánchez and Carlos de las Heras-Pedrosa.",Article,Final,Scopus
Acosta-Vargas P.; Salvador-Ullauri L.; Pérez-Medina J.L.; Zalakeviciute R.; Hernandez W.,57192678428; 57192689183; 23470671000; 55351772500; 57204242571,Heuristic method of evaluating accessibility of mobile in selected applications for air quality monitoring,2020,Advances in Intelligent Systems and Computing,959,,,485,495,10,3,10.1007/978-3-030-20040-4_44,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067369676&doi=10.1007%2f978-3-030-20040-4_44&partnerID=40&md5=2b5eb92f456f7f34753a98c921e53b2b,"At present, advances in technology, the use of smartphones and access to the Internet pose significant challenges in the area of accessibility of mobile applications. This study identified the lack of clear policies and methods for assessing accessibility in apps as a significant challenge for web accessibility experts. On the other hand, the heuristic evaluation concept proposed by Nielsen and Molich is an inspection method based on the evaluation of an interactive system. To reduce accessibility barriers, in this research we propose a heuristic method based on Brajnik’s Barrier Walkthrough. The method helps to propose some improvements to evaluate accessibility in mobile applications between a heuristic method and the Web Content Accessibility Guide 2.1. As a case study, we applied this evaluation to users with low vision who use mobile applications under the Android operating system that helps users monitor the air we breathe. The results of this research can help future works about the development of accessible mobile applications. © Springer Nature Switzerland AG 2020.",Conference paper,Final,Scopus
Pandey R.; Kumar V.,57207413388; 57209917865,Web accessibility of Indian cultural heritage information: an analytical study of museum websites,2023,Journal of Cultural Heritage Management and Sustainable Development,,,,,,,2,10.1108/JCHMSD-08-2021-0153,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150393640&doi=10.1108%2fJCHMSD-08-2021-0153&partnerID=40&md5=af7a19b0036aa314c5069a1eda7ef972,"Purpose: This paper compares the web accessibility of Indian museum websites assessing the level of compliance to the Web Content Accessibility Guidelines 2.1 (WCAG 2.1). The study aims to assess the accessibility of Indian museum websites in terms of their severity. Design/methodology/approach: The accessibility evaluation of 11 Indian museum websites was conducted using Siteimprove Accessibility Checker (SAC), an automated website testing tool. Findings: The study results indicate that the mean conformance score for the Indian museum websites for level A was 19.27, while for level AA and AAA, it came out to be 2.63 and 4.09, respectively, with the highest severity scores for error (16.3) followed by review (5.81) criteria and warning (3.81). The major findings indicate that the websites of Indian museums poorly conform to web accessibility guidelines. Practical implications: The study's findings will assist the museum's website creators, managers and administrators in determining the level of conformity as per standard accessibility guidelines helping them make strategic decisions to improve the accessibility. Originality/value: Most of the studies available in the field of website accessibility range from the web accessibility of educational institutions, tourism websites, municipal websites and ministerial websites, but there are very few studies investigating the accessibility of museum websites. A quantitative evaluation of different aspects of accessibility was conducted in the study, which can pave the way for the better design of web sites by addressing deficiencies. © 2023, Emerald Publishing Limited.",Article,Article in press,Scopus
de Souza M.; Almeida F.G.,12446645100; 57200140637,Web accessibility of the libraries websites of Federal Universities of the State of Minas Gerais; [Acessibilidade web dos sites das bibliotecas das Universidades Federais do Estado de Minas Gerais],2021,Revista Digital de Biblioteconomia e Ciencia da Informacao,19,,e021027,,,,2,10.20396/RDBCI.V20I00.8666922,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120817167&doi=10.20396%2fRDBCI.V20I00.8666922&partnerID=40&md5=712b247b0f5fd6a6ad92697b0186a7b0,"Introduction/Objective: Research of mixed nature that had as objective to verify if the sites of the libraries of the Federal Universities of the State of Minas Gerais are adequate for the resources of Web accessibility. Methodology: In step 1, a bibliographic research was performed in books and journals and also a documentary research by laws, decrees and government websites on accessibility. In stage 2, the 11 Federal Universities of the State of Minas Gerais were selected as a sample, where the number of students enrolled was requested, by e-mail and Fala.BR platform, as well as the number of students who declare themselves with some type of disability. In stage 3, an automatic web accessibility assessment was performed on the library websites of the 11 institutions of the sample using the Website Accessibility Simulator Assistant (ASES) e; heuristic assessment of Web accessibility by means of accessibility guidelines creating, at the end of the heuristic evaluation, a list of seven elements already implemented or that could be implemented on the libraries' websites, namely: 1) accessibility description; 2) jump menu; 3) contrast; 4) font size; 5) keyboard navigation; 6) Vlibras and; 7) text audio. Results: The survey indicated a low percentage of People with Disabilities enrolled in Minas Gerais universities, when compared to the 2010 Census. However, this is no reason for universities to stop improving web accessibility features on their respective websites. On the contrary, universities can develop accessible resources that meet different needs/levels of People with Disabilities. Conclusion: The combination of evaluation techniques, automatic and heuristic are fundamental for a more complete analysis of Web accessibility. © 2021 Universidade Estadual de Campinas. All rights reserved.",Article,Final,Scopus
Chiou P.T.; Alotaibi A.S.; Halfond W.G.J.,57200313469; 57215355329; 16230282400,Detecting and localizing keyboard accessibility failures in web applications,2021,ESEC/FSE 2021 - Proceedings of the 29th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering,,,,855,867,12,9,10.1145/3468264.3468581,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116243367&doi=10.1145%2f3468264.3468581&partnerID=40&md5=660b1e62c241b04842808c3529f54d96,"The keyboard is the most universally supported input method operable by people with disabilities. Yet, many popular websites lack keyboard accessible mechanism, which could cause failures that make the website unusable. In this paper, we present a novel approach for automatically detecting and localizing keyboard accessibility failures in web applications. Our extensive evaluation of our technique on real world web pages showed that our technique was able to detect keyboard failures in web applications with high precision and recall and was able to accurately identify the underlying elements in the web pages that led to the observed problems.  © 2021 Owner/Author.",Conference paper,Final,Scopus
Badzio B.; Bodziak A.; Brodawka B.; Buchajczuk K.; Skublewska-Paszkowska M.; Dzie?kowski M.; Powro?nik P.,57923932300; 57924724000; 57923774000; 57201291444; 26039573700; 57022233200; 57191993393,ANALYSIS OF THE USABILITY AND ACCESSIBILITY OF WEBSITES IN VIEW OF THEIR UNIVERSAL DESIGN PRINCIPLES,2022,Applied Computer Science,18,3,,63,85,22,0,10.35784/acs-2022-22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139707189&doi=10.35784%2facs-2022-22&partnerID=40&md5=55e5efa98372d914dfc69950afeb7d28,"Universal design is a strategic approach for planning and designing both the products and their environment, aimed at making a given product available to the widest number of possible users. It ensures equality for all of them and the opportunity to participate in the society. This concept is also crucial in the process of designing and developing software. The research was conducted with the use of four services, three of them were implemented for the purpose of this study. Two of them took into consideration the principles of universal design, while the others did not. The aim of the study was verification of the level of usability and accessibility of services by means of three independent methods: the LUT (Lublin University of Technology) checklist, an assessment taking into account WCAG 2.0 (Web Content Accessibility Guidelines) standards using the automatic WAVE evaluation tool (Web Accessibility Evaluation Tool) and a device allowing to track the movement of the eye while performing various tasks on websites. The websites were assessed by twenty experts in the field of creating web application interfaces, using the LUT checklist. The time to the first fixation (TTFF) that it took respondents to look at specific website elements was measured using the eye tracker device and iMotions software. All websites were checked by means of the WAVE tool to detect irregularities and non-compliance with universal design standards. The analysis performed clearly indicated that websites that follow the universal design guidelines were more useful, intuitive and accessible for users. It might be concluded that interfaces allow to find necessary information and perform desired actions in a shorter time when prepared in accordance with the principles of universal design. © 2022, Polish Association for Knowledge Promotion. All rights reserved.",Article,Final,Scopus
Yu Z.; Bu J.; Shen C.; Wang W.; Dai L.; Zhou Q.; Zhao C.,56589267500; 55684269900; 57211972412; 57192619661; 57202914070; 57202911438; 57219166719,A multi-site collaborative sampling for web accessibility evaluation,2020,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),12376 LNCS,,,329,335,6,2,10.1007/978-3-030-58796-3_39,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091484730&doi=10.1007%2f978-3-030-58796-3_39&partnerID=40&md5=9e67c7a68cad71da4e1dfde5a1b4f808,"Many sampling methods have been used for web accessibility evaluation. However, due to the difficulty of web page feature extraction and the lack of unsupervised clustering algorithm, the result is not very good. How to optimize the manual workload of different websites under the premise of ensuring that the overall manual workload remains the same during multi-site collaborative sampling is an important issue at present. To resolve the above problems, we propose a multi-site collaborative sampling method to obtain the final sampling result of each website. The effectiveness of the two sampling methods proposed in this paper is proved by experiments on real website datasets. © Springer Nature Switzerland AG 2020.",Conference paper,Final,Scopus
Trilar J.; Sobo?an T.; Duh E.S.,57203555167; 57226378858; 54407530200,Family-centered design: Interactive performance testing and user interface evaluation of the slovenian edavki public tax portal,2021,Sensors,21,15,5161,,,,2,10.3390/s21155161,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111363636&doi=10.3390%2fs21155161&partnerID=40&md5=2c148df99913c11fed545219465b47e4,"This is the latest article in a series of research on the family-centered design concept. The theoretical context was revisited and expounded to support its usefulness in conjunction with a user-centered design approach within distinct application domains. A very important contribution is applied through the development of the instruments—website capture, a public testing platform, results processing and the Web Content Accessibility Guide 2.1. recommendation tool—to conduct unmoderated remote testing of user interfaces that corresponds to the requirements of general dig-italization efforts as well as the response to current and future health risks. With this set of instru-ments, an experiment was conducted to address the differences in usage, and performance-wise and user-based evaluation methods, of the eDavki public tax portal, among two generations, adults and elderly citizens, and between an original and an adapted user interface that respects accessibility and other recommendations. The differences found are further discussed and are congruent to par-ticularities that have been modified within interfaces. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Article,Final,Scopus
Alonso-Virgos L.; Baena L.R.; Crespo R.G.,57202858779; 26421109200; 57221209077,Web accessibility and usability evaluation methodology for people with Down syndrome; [Metodología de evaluación de accesibilidad y usabilidad web con personas con síndrome de Down],2020,"Iberian Conference on Information Systems and Technologies, CISTI",2020-June,,9140858,,,,3,10.23919/CISTI49556.2020.9140858,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089018531&doi=10.23919%2fCISTI49556.2020.9140858&partnerID=40&md5=0760705d4bd487b0223492784819731a,"This work describes the methodological process carried out during an investigation that aimed to publish a list of useful web accessibility and usability guidelines and recommendations for users with Down syndrome. The division of the article is as follows: 1) First, a brief state of the art is offered where the main objective of the research is summarized, and the methods used in it are highlighted. These methods are interviews, user tests, and eye-tracking tests. It is intended to justify the importance of the correct application of these methods and their relevance during data extraction. 2) Next, each of the methods is detailed, explaining the set of rational procedures used to achieve the objective. This explanation is supported by bibliographic references of recognized prestige and other alternative research techniques, such as interviews with experts. 3) Finally, a set of conclusions and good practices is outlined that can be used for research that aims to work with participants who share similarities with those of this study. © 2020 AISTI.",Conference paper,Final,Scopus
Moreno L.; Alarcon R.; Martínez P.,7101696703; 57210098653; 7202906176,Accessibility and readability compliance in Spanish public hospital websites,2022,ACM International Conference Proceeding Series,,,,185,194,9,0,10.1145/3563137.3563143,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161424316&doi=10.1145%2f3563137.3563143&partnerID=40&md5=e83a92646e373fd767f90f48b218731d,"The number of e-health websites has increased significantly over the past few years. The Internet is used in many ways, from carrying out searches on a wide variety of topics to accessing online services such as those offered by hospitals. Thus, the need for these websites to be accessible to all individuals, including those with some sort of disability, is essential. The goal of the present research has been to analyze 48 of the leading Spanish public hospitals' website homepages to assess their levels of compliance with accessibility and readability guidelines. This perspective has allowed us to determine exactly how accessible health information and hospital services are for citizens. In order to analyze accessibility, a qualitative method based on the Web Content Accessibility Guidelines (WCAG) 2.1 standard was used. This method combined manual code inspections with the use of both accessibility tools and automatic tools as validators. Furthermore, a quantitative method, by means of a readability metric, was used to analyze readability of the texts of the analyzed websites. The findings revealed that many of the analyzed websites violated critical accessibility guidelines. In addition, several accessibility errors were identified, such as images without any textual description and a lack of information regarding the purpose of the links. These deficiencies have the greatest impact on accessing websites by people with disabilities. Related to the results of the readability of the texts on hospital webpages, it was found that, in general, they are somewhat difficult to understand by most people. © 2022 ACM.",Conference paper,Final,Scopus
Conte F.; Coppola C.; Sardanelli D.; Vollero A.; Siano A.,56939242100; 57219866795; 57202300953; 50263219900; 35362932200,Accessibility and social inclusion: an empirical investigation on the adoption of World Wide Web Consortium guidelines on corporate websites,2022,Sinergie,40,2,,89,107,18,2,10.7433/s118.2022.05,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140394181&doi=10.7433%2fs118.2022.05&partnerID=40&md5=6a55b93572d6bab977d4f1e29f3188c0,"Frame of the research: The research focuses on the web accessibility practices of corporate websites. These practices are part of corporate sustainability actions. Purpose of the paper: To assess compliance with the principles of the social inclusion of disabled users, the study investigates the adoption of accessibility requirements on the sustainable firms’ corporate websites. Methodology: A content analysis was conducted to identify the application of the World Wide Web Consortium (W3C) guidelines to the websites of 311 firms classified in the Dow Jones Sustainability World Index 2018. Data were collected from July to December 2019. Findings: Results show that most corporate websites are poorly compliant with the accessibility guidelines, although some sectoral and geographic differences emerge. The study shows that compliance with W3C standards is associated with both the belonging to different business activities and the geographical origin of companies. Research limits: The adoption of the content analysis method implies the typical limits associated with the subjective evaluation of researchers. The sample of firms examined may be expanded in future investigations, in compliance with the equitable distribution of companies regarding sectors and geographical areas. Practical implications: Results allow managers and consultants of corporate digital communications to evaluate and improve corporate performance relating to accessibility practices on websites. Access to digital content and services is an indispensable requirement for implementing sustainability actions, capable of increasing social legitimacy and corporate reputation and developing disabled users’ engagement. Originality of the paper: The study constitutes a first step in a line of research not yet investigated. The paper contributes to the debate on online accessibility for disabled users, providing the first empirical evidence on international guideline adoption by sustainable firms. © 2022 Sinergie. All rights reserved.",Article,Final,Scopus
Ara J.; Sik-Lanyi C.,57200500124; 55917669900,Webpage accessibility evaluation using Machine Learning Technique,2023,"2023 14th IEEE International Conference on Cognitive Infocommunications, CogInfoCom 2023",,,,69,74,5,0,10.1109/CogInfoCom59411.2023.10397496,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185534616&doi=10.1109%2fCogInfoCom59411.2023.10397496&partnerID=40&md5=9084f122877e468b6ed64248d3bcf40f,"In this digital era, web becoming a crucial and prime source of information for various areas. Having a wide array of advantages, sometimes web can create several difficulties for people with disabilities while navigating the information. Thus, it is important to ensure website navigation without any difficulties. On this focus, the aim of this study is to evaluate website accessibility through Decision Tree (DT), a machine learning technique to ensure the benefits of this platform among a wide array of people. The implemented machine learning technique incorporated Mauve-generated data to calculate the overall accessibility barrier in terms of several accessibility guidelines and checkpoints from the Web Content Accessibility Guideline (WCAG 2.1) criteria. The performance of the ML method was validated through confusion matrix and classification report results. It is worth mentioning that none of the selected webpages were found free from accessibility errors. Also, the experimental results depict that it is urgent to focus on web accessibility policies to strengthen this domain for better directives in this area to improve social inclusiveness. © 2023 IEEE.",Conference paper,Final,Scopus
