id,issn,idl,Abstract,Title,Autherkeywords,Indexkeywords,Author,AuthorsID,Volume,Issue,Year,Pagestart,Pageend,Pagecount,Source,ENTRYTYPE,doi,url,citation_count,Affiliations,Authors_affiliations,Address,Publisher,Language,AbbreviatedSource,Document_Type,Publication_Stage,Access_Type,EID,author_publ_age,author_age,doc_id,author_order
191,,,,Understanding digital inequality,,,Hsieh J.J.P.-A.; Keil M.; Rai A.,18134129700; 7102297870; 7201684314,,,2005,,,,"Association for Information Systems - 26th International Conference on Information Systems, ICIS 2005: Forever New Frontiers",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869772283&partnerID=40&md5=2acfa53c807f99efe15089666d5daa66,2,561,,,,,,Conference paper,Scopus,2,,,,,
192,,,,Technology acceptance model for internet banking: An invariance analysis,,,Lai V.S.; Li H.,44361805400; 55505402500,,,2005,,,,Information and Management,,10.1016/j.im.2004.01.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-10644224532&doi=10.1016%2fj.im.2004.01.007&partnerID=40&md5=dc42fcd6ac9258339b619a30ddbd2ca5,347,386,,,,,,Article,Scopus,347,,,,,
193,,,,What drives mobile health care? An empirical evaluation of technology acceptance,,,Wu J.-H.; Wang S.-C.; Lin L.-M.,7409252938; 55921397000; 35743505000,,,2005,,,,Proceedings of the Annual Hawaii International Conference on System Sciences,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27544485052&partnerID=40&md5=3e05cdfc7bfee978209d34a2d3487c86,31,,,,,,,Conference paper,Scopus,31,,,,,
194,,,,Theoretical and practical issues in evaluating the quality of conceptual models: Current state and future directions,,,Moody D.L.,7201901519,,,2005,,,,Data and Knowledge Engineering,,10.1016/j.datak.2004.12.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-25844517955&doi=10.1016%2fj.datak.2004.12.005&partnerID=40&md5=6434006b88c29006057cbbea892c4d0e,360,276,,,,,,Conference paper,Scopus,360,,,,,
195,,,,Health care seeking behavior of Korean women with lymphedema,,,Cho M.O.,8973554300,,,2004,,,,Nursing and Health Sciences,,10.1111/j.1442-2018.2004.00186.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942670056&doi=10.1111%2fj.1442-2018.2004.00186.x&partnerID=40&md5=2bd220f2a2b7a586914c2811f62b5ba5,13,159,,,,,,Article,Scopus,13,,,,,
196,,,,Intentions to use mobile services: Antecedents and cross-service comparisons,,,Nysveen H.; Pedersen P.E.; Thorbjørnsen H.,56499174100; 8088878200; 8671817200,,,2005,,,,Journal of the Academy of Marketing Science,,10.1177/0092070305276149,https://www.scopus.com/inward/record.uri?eid=2-s2.0-22144490887&doi=10.1177%2f0092070305276149&partnerID=40&md5=8632f92a535d551c64e7327f58a4bdcb,889,346,,,,,,Article,Scopus,889,,,,,
197,,,,Role of organizational culture in internet technology adoption: An empirical study,,,Dasgupta S.; Gupta B.,35614101900; 7402195217,,,2005,,,,"Association for Information Systems - 11th Americas Conference on Information Systems, AMCIS 2005: A Conference on a Human Scale",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869831909&partnerID=40&md5=caa4434623aa549cd0f3ce3f221540e4,5,321,,,,,,Conference paper,Scopus,5,,,,,
198,,,,An empirical study on the impact of quality antecedents on tax payers' acceptance of Internet tax-filing systems,,,Chang I.-C.; Li Y.-C.; Hung W.-F.; Hwang H.-G.,7201742474; 26662296200; 8413046300; 7403258500,,,2005,,,,Government Information Quarterly,,10.1016/j.giq.2005.05.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-26944487935&doi=10.1016%2fj.giq.2005.05.002&partnerID=40&md5=761ab83d33ea5e4ec4c48cf763761430,119,410,,,,,,Article,Scopus,119,,,,,
199,,,,Validating the extended Technology Acceptance Model: Perceived playfulness in the context of information-searching websites,,,Tan F.B.; Chung J.,56962786200; 7404003160,,,2005,,,,ACIS 2005 Proceedings - 16th Australasian Conference on Information Systems,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869116792&partnerID=40&md5=7812f97af5a950376e3f2021196a7aa6,3,,,,,,,Conference paper,Scopus,3,,,,,
200,,,,Beta versus VHS and the acceptance of electronic brainstorming technology,,,Dennis A.R.; Reinicke B.A.,7102972998; 20734897900,,,2004,,,,MIS Quarterly: Management Information Systems,,10.2307/25148622,https://www.scopus.com/inward/record.uri?eid=2-s2.0-9744262490&doi=10.2307%2f25148622&partnerID=40&md5=0d814f39de72951d7bec827c1997f617,88,20,,,,,,Review,Scopus,88,,,,,
201,,,,An Empirical Testing of the Theory of Planned Behavior in Explaining IT Adoption,,,Bagchi K.K.; Hart P.; Cerveny R.,7004536451; 56011859900; 7003633106,,,2002,,,,Proceedings - Annual Meeting of the Decision Sciences Institute,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642482754&partnerID=40&md5=73dcfa6e0366e87010de02d6c354863d,3,1179,,,,,,Conference paper,Scopus,3,,,,,
202,,,,An empirical study of online shopping: A service perspective,,,Zhang X.; Prybutok V.R.,55067544700; 7004907736,,,2004,,,,"International Journal of Services, Technology and Management",,10.1504/IJSTM.2004.004022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2142822226&doi=10.1504%2fIJSTM.2004.004022&partnerID=40&md5=dafb16bf8398d7a00f49bbf4a3e5d6ec,23,13,,,,,,Article,Scopus,23,,,,,
203,,,,Extending the new technology acceptance model to measure the end user information systems satisfaction in a mandatory environment: A Bank's Treasury,,,Adamson I.; Shine J.,7005979975; 7006400418,,,2003,,,,Technology Analysis and Strategic Management,,10.1080/095373203000136033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242509867&doi=10.1080%2f095373203000136033&partnerID=40&md5=91e6c3e9de5b286e1b3f046cd6e67368,118,455,,,,,,Article,Scopus,118,,,,,
204,,,,A process-based model for priority convergence in multi-period group decision-making,,,Bendoly E.; Bachrach D.G.,6602755760; 6701519822,,,2003,,,,European Journal of Operational Research,,10.1016/S0377-2217(02)00442-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037411875&doi=10.1016%2fS0377-2217%2802%2900442-3&partnerID=40&md5=7f6ce4508c20a2a2c3f3fcee92ab2b81,14,545,,,,,,Article,Scopus,14,,,,,
205,,,,ANTECEDENTS AND IMPACT OF INTERNET USAGE INTENTION AND BELIEF: A CONTINGENCY APPROACH AND A STRUCTURAL EQUATION MODEL,,,Zhou H.,57913043200,,,2003,,,,"9th Americas Conference on Information Systems, AMCIS 2003",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139124514&partnerID=40&md5=2b1fef911031eca86603910f150fa847,0,,,,,,,Conference paper,Scopus,0,,,,,
206,,,,Influence of computer attitude and self-efficacy on IT usage behavior,,,Chau P.Y.K.,7102267201,,,2001,,,,Journal of End User Computing,,10.4018/joeuc.2001010103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0344527939&doi=10.4018%2fjoeuc.2001010103&partnerID=40&md5=d71e81754e9d05ce6dfe0c7e25c76538,198,33,,,,,,Article,Scopus,198,,,,,
207,,,,Modeling the effect of experience on student acceptance of Web-based courseware,,,Stoel L.; Lee K.H.,6602409271; 56100794400,,,2003,,,,Internet Research,,10.1108/10662240310501649,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345357785&doi=10.1108%2f10662240310501649&partnerID=40&md5=732ed9e157eaac50e97d1f2e13f40cef,102,374,,,,,,Article,Scopus,102,,,,,
208,,,,Student perceptions of Web enhanced instruction in college of business classes,,,Landry B.J.L.; Adams J.H.; Dill A.L.,9842367400; 55470146800; 26663868600,,,2003,,,,Proceedings - Annual Meeting of the Decision Sciences Institute,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0442294357&partnerID=40&md5=69e828af0bda83c8243246ad9f7a518f,1,708,,,,,,Conference paper,Scopus,1,,,,,
209,,,,The EDI success evaluation in the SME: An integrated model; [L'évaluation du succès de l'EDI dans les PME: Un modèle intégrateur],,,Baile S.,7801623222,,,2003,,,,Annales des Telecommunications/Annals of Telecommunications,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038617689&partnerID=40&md5=90ca79dc0bcafabbfb742b922a5cece7,5,328,,,,,,Article,Scopus,5,,,,,
210,,,,On Acceptance of a Web-Based Medical Record System,,,Ma Q.; Liu L.,7402813698; 55574231744,,,2002,,,,Proceedings - Annual Meeting of the Decision Sciences Institute,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642441778&partnerID=40&md5=e08c6907f1a156674506d50dddfafd06,1,1270,,,,,,Conference paper,Scopus,1,,,,,
211,,,,Individual and Technological Factors Affecting Perceived Ease of Use of Web-based Learning Technologies in a Developing Country,,,Brown I.T.J.,7402606413,,,2002,,,,Electronic Journal of Information Systems in Developing Countries,,10.1002/j.1681-4835.2002.tb00055.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961510597&doi=10.1002%2fj.1681-4835.2002.tb00055.x&partnerID=40&md5=1dc7defb1e7d26f1d71b1d63acb3ec1b,130,15,,,,,,Article,Scopus,130,,,,,
212,,,,Information technology can enhance quality in regional health delivery,,,Maglaveras N.; Chouvarda I.; Koutkias V.; Meletiadis S.; Haris K.; Balas E.A.,7005468952; 6603613668; 8948544900; 6506816476; 6603957675; 7006375509,,,2002,,,,Methods of Information in Medicine,,10.1055/s-0038-1634368,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036449191&doi=10.1055%2fs-0038-1634368&partnerID=40&md5=63af377a594a2991c86ac01d07da475c,19,400,,,,,,Article,Scopus,19,,,,,
213,,,,An extension of the technology acceptance model in an ERP implementation environment,,,Amoako-Gyampah K.; Salam A.F.,6603851103; 7102612981,,,2004,,,,Information and Management,,10.1016/j.im.2003.08.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2342518828&doi=10.1016%2fj.im.2003.08.010&partnerID=40&md5=063e9a0e46d2dab7306413aac991dd55,595,745,,,,,,Article,Scopus,595,,,,,
214,,,,Application of the technology acceptance model to a knowledge management system,,,Money W.; Turner A.,6602876165; 16640638200,,,2004,,,,Proceedings of the Hawaii International Conference on System Sciences,,10.1109/hicss.2004.1265573,https://www.scopus.com/inward/record.uri?eid=2-s2.0-12344264655&doi=10.1109%2fhicss.2004.1265573&partnerID=40&md5=55faae8a3ae81950ecaf97f5dfba5591,59,3715,,,,,,Conference paper,Scopus,59,,,,,
215,,,,Intelligent molding process and the intelligent manufacture system of composites,,,Huang L.-N.; Wang Z.-P.; Zhang D.-Q.; Zhang B.-Y.; Li C.-S.; Liu Z.-Q.; Li X.-F.; Xia W.-G.,35223351300; 55949808700; 55717562000; 10142771400; 50161759300; 57161253500; 57192495384; 57207153644,,,2002,,,,Fuhe Cailiao Xuebao/Acta Materiae Compositae Sinica,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036553734&partnerID=40&md5=2693481f9346a91bee24a8b39ff81606,0,12,,,,,,Article,Scopus,0,,,,,
216,,,,Determinants of user acceptance of Internet banking: An empirical study,,,Wang Y.-S.; Wang Y.-M.; Lin H.-H.; Tang T.-I.,7601510459; 13807008700; 57137261800; 7401988618,,,2003,,,,International Journal of Service Industry Management,,10.1108/09564230310500192,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0344980727&doi=10.1108%2f09564230310500192&partnerID=40&md5=e1049061582257511adb96934ac81dcc,808,519,,,,,,Conference paper,Scopus,808,,,,,
217,,,,AN INVESTIGATION INTO EMPLOYEES ACCEPTANCE OF INTEGRATING MOBILE COMMERCE INTO ORGANIZATIONAL PROCESSES,,,Gribbins M.L.; Shaw M.J.; Gebauer J.,36462353100; 24779795400; 7005101107,,,2003,,,,"9th Americas Conference on Information Systems, AMCIS 2003",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997329886&partnerID=40&md5=059c6aaca59485499d191a192a80c79f,12,87,,,,,,Conference paper,Scopus,12,,,,,
218,,,,Extended technology acceptance model of Internet utilization behavior,,,Shih H.-P.,7201982502,,,2004,,,,Information and Management,,10.1016/j.im.2003.08.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2342599711&doi=10.1016%2fj.im.2003.08.009&partnerID=40&md5=274725488514a9c95d8df6fba3850697,267,729,,,,,,Article,Scopus,267,,,,,
219,,,,Consumer acceptance of electronic commerce: Integrating trust and risk with the technology acceptance model,,,Pavlou P.A.,6507186334,,,2003,,,,International Journal of Electronic Commerce,,10.1080/10864415.2003.11044275,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649951505&doi=10.1080%2f10864415.2003.11044275&partnerID=40&md5=ad956253e4c0dae75a39cc9cdcf1fb6f,3449,134,,,,,,Article,Scopus,3449,,,,,
220,,,,Product attributes and consumer acceptance of nutritionally enhanced genetically modified foods,,,Hossain F.; Onyango B.,7003510388; 57194905602,,,2004,,,,International Journal of Consumer Studies,,10.1111/j.1470-6431.2004.00352.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750296756&doi=10.1111%2fj.1470-6431.2004.00352.x&partnerID=40&md5=795faa406513f8f3db2e14a09be72566,109,267,,,,,,Article,Scopus,109,,,,,
221,,,,Determinants of user acceptance of digital libraries: An empirical examination of individual differences and system characteristics,,,Hong W.; Thong J.Y.L.; Wong W.-M.; Tam K.-Y.,7401528074; 7006658274; 7403972279; 55667247700,,,2002,,,,Journal of Management Information Systems,,10.1080/07421222.2002.11045692,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035673264&doi=10.1080%2f07421222.2002.11045692&partnerID=40&md5=9f3e41c9964935542ac285814d10e8e9,544,124,,,,,,Article,Scopus,544,,,,,
222,,,,Enticing online consumers: An extended technology acceptance perspective,,,Chen L.-D.; Gillenson M.L.; Sherrell D.L.,55886084200; 6603122706; 24788821100,,,2002,,,,Information and Management,,10.1016/S0378-7206(01)00127-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036721990&doi=10.1016%2fS0378-7206%2801%2900127-6&partnerID=40&md5=cae21a7c05d6bfb33685d7693b6e066b,870,719,,,,,,Article,Scopus,870,,,,,
223,,,,Adoption of e-learning for work-based training: an exploratory study of the Hong Kong apparel industry,,,Chong B.; Martinsons M.G.; Wong M.,7101803552; 7003341477; 56325558000,,,2004,,,,International Journal of Innovation and Learning,,10.1504/IJIL.2004.004886,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846082577&doi=10.1504%2fIJIL.2004.004886&partnerID=40&md5=fe1ff3a98c5ce80883f4edba8a2d3d67,13,326,,,,,,Article,Scopus,13,,,,,
224,,,,Effect of technology on sales performance: Progressing from technology acceptance to technology usage and consequence,,,Ahearne M.; Srinivasan N.; Weinstein L.,8935073100; 7102494265; 8434382500,,,2004,,,,Journal of Personal Selling and Sales Management,,10.1080/08853134.2004.10749039,https://www.scopus.com/inward/record.uri?eid=2-s2.0-20444451975&doi=10.1080%2f08853134.2004.10749039&partnerID=40&md5=71d7e800ccdc9bfa6deec543f122b12f,97,310,,,,,,Article,Scopus,97,,,,,
225,,,,PDA usage in healthcare professionals: testing an extended technology acceptance model,,,Liang H.; Xue Y.; Byrd T.A.,7402854012; 58402962800; 7005307355,,,2003,,,,International Journal of Mobile Communications,,10.1504/IJMC.2003.003992,https://www.scopus.com/inward/record.uri?eid=2-s2.0-32644440679&doi=10.1504%2fIJMC.2003.003992&partnerID=40&md5=88fdf0a817f6fe83efa81dee2be8019e,66,389,,,,,,Article,Scopus,66,,,,,
226,,,,The value of certification: An empirical assessment of the perceptions of end-users of local area networks,,,Cegielski C.G.; Rebman C.M.; Reithel B.J.,6507797216; 6506698579; 6602149867,,,2003,,,,Information Systems Journal,,10.1046/j.1365-2575.2003.00140.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037229369&doi=10.1046%2fj.1365-2575.2003.00140.x&partnerID=40&md5=9e1c823e9fb1fdf1601a123501d35a68,15,107,,,,,,Article,Scopus,15,,,,,
227,,,,Factors affecting usage of web-based teachers' training in elementary and high school,,,Chen N.-S.; Huang H.-Y.; Shih Y.-C.,7401912239; 57188988092; 56028361100,,,2002,,,,"Proceedings - International Conference on Computers in Education, ICCE 2002",,10.1109/CIE.2002.1186014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964425383&doi=10.1109%2fCIE.2002.1186014&partnerID=40&md5=4179398a661ebf2898a9c610fd05f726,7,592,,,,,,Conference paper,Scopus,7,,,,,
228,,,,"Perceived usefulness, ease of use and electronic supermarket use",,,Henderson R.; Divett M.J.,7402183767; 6507596332,,,2003,,,,International Journal of Human Computer Studies,,10.1016/S1071-5819(03)00079-X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041877530&doi=10.1016%2fS1071-5819%2803%2900079-X&partnerID=40&md5=8a8cd76f52353a16531dbb6095fba6d1,133,395,,,,,,Article,Scopus,133,,,,,
229,,,,Building blocks of a semantic web framework - Requirements analysis and architectural implications,,,Biskup T.; Gómez J.M.,8143960800; 7402100609,,,2004,,,,International Conference on Database and Expert Systems Applications - DEXA,,10.1109/dexa.2004.1333476,https://www.scopus.com/inward/record.uri?eid=2-s2.0-10044246277&doi=10.1109%2fdexa.2004.1333476&partnerID=40&md5=650df8d7c7f9ec6fed1f5179429d6850,2,218,,,,,,Conference paper,Scopus,2,,,,,
230,,,,An empirical study on the adoption of information appliances with a focus on interactive TV,,,Choi H.; Choi M.; Kim J.; Yu H.,55512838400; 57199897976; 33067745400; 7405854219,,,2003,,,,Telematics and Informatics,,10.1016/S0736-5853(02)00024-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037403357&doi=10.1016%2fS0736-5853%2802%2900024-2&partnerID=40&md5=b0477b691e39631f95556e2cae2928f8,51,183,,,,,,Article,Scopus,51,,,,,
231,,,,Perceived strategic value and adoption of electronic commerce: An empirical study of small and medium sized businesses,,,Grandon E.E.; Pearson J.M.,6506818023; 56553331000,,,2003,,,,"Proceedings of the 36th Annual Hawaii International Conference on System Sciences, HICSS 2003",,10.1109/HICSS.2003.1174427,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895234315&doi=10.1109%2fHICSS.2003.1174427&partnerID=40&md5=fce910f95fb8b0ed04b3d913dbe9795f,13,19,,,,,,Conference paper,Scopus,13,,,,,
232,,,,Web retailing adoption: Exploring the nature of internet users Web retailing behaviour,,,O'Cass A.; Fenech T.,6602755876; 8722151400,,,2003,,,,Journal of Retailing and Consumer Services,,10.1016/S0969-6989(02)00004-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037345665&doi=10.1016%2fS0969-6989%2802%2900004-8&partnerID=40&md5=f5fd020e38f8c5f6371d4683dfd4559e,447,94,,,,,,Article,Scopus,447,,,,,
233,,,,Investigating healthcare professionals' decisions to accept telemedicine technology: An empirical test of competing theories,,,Chau P.Y.K.; Hu P.J.-H.,7102267201; 7201989561,,,2002,,,,Information and Management,,10.1016/S0378-7206(01)00098-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036132564&doi=10.1016%2fS0378-7206%2801%2900098-2&partnerID=40&md5=51b3d656de53c542878cc719abfc4171,728,311,,,,,,Article,Scopus,728,,,,,
234,,,,Validation of the Technology Acceptance Model with Academic Users,,,Lim K.-S.,7403176184,,,2002,,,,Proceedings - Annual Meeting of the Decision Sciences Institute,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642564344&partnerID=40&md5=af15f813ce98226854205cc71921fe54,2,1407,,,,,,Conference paper,Scopus,2,,,,,
235,,,,"Industrial clusters in biotechnology: Driving forces, development processes, and management practices",,,Chiesa V.; Chiaroni D.,7006157998; 14037119900,,,2004,,,,"Industrial Clusters in Biotechnology: Driving Forces, Development Processes, and Management Practices",,10.1142/P360,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995470118&doi=10.1142%2fP360&partnerID=40&md5=4f0bfd011623d0261016de39fde52fb2,40,225,,,,,,Book,Scopus,40,,,,,
236,,,,The adoption of electronic tax filing systems: An empirical study,,,Wang Y.-S.,7601510459,,,2003,,,,Government Information Quarterly,,10.1016/j.giq.2003.08.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346268913&doi=10.1016%2fj.giq.2003.08.005&partnerID=40&md5=3bfc7c7919948e0539cb5ad6221d5444,180,352,,,,,,Article,Scopus,180,,,,,
237,,,,A MODEL OF GROUP TECHNOLOGY ACCEPTANCE: SOME PRELIMINARY FINDINGS,,,Sarker S.; Sarker S.,57203205802; 57220513596,,,2003,,,,"Proceedings of the International Conference on Information Systems, ICIS 2003",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138726536&partnerID=40&md5=fdb68e6fec380f4f8bd14f1e83a1781e,0,808,,,,,,Conference paper,Scopus,0,,,,,
238,,,,An empirical investigation of student acceptance of course websites,,,Selim H.M.,55142046600,,,2003,,,,Computers and Education,,10.1016/S0360-1315(02)00142-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867933206&doi=10.1016%2fS0360-1315%2802%2900142-2&partnerID=40&md5=3b3becaf492c8646871ab9a53404df35,263,360,,,,,,Article,Scopus,263,,,,,
239,,,,An empirical investigation of the adoption of egovernment in Australian citizens: Some unexpected research findings,,,Huang W.; D'Ambra J.; Bhalla V.,57215797621; 6602421678; 7007064680,,,2002,,,,Journal of Computer Information Systems,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036758301&partnerID=40&md5=a51408d21f9e9babd54d318908354cd9,46,22,,,,,,Article,Scopus,46,,,,,
240,,,,The Applicability of TAM Outside North America: An Empirical Test in the United Kingdom,,,Al-Gahtani S.,22978688300,,,2001,,,,Information Resources Management Journal (IRMJ),,10.4018/irmj.2001070104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85001577547&doi=10.4018%2firmj.2001070104&partnerID=40&md5=f92291c4a6b024a2ac6ac3d99ee67dcb,109,46,,,,,,Article,Scopus,109,,,,,
241,,,,Explaining software development tool use with the technology acceptance model,,,Riemenschneider C.K.; Hardgrave B.C.,6602689359; 6701578785,,,2001,,,,Journal of Computer Information Systems,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347140530&partnerID=40&md5=3cdfc35272dea1eda9586e73d11e4a2f,32,5,,,,,,Article,Scopus,32,,,,,
242,,,,DEVELOPMENT OF AN INSTRUMENT TO STUDY THE USE OF RECOMMENDATION SYSTEMS,,,Beyah G.; Xu P.; Woo H.G.; Mohan K.; Straub D.,6505582693; 51565072900; 7202001053; 8871461200; 7005859153,,,2003,,,,"9th Americas Conference on Information Systems, AMCIS 2003",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139106253&partnerID=40&md5=102a25b92c04b4c75fd40e2029631cfd,13,279,,,,,,Conference paper,Scopus,13,,,,,
243,,,,Risk-focused e-commerce adoption model: A cross-country study,,,Park J.; Lee D.; Ahn J.,55717035500; 57192806113; 55448084600,,,2004,,,,Journal of Global Information Technology Management,,10.1080/1097198X.2004.10856370,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644748915&doi=10.1080%2f1097198X.2004.10856370&partnerID=40&md5=754dc5df1dedf5e93b6723bb46f21df2,114,30,,,,,,Article,Scopus,114,,,,,
244,,,,International technology transfer: Model and exploratory study in the People's Republic of China,,,Di Benedetto C.A.; Calantone R.J.; Zhang C.,6701339505; 35547139400; 55704011800,,,2003,,,,International Marketing Review,,10.1108/02651330310485171,https://www.scopus.com/inward/record.uri?eid=2-s2.0-3242721615&doi=10.1108%2f02651330310485171&partnerID=40&md5=7c96520384cd94c3a7dedbeb651c4400,75,462,,,,,,Article,Scopus,75,,,,,
245,,,,"Acceptance, mindfulness, and science",,,Hayes S.C.,7202407986,,,2002,,,,Clinical Psychology: Science and Practice,,10.1093/clipsy/9.1.101,https://www.scopus.com/inward/record.uri?eid=2-s2.0-4844230509&doi=10.1093%2fclipsy%2f9.1.101&partnerID=40&md5=9b4ea04b4baa130f88d1c9089219451a,89,106,,,,,,Review,Scopus,89,,,,,
246,,,,Extending the Technology Acceptance Model: The Influence of Perceived User Resources,,,Mathieson K.; Peacock E.; Chin W.W.,7003731838; 56218759000; 7202546881,,,2001,,,,Data Base for Advances in Information Systems,,10.1145/506724.506730,https://www.scopus.com/inward/record.uri?eid=2-s2.0-25844487151&doi=10.1145%2f506724.506730&partnerID=40&md5=cffe2702aa0e8327057c84ed058c86f4,760,112,,,,,,Article,Scopus,760,,,,,
247,,,,User acceptance of e-collaboration technology: An extension of the technology acceptance model,,,Dasgupta S.; Granger M.; McGarry N.,35614101900; 55354510200; 6506995084,,,2002,,,,Group Decision and Negotiation,,10.1023/A:1015221710638,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036246026&doi=10.1023%2fA%3a1015221710638&partnerID=40&md5=920464e1e32944bb618bb9fbf110cdef,128,100,,,,,,Article,Scopus,128,,,,,
248,,,,Technology acceptance model for wireless Internet,,,Lu J.; Yu C.-S.; Liu C.; Yao J.E.,7601563062; 7404976552; 55680707500; 55478495700,,,2003,,,,Internet Research,,10.1108/10662240310478222,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942545383&doi=10.1108%2f10662240310478222&partnerID=40&md5=f1fb2226eb9de67fa18bf853c2a8bcd7,612,222,,,,,,Article,Scopus,612,,,,,
249,,,,"An empirical investigation into the relationship between computer self-efficacy, anxiety, experience, support and usage",,,Fagan M.H.; Neill S.; Wooldridge B.R.,8341217800; 9436111000; 6602864087,,,2003,,,,Journal of Computer Information Systems,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1042277541&partnerID=40&md5=601131979576c12297399acffe394c68,120,104,,,,,,Article,Scopus,120,,,,,
250,,,,Trust in organizational acceptance of information technology: A conceptual model and preliminary evidence,,,Misiolek N.I.; Zakaria N.; Zhang P.,8874739700; 6603920595; 55491518300,,,2002,,,,Proceedings - Annual Meeting of the Decision Sciences Institute,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642441729&partnerID=40&md5=e1321cd3e9d05ac43e7e1bfb82d00ad4,7,1400,,,,,,Conference paper,Scopus,7,,,,,
251,,,,The effects of cognitive style and model type on DSS acceptance: An empirical study,,,Lu H.-P.; Yu H.-J.; Lu S.S.K.,7404843905; 15744866600; 37072897700,,,2001,,,,European Journal of Operational Research,,10.1016/S0377-2217(00)00107-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035897970&doi=10.1016%2fS0377-2217%2800%2900107-7&partnerID=40&md5=0d643f470333fc57e86c1f82317ed048,70,663,,,,,,Article,Scopus,70,,,,,
252,,,,AN EMPIRICAL STUDY OF THE APPLICABILITY OF THE TECHNOLOGY ACCEPTANCE MODEL TO APPLICATION DEVELOPMENT OUTSOURCING DECISIONS,,,Benamati J.S.; Rajkumar T.M.,6602867595; 7004291633,,,2003,,,,"9th Americas Conference on Information Systems, AMCIS 2003",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869481980&partnerID=40&md5=849a989b362c1b9a4e724637f1005535,8,1606,,,,,,Conference paper,Scopus,8,,,,,
253,,,,Factors influencing the usage of websites: The case of a generic portal in The Netherlands,,,Van der Heijden H.,7006701015,,,2003,,,,Information and Management,,10.1016/S0378-7206(02)00079-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037411157&doi=10.1016%2fS0378-7206%2802%2900079-4&partnerID=40&md5=ecab859f31f64565268984d67f105d57,975,549,,,,,,Article,Scopus,975,,,,,
254,,,,The dynamics of factors affecting the adoption of innovations,,,Waarts E.; Van Everdingen Y.M.; Van Hillegersberg J.,6508186518; 6506777321; 6602763421,,,2002,,,,Journal of Product Innovation Management,,10.1016/S0737-6782(02)00175-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036867333&doi=10.1016%2fS0737-6782%2802%2900175-3&partnerID=40&md5=09c642710f72463786fcc524660fca63,145,423,,,,,,Article,Scopus,145,,,,,
