Authors	Author(s) ID	Title	Year	Source title	Volume	Issue	Art. No.	Page start	Page end	Page count	Cited by	DOI	Link	Abstract	Document Type	Publication Stage	Source
Oppert D.M.L.; Ngo M.; Lee D.G.A.; Billinghurst P.D.M.; Banks P.D.S.; Tolson L.	58544118300; 58544625500; 15021122000; 7006142663; 58544625600; 58544625700	Older adults’ experiences of social isolation and loneliness: Can virtual touring increase social connectedness? A pilot study	2023	Geriatric Nursing	53			270	279	9	0	10.1016/j.gerinurse.2023.08.001	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168516280&doi=10.1016%2fj.gerinurse.2023.08.001&partnerID=40&md5=643eaefb81bfdce44aa7ff84bd960b87	"The present pilot study explored the research aim of understanding how independent-living older adults experience social isolation and loneliness and whether virtual tour digital technology can increase social connectedness (N = 10). Through triangulation of interviews, experiences, and feedback, this study contributes to the knowledge base on the well-being of our ageing populations and how digital technologies, specifically virtual tourism, can aid in this process. The key findings reveal that the participants in our study were moderately lonely but were open to embracing more digital technology, sharing how it is instrumental in facilitating social connection and life administration. Participating in virtual tour experiences was well accepted as participants expressed enjoyment, nostalgia, and interest in future use. However, its contribution to increasing social connections needs to be clarified and requires further investigation. Several future research and education directions are provided. © 2023 The Author(s)"	Article	Final	Scopus
		Research Anthology on Improving Health Literacy Through Patient Communication and Mass Media	2021	Research Anthology on Improving Health Literacy Through Patient Communication and Mass Media				1	656	655	0	10.4018/978-1-6684-2414-8	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127663012&doi=10.4018%2f978-1-6684-2414-8&partnerID=40&md5=5f94622e518962a75067c0a03747ff84	"Increasing health literacy among patients is a difficult task as medical jargon and healthcare directions can be overwhelming and difficult to comprehend. In today's digital world, people are more connected than ever before and have the ability to find healthcare information in a way that was not possible in recent years. Mass media and social media have become particularly influential in conveying health information to the public. With the amount of misinformation being spread, coupled with poor health literacy skills, it is imperative that new strategies and policies are undertaken to ensure that patients and the general public receive accurate information and are appropriately educated in order to provide them with the best possible knowledge and care. The Research Anthology on Improving Health Literacy Through Patient Communication and Mass Media provides an overview of the importance of health literacy and the various means to achieve health literacy for patients using several strategies and elements such as patient communication and mass media. The book covers health awareness challenges that have been faced recently and historically and pushes for better patient-provider communication. The book also examines the use of social media, virtual support groups, and technological tools that aid in the facilitation of health knowledge. Covering a range of key topics such as patient safety, health illiteracy, and eHealth, this anthology is crucial for healthcare professionals, researchers, academicians, students, and those interested in understanding the importance of health literacy and how it connects to media and communication. © 2022 by IGI Global. All rights reserved."	Book	Final	Scopus
Barresi G.; Zenzeri J.; Tessadori J.; Laffranchi M.; Semprini M.; De Michieli L.	55877110100; 35333418000; 55388610900; 35409513900; 43861836000; 26427627700	Neuro-Gerontechnologies: Applications and Opportunities	2022	Studies in Computational Intelligence	1011			123	153	30	6	10.1007/978-981-16-8488-3_7	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126214484&doi=10.1007%2f978-981-16-8488-3_7&partnerID=40&md5=2da1786b5928eeceb52d1004be980765	"A positive aging requires placing human changes due to healthy or pathological senescence at the center of gerontechnology design. A set of key solutions for accomplishing this goal is offered by neurotechnologies. These systems can monitor and interpret data related to the central and peripheral nervous systems for understanding the individual conditions, enabling the control and the adaptation of assistive and rehabilitative devices, influencing the nervous system itself and empowering mental processes. Focusing on non-invasive approaches (closer to real-world applications), this chapter describes how adopting these solutions can improve the daily life of seniors and help the translational study of the aging brain in real settings through approaches like the one of neuroergonomics. This manuscript also highlights the potential of neuro-gerontechnologies within emerging frameworks that could enable digital biomarker-based assessment and personalization features. In particular, pervasive solutions of Internet of Things and Minds (IoTM) can make everyday devices truly human-centered (and, in this case, senior-centered). Indeed, a network of systems interpreting a person’s will and needs defines a step-change to properly serve human beings according to their fragilities. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd."	Book chapter	Final	Scopus
Reinkensmeyer D.J.; Blackstone S.; Bodine C.; Brabyn J.; Brienza D.; Caves K.; DeRuyter F.; Durfee E.; Fatone S.; Fernie G.; Gard S.; Karg P.; Kuiken T.A.; Harris G.F.; Jones M.; Li Y.; Maisel J.; McCue M.; Meade M.A.; Mitchell H.; Mitzner T.L.; Patton J.L.; Requejo P.S.; Rimmer J.H.; Rogers W.A.; Zev Rymer W.; Sanford J.A.; Schneider L.; Sliker L.; Sprigle S.; Steinfeld A.; Steinfeld E.; Vanderheiden G.; Winstein C.; Zhang L.-Q.; Corfman T.	35584786200; 6701749389; 6505833170; 7004481174; 35594445400; 6506758147; 6602212123; 7005498385; 14044992900; 7004125488; 7003541925; 6701781697; 7005461186; 7403158412; 55547127437; 56622467400; 36028387800; 7005279749; 35553228300; 35932398900; 7801654676; 35782382700; 6603376395; 55952693300; 26324614300; 7005240532; 7102402512; 7202548443; 36663252600; 7004628146; 7103257672; 6701314217; 7003617991; 7003384414; 36065428800; 57196409557	How a diverse research ecosystem has generated new rehabilitation technologies: Review of NIDILRR's Rehabilitation Engineering Research Centers	2017	Journal of NeuroEngineering and Rehabilitation	14	1	109				13	10.1186/s12984-017-0321-3	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032982857&doi=10.1186%2fs12984-017-0321-3&partnerID=40&md5=8b34eda352be673809c61602d603df1e	"Over 50 million United States citizens (1 in 6 people in the US) have a developmental, acquired, or degenerative disability. The average US citizen can expect to live 20% of his or her life with a disability. Rehabilitation technologies play a major role in improving the quality of life for people with a disability, yet widespread and highly challenging needs remain. Within the US, a major effort aimed at the creation and evaluation of rehabilitation technology has been the Rehabilitation Engineering Research Centers (RERCs) sponsored by the National Institute on Disability, Independent Living, and Rehabilitation Research. As envisioned at their conception by a panel of the National Academy of Science in 1970, these centers were intended to take a ""total approach to rehabilitation"", combining medicine, engineering, and related science, to improve the quality of life of individuals with a disability. Here, we review the scope, achievements, and ongoing projects of an unbiased sample of 19 currently active or recently terminated RERCs. Specifically, for each center, we briefly explain the needs it targets, summarize key historical advances, identify emerging innovations, and consider future directions. Our assessment from this review is that the RERC program indeed involves a multidisciplinary approach, with 36 professional fields involved, although 70% of research and development staff are in engineering fields, 23% in clinical fields, and only 7% in basic science fields; significantly, 11% of the professional staff have a disability related to their research. We observe that the RERC program has substantially diversified the scope of its work since the 1970's, addressing more types of disabilities using more technologies, and, in particular, often now focusing on information technologies. RERC work also now often views users as integrated into an interdependent society through technologies that both people with and without disabilities co-use (such as the internet, wireless communication, and architecture). In addition, RERC research has evolved to view users as able at improving outcomes through learning, exercise, and plasticity (rather than being static), which can be optimally timed. We provide examples of rehabilitation technology innovation produced by the RERCs that illustrate this increasingly diversifying scope and evolving perspective. We conclude by discussing growth opportunities and possible future directions of the RERC program. © 2017 The Author(s)."	Review	Final	Scopus
Merriman N.A.; Roudaia E.; Romagnoli M.; Orvieto I.; Newell F.N.	55305810200; 25628963400; 56545265000; 56529723700; 7004915318	"Acceptability of a custom-designed game, CityQuest, aimed at improving balance confidence and spatial cognition in fall-prone and healthy older adults"	2018	Behaviour and Information Technology	37	6		538	557	19	15	10.1080/0144929X.2018.1462402	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045280935&doi=10.1080%2f0144929X.2018.1462402&partnerID=40&md5=112c98261b311e5297f38f7bf955bdbc	"Virtual reality or video games show great potential as low-cost and effective interventions for improving balance and cognitive function in older adults. This research describes the design and acceptability of a serious game (CityQuest) aimed at improving balance confidence, spatial navigation, and perceptual function in older adults with the use of a virtual environment and a balance board. Community-dwelling healthy (N = 28) and fall-prone (N = 28) older adults were pseudo-randomly assigned to train with CityQuest or one of two control games developed to evaluate the specific effects of the CityQuest game. Following completion of 10 training sessions, participants completed questionnaires measuring their acceptability of the game as a falls-related intervention, game experience, and subjective cognitive or balance confidence changes associated with the game. The results revealed high acceptance scores of the game and positive game experiences for all three game conditions. Older adults prone to falls reported a greater reduction in fear of falling and greater improvement in vigilance following training, compared to healthy older adults. These findings suggest that a serious game based on VR technology that trains both motor and cognitive processes is perceived to be beneficial and acceptable to healthy and fall-prone older adults. © 2018 Informa UK Limited, trading as Taylor & Francis Group."	Article	Final	Scopus
Hung L.; Mann J.; Wallsworth C.; Upreti M.; Kan W.; Temirova A.; Wong K.L.Y.; Ren H.; To-Miles F.; Wong J.; Lee C.; Kar Lai So D.; Hardern S.	36337671200; 57189270303; 57204765627; 56917938100; 58172131600; 58172131700; 56621809700; 58171747300; 55438123800; 57858389900; 58171939200; 58170948800; 58171939300	Facilitators and Barriers to Using Virtual Reality and its Impact on Social Engagement in Aged Care Settings: A Scoping Review	2023	Gerontology and Geriatric Medicine	9						2	10.1177/23337214231166355	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151641297&doi=10.1177%2f23337214231166355&partnerID=40&md5=b537e95927f5b325b3d166e4ac00d196	"Aim: This scoping review aims to identify the facilitators and barriers to the implementation of VR technology in the aged-care setting. Background: Virtual reality (VR) offers the potential to reduce social isolation and loneliness through increased social engagement in aged-care settings. Methods and Analysis: This scoping review followed the Joanna Briggs Institute scoping review methodology and took place between March and August 2022. The review included a three-step search strategy: (1) identifying keywords from CINHAL, Embase, Medline, PsycInfo, Scopus, and Web of Science (2) conducting a second search using all identified keywords and index terms across selected databases; and (3) searching the reference lists of all included articles and reports for additional studies. Results: The final review included 22 articles. The analysis identified factors affecting the VR technology implementation in aged care settings to reduce isolation and loneliness: (a) key facilitators are local champions and staff training. (b) barriers include technological adaptability, video quality, and organizational culture. Conclusion: Existing evidence points to VR as a promising intervention to decrease loneliness and feelings of isolation and improve social engagement in older people living in aged-care settings. © 2023 The Author(s)."	Article	Final	Scopus
Bonnechère B.	55755941900	Serious games in physical rehabilitation: From theory to practice	2017	Serious Games in Physical Rehabilitation: From Theory to Practice				1	146	145	19		https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042278142&partnerID=40&md5=8b61a2dabbdee2a78e7f3fe13c6ff7c2	"Marketing text: This innovative book explores how games can be serious, even though most people generally associate them with entertainment and fun. It demonstrates how videogames can be a valuable tool in clinics and demonstrates how clinicians can use them in physical rehabilitation for various pathologies. It also describes step by step their integration in rehabilitation, from the (gaming) technology used to its application in clinics. Further, drawing on an extensive literature review, it discusses the pros and cons of videogames and how they can help overcome certain obstacles to rehabilitation. The last part of the book examines the main challenges and barriers that still need to be addressed to increase and improve the use and efficacy of this new technology for patients. The book is intended for physiotherapists and clinicians alike, providing a useful tool for all those seeking a comprehensive overview of the field of serious games and considering adding it to conventional rehabilitation treatment. © Springer International Publishing AG 2018. All rights reserved."	Book	Final	Scopus
Marston H.R.; Freeman S.; Bishop K.A.; Beech C.L.	55204375400; 23134516800; 57191198675; 56471629600	A Scoping Review of Digital Gaming Research Involving Older Adults Aged 85 and Older	2016	Games for Health Journal	5	3		157	174	17	25	10.1089/g4h.2015.0087	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987926145&doi=10.1089%2fg4h.2015.0087&partnerID=40&md5=48e06b172dc6107ad5b89d2b2bcb802b	"Background: Interest in the use of digital game technologies by older adults is growing across disciplines from health and gerontology to computer science and game studies. The objective of this scoping review was to examine research evidence involving the oldest old (persons 85 years of age or greater) and digital game technology. Materials and Methods: PubMed, CINHAL, and Scopus were searched, and 46 articles were included in this review. Results: Results highlighted that 60 percent of articles were published in gerontological journals, whereas only 8.7 percent were published in computer science journals. No studies focused directly on the oldest old population. Few studies included sample sizes greater than 100 participants. Seven primary and 34 secondary themes were identified, of which Hardware Technology and Assessment were the most common. Conclusions: Existing evidence demonstrates the paucity of studies engaging older adults 85 years of age and above regarding the use of digital gaming and highlights a new understudied cohort for further research focus. Recommendations for future research include intentional recruitment and proportionate representation of participants ?85 years of age, large sample sizes, and explicit mention of specific numbers of participants ?85 years of age, which are necessary to advance knowledge in this area. Integrating a rigorous and robust mixed-methods approach including theoretical perspectives would lend itself to further in-depth understanding and knowledge generation in this field. © Copyright 2016, Mary Ann Liebert, Inc. 2016."	Review	Final	Scopus
Khalili-Mahani N.; Yaacoub J.; Calcagnotto A.; Leclair J.; Timm-Bottos J.	23097771200; 58590504600; 58590961900; 58590504700; 48561748100	From a Research Centre to a Mall: Bringing Virtual Reality and Digital Playing to a Living Lab for Community Dwelling Older Adults	2023	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)	14042 LNCS			435	454	19	0	10.1007/978-3-031-34866-2_31	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171449164&doi=10.1007%2f978-3-031-34866-2_31&partnerID=40&md5=17f2f31c9902ff27c62c16f7c4923878	"Playing has important psychosocial and emotional benefits for older adults. The COVID-19 pandemic has accelerated the interest in incorporating digital interactions and virtual reality (VR) technologies into healthcare strategies that target older adults. In this phenomenological study, we share our experience of bringing playful and creative gaming and VR technologies to community-dwelling older adults. With funding from Fonds de recherche du Québec – Société et culture (FRQSC), we created a storefront engAGE living lab (ELL) in a shopping mall in a suburb of Montreal (Quebec, Canada) with a high concentration of older population. In this study we tried to repeat a previous study “finding better games for older adults” that was conducted in a university-based research centre for healthy ageing (PERFORM Centre, Concordia University). In this study, based on experience of three research assistants who ran the study between July-Dec 2022, we evaluated strength, weakness, opportunity, and threats (SWOT) of conducting this research in ELL. We found that passive recruitment of older adults into such studies was challenging. To establish trust and long-term relationships between researchers and participants was an important factor in retaining participants in the study, but it created transactional situations where some participants’ motivations were not related to tested technologies, but to socializing with researchers. This work provides insights into the challenges and opportunities of conducting research in public settings. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG."	Conference paper	Final	Scopus
Tarnanas I.; Tsolakis A.; Tsolaki M.	6508357922; 57189365830; 7004174854	Assessing virtual reality environments as cognitive stimulation method for patients with MCI	2014	Studies in Computational Intelligence	536			39	74	35	46	10.1007/978-3-642-45432-5_4	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958532015&doi=10.1007%2f978-3-642-45432-5_4&partnerID=40&md5=321328cb5f926a11a87d74c3ff5f976c	"Advances in technology in the last decade have created a diverse field of applications for the care of persons with cognitive impairment. This chapter is an attempt to introduce a virtual reality computer-based intervention, which can used for cognitive stimulating and disease progression evaluation of a wide range of cognitive disorders ranging from mild cognitive impairment (MCI) to Alzheimer's disease and various dementias. Virtual reality (VR) environments have already been successfully used in cognitive rehabilitation and show increased potential for use in neuropsychological evaluation allowing for greater ecological validity while being more engaging and user friendly. Nevertheless a holistic approach has been attempted, in order to view the research themes and applications that currently exist around the ""intelligent systems"" healthcare given to the cognitively impaired persons, and thus looking at research directions, systems, technological frameworks and perhaps trends. © 2014 Springer-Verlag Berlin Heidelberg."	Article	Final	Scopus
Vailati Riboni F.; Comazzi B.; Bercovitz K.; Castelnuovo G.; Molinari E.; Pagnini F.	57204465552; 57204464979; 57000271400; 6603562167; 57194845705; 24470452800	Technologically-enhanced psychological interventions for older adults: A scoping review	2020	BMC Geriatrics	20	1	191				16	10.1186/s12877-020-01594-9	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086008705&doi=10.1186%2fs12877-020-01594-9&partnerID=40&md5=e865facbaa185532dbbe9aca833dee67	"Background: The world population is getting older. As life expectancy increases, traditional health care systems are facing different challenges in terms of cost reduction and high-quality service delivery capability. New ways to improve older adults' quality of life have been explored, taking advantage of new technological solutions. Our focus is on the integration of technology in clinical treatments to facilitate or deliver psychological interventions meant to improve well-being in older adults. Our aims were to describe the main technology-based interventions supporting seniors' quality of life or psychological well-being and to provide greater clarity to what is described in the current literature as their effects on seniors' cognitive and psychological outcomes and healthcare policies. Methods: We reviewed the scientific literature looking for studies that investigated how technology can be implemented into clinical psychology treatments for older adults. Our search was conducted using the following databases: PubMed, PsycINFO, Scopus, ISI Web of Science, and CINAHL. The search provided 350 articles, mostly (?90%) dated after 2002. Abstract analysis narrowed the selection to 150 papers, according to their relevance and actuality as judged by a restricted group of independent researchers. Results: Through a thematic analysis, we found that virtual reality (VR), robots, telemedicine, software, video games, and smartphone applications could potentially support older adults' psychological treatment with a positive impact on healthcare systems. Conclusion: Findings from the literature are encouraging, although most of these results are only preliminary. © 2020 The Author(s)."	Review	Final	Scopus
Tarnanas I.; Tsolakis A.; Tsolaki M.	6508357922; 58594611800; 7004174854	Cognitive exercising for patients with MCI using serious games: Design of a pilot study	2015	Handbook of Research on Innovations in the Diagnosis and Treatment of Dementia				88	117	29	0	10.4018/978-1-4666-8234-4.ch005	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957100496&doi=10.4018%2f978-1-4666-8234-4.ch005&partnerID=40&md5=903669586dbb17fcc7d4bd00ca667f04	"In this chapter we demonstrate how older adults can benefit from novel technologies. One hundred and fourteen patients with MCI according to the revised Petersen criteria (Petersen, 2006), aged between 65 and 88 years, were recruited to participate in a Serious Game training (SG) and an Active Control group (AC). They benefited from neuropsychological testing and electroencephalography before and after the intervention. Our results showed that the SG group improved performance in specific cognitive functions such as working memory, dual task performance and visual conjunction search. The performance improvement was also supported only at the SG group by increased amplitude of the Event Related Potentials extracted from the electroencephalography measures.The results from our study suggest that older adults do not need to be technologically savvy to benefit from virtual reality training. © 2015, IGI Global. All rights reserved."	Book chapter	Final	Scopus
Gutiérrez-Pérez B.-M.; Martín-García A.-V.; Murciano-Hueso A.; de Oliveira Cardoso A.-P.	57217079554; 6603617197; 57219775975; 57708480700	Use of serious games with older adults: systematic literature review	2023	Humanities and Social Sciences Communications	10	1	939				0	10.1057/s41599-023-02432-0	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179307802&doi=10.1057%2fs41599-023-02432-0&partnerID=40&md5=e49668d9433310b05710629fcb15d59f	"The aim of this paper is to qualitatively synthesise literature on empirical research into video games and older adults. A total of 108 studies were analysed, with the participation of 15,902 individuals aged over 60. The framework of Search, Appraisal, Synthesis, and Analysis (SALSA) was used, with screening by three independent reviewers and phrase searching and combining search terms. The results indicate a majority of studies with a quantitative approach conducted in the European context in which a total of 125 scales were identified for the assessment of different geriatric aspects related to domains for the improvement of physical health and functional quality, improvement of cognitive, psychological and mental health, and improvement of physical and cognitive functions from a combined approach. © 2023, The Author(s)."	Review	Final	Scopus
Parra C.; Silveira P.; Far I.K.; Daniel F.; De Bruin E.D.; Cernuzzi L.; D'Andrea V.; Casati F.	35362592700; 36624370500; 55389274200; 8987012400; 7004058816; 7801512554; 56231493700; 7004226469	Information technology for active ageing: A review of theory and practice	2013	Foundations and Trends in Human-Computer Interaction	7	4		351	448	97	21	10.1561/1100000053	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928882218&doi=10.1561%2f1100000053&partnerID=40&md5=2cfba5aa77783106ba8f60818b3a99fa	"Active Ageing aims to foster a physically, mentally and socially active lifestyle as a person ages. It is a complex, multi-faceted problem that involves a variety of different actors, such as policy makers, doctors, care givers, family members, friends and, of course, older adults. This review aims to understand the role of a new actor, which increasingly plays the role of enabler and facilitator, i.e., that of the technology provider. The review specifically focuses on Information Technology (IT), with a particular emphasis on software applications, and on how IT can prevent decline, compensate for lost capabilities, aid care, and enhance existing capabilities. The analysis confirms the crucial role of IT in Active Ageing, shows that Active Ageing requires a multidisciplinary approach, and identifies the need for better integration of hardware, software, the environment and the involved actors. © 2014 C. Parra et. al."	Review	Final	Scopus
Pedroli E.; Cipresso P.; Greci L.; Arlati S.; Mahroo A.; Mancuso V.; Boilini L.; Rossi M.; Stefanelli L.; Goulene K.; Sacco M.; Stramba-Badiale M.; Riva G.; Gaggioli A.	55225670600; 36717478000; 7006193429; 56528272700; 57204637203; 57218327785; 57203112817; 57211587571; 57220292322; 6507178461; 7103361721; 7003432865; 56962750600; 6603138127	A New Application for the Motor Rehabilitation at Home: Structure and Usability of Bal-App	2021	IEEE Transactions on Emerging Topics in Computing	9	3		1290	1300	10	7	10.1109/TETC.2020.3037962	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098764159&doi=10.1109%2fTETC.2020.3037962&partnerID=40&md5=21440edd7d4a4d33f462238736073c59	"The aim of this paper is to present an innovative tablet-based application with 360° videos for the motor rehabilitation of frail elderly, Bal-App. This app was developed for iPad and exploits the potentiality of 360° videos to improve balance in frail patients through several exercises with an increasing level of difficulty. The app includes 10 sessions to be played 3 times a week for 3 weeks. The results of the usability study are very encouraging, and patients are very interested in trying this app at home like a guide for the motor rehabilitation. Only few non-substantial adjustments before the clinical trial are planned.  © 2013 IEEE."	Article	Final	Scopus
Scholz M.; Haase R.; Trentzsch K.; Weidemann M.L.; Ziemssen T.	57219843011; 57201570903; 57211519578; 57211524569; 6602879721	Fear of falling and falls in people with multiple sclerosis: A literature review	2021	Multiple Sclerosis and Related Disorders	47		102609				26	10.1016/j.msard.2020.102609	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095950187&doi=10.1016%2fj.msard.2020.102609&partnerID=40&md5=1e72c6bca2c3c5df5e1a5b918dbd862b	"Introduction: Fear of falling (FOF) is a widespread problem affecting about 60% of people with multiple sclerosis (pwMS). Inflammatory lesions in the brain that are caused by the disease result in gait deficits and increase the risk of fall. Falls induce fear of falling and trigger a vicious circle, which in turn increases the likelihood of falling. Objective of this review was to provide an overview of existing research on the effects of FOF and therapy options in multiple sclerosis. Methods: A systematic search at Web of Science and PubMed was conducted. The search included the terms (fear of falling) OR (concern about falling) OR (fall anxiety) AND (multiple sclerosis). Results: In included studies, FOF was measured by different instruments. The Falls Efficacy Scale-International (FES-I) was the most frequently used instrument for pwMS. Patients with a higher FOF score fell more frequently, had lower walking speed, shorter stride length, larger ellipse sway area and a more severe disability. At present, therapeutic offers exist mainly in the field of physiotherapy. For reducing FOF, assisted vibration (dz = 0.68), VR (dz =0.87) and bicycle training (dz = 1.23) were the most effective methods. Conclusion: It is advisable to develop therapies that incorporate both physical and psychological aspects in neurorehabilitation, like in a cognitive behavioral therapy. Moreover, FOF monitoring should be integrated into the clinical routine. © 2020"	Review	Final	Scopus
Roulstone A.	6506302107	Disability and technology: An interdisciplinary and international approach	2016	Disability and Technology: An Interdisciplinary and International Approach				1	249	248	22	10.1057/978-1-137-45042-5	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008887091&doi=10.1057%2f978-1-137-45042-5&partnerID=40&md5=2736648d6437739ff3a39385741933dc	"This book brings together formally disparate literatures and debates on disability and technology in a way that captures the complex interplay between the two. Drawing on disability studies, technology studies and clinical studies, the book argues that interdisciplinary insights together provide a more nuanced and less stylized picture of the benefits and barriers in disability and technology. Drawing on a breadth of empirical studies from across the globe, a picture emerges of the complex and multi-directional interplay of technology and disability. Technology is neither inherently enabling or disabling but fundamentally shaped by the social dynamics that shape their design, use and impact. © The Editor(s) (if applicable) and The Author(s) 2016."	Book	Final	Scopus
Sadowski I.; Khoury B.	57201487941; 55338422300	Nature-based mindfulness-compassion programs using virtual reality for older adults: A narrative literature review	2022	Frontiers in Virtual Reality	3		892905				4	10.3389/frvir.2022.892905	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139905707&doi=10.3389%2ffrvir.2022.892905&partnerID=40&md5=6a93f1b6b86ab36dbfaaf574d427a4b5	"The global population is aging at an unprecedented rate, increasing the necessity for effective interventions targeting the mental health needs of older adults. Technology addressing the aging process of older adults (i.e., gerontechnology) is an avenue for the efficient delivery of programs that enhance adult well-being. Virtual reality (VR) is a type of gerontechnology with the potential to improve mental health and well-being (e.g., by increasing resilience, mindfulness, compassion, connection with nature, and decreasing stress, depression, anxiety); however, evidence in this area is currently lacking and more rigorous research on the acceptability, feasibility, and effectiveness of mental health programming via VR for older adults, such as nature, mindfulness, or compassion-based interventions, is necessary. The present literature review: 1) explores, synthesizes, and critically evaluates the literature on older adult mental health, well-being and gerontechnology, with a focus on virtual reality-based nature, mindfulness, and compassion-based interventions; 2) examines research to date on the relationship between virtual reality technology and nature, mindfulness, and self-compassion; 3) identifies gaps, contradictions, and limitations of existing research; 4) identifies areas for further investigation; and 5) discusses implications for research and clinical practice. Copyright © 2022 Sadowski and Khoury."	Review	Final	Scopus
Silva-Vásquez P.O.; Rosales-Morales V.Y.; Benítez-Guerrero E.	57222055545; 37120706700; 15755550600	Automatic Code Generation of User-centered Serious Games: A Decade in Review	2022	Programming and Computer Software	48	8		685	701	16	0	10.1134/S0361768822080187	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144547433&doi=10.1134%2fS0361768822080187&partnerID=40&md5=298182b6104e8554e9ef30de0f2c167d	"Abstract: This paper reviews the literature on automatic code generation of user-centered serious games. We decided to break the study in two parts: one study about serious games with model driven engineering, and another study about user-centered serious games. This paper presents an extension of a paper presented at CONISOFT 20 where a systematic review of 5 years old at the time of writing was presented exclusively. The systematic literature review conducted in this paper covers a decade of information from January 2012 to June 2022. The main objective is to know the literature that helps to mitigate the costs and time of software development in serious games. The overall conclusion is that there is still work to be done to combine serious user-centered games and automatic generation. This paper is a systematic review that identifies relevant publications and provides an overview of research areas and publication venues. In addition, Research perspectives were classified according to common objectives, techniques, and approaches. Finally, is presented point out challenges and opportunities for future research and development. © 2022, Pleiades Publishing, Ltd."	Article	Final	Scopus
Fried L.P.; Wong J.E.-L.; Aboderin I.; Aerts A.; Beard J.; Berkman L.; Carstensen L.L.; Grimm M.J.; Irving P.H.; Khan M.; Morales J.V.; Moshabela M.; Nakatani H.; Piggott J.; Popay J.; Rowe J.W.; Scott A.J.; Verdin E.; Zhao Y.	34667758900; 57085076800; 6508354519; 36664308300; 7201799673; 7005551894; 7004975365; 7103386723; 57226252801; 57968097100; 57323195100; 25638815000; 7102613973; 7005887074; 58357168300; 7403256412; 55472472000; 7006343241; 7407405347	Global Roadmap for Healthy Longevity	2022	Global Roadmap for Healthy Longevity				1	287	286	10	10.17226/26144	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141866516&doi=10.17226%2f26144&partnerID=40&md5=6f20399eb2d81a5bc9cee222f674453f	"With unprecedented global aging, societies must undertake all-of-society efforts to maximize the benefits and minimize the burdens of aging populations. The Global Roadmap for Healthy Longevity (Global Roadmap) describes a realistic vision of healthy longevity that could be achieved by 2050. The vision includes full inclusion of people of all ages, regardless of health or functional status, in all aspects of society and societies characterized by social cohesion and equity. To achieve the vision, Global Roadmap recommends changes that need to be made to health systems, social infrastructure, physical environments, education, work, and retirement. In some cases, the recommended changes benefit older people most directly, but when older people thrive, people of all ages benefit. If taken up, the recommendations of this report can support individuals of all ages in all corners of the globe to live long, meaningful, and purpose-driven lives by 2050. © 2022 by the National Academy of Sciences. All rights reserved."	Book	Final	Scopus
Owens P.E.; Koo J.; Huang Y.	7102748385; 58574714000; 57219967612	Outdoor Environments for People: CONSIDERING HUMAN FACTORS IN LANDSCAPE DESIGN	2023	Outdoor Environments for People: Considering Human Factors in Landscape Design				1	265	264	0	10.4324/9781315100036	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171011012&doi=10.4324%2f9781315100036&partnerID=40&md5=c69fc6d27a55c5eee4d88e0e0cc03061	"Outdoor Environments for People addresses the everyday human behavior in outdoor built environments and explains how designers can learn about and incorporate their knowledge into places they help to create. Bridging research and practice, and drawing from disciplines such as environmental psychology, cultural geography, and sociology, the book provides an overview of theories, such as personal space, territoriality, privacy, and place attachment, that are explored in the context of outdoor environments and, in particular, the landscape architecture profession. Authors share the impact that place design can have on individuals and communities with regard to health, safety, and belonging. Beautifully designed and highly illustrated in full color, this book presents analysis, community engagement, and design processes for understanding and incorporating the social and psychological influences of an environment and discusses examples of outdoor place design that skillfully respond to human factors. As a textbook for landscape architecture students and a reference for practitioners, it includes chapters addressing different realms of people–place relationships, examples of theoretical applications, case studies, and exercises that can be incorporated into any number of design courses. Contemporary design examples, organized by place type and illustrating key human factor principles, provide valuable guidance and suggestions. Outdoor Environments for People is a must-have resource for students, instructors, and professionals within landscape architecture and the surrounding disciplines. © 2024 Patsy Eubanks Owens, Jayoung Koo, and Yiwei Huang."	Book	Final	Scopus
