id,issn,idl,Abstract,Title,Autherkeywords,Indexkeywords,Author,AuthorsID,Volume,Issue,Year,Pagestart,Pageend,Pagecount,Source,ENTRYTYPE,doi,url,citation_count,Affiliations,Authors_affiliations,Address,Publisher,Language,AbbreviatedSource,Document_Type,Publication_Stage,Access_Type,EID,author_publ_age,author_age,doc_id,author_order
370,,,,Sensor-based detection of a Haemonchus contortus (Barber's pole worm) infection in sheep,,,"Fogarty E.S., Evans C.A., Trotter M.G., Manning J.K.",56332938300;56454705300;34772309000;56332953000;,,,2023,,,,Smart Agricultural Technology,,10.1016/j.atech.2022.100112,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139254216&doi=10.1016%2fj.atech.2022.100112&partnerID=40&md5=b07552cc65696231eb107ff57b53c962,100112,,,,,,,,,,,,,,
371,,,,Empirical analysis of chronic disease dataset for multiclass classification using optimal feature selection based hybrid model with spark streaming,,,"Tiwari S., Agarwal S.",57215047234;37100954000;,,,2023,,,,Future Generation Computer Systems,,10.1016/j.future.2022.09.015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139246570&doi=10.1016%2fj.future.2022.09.015&partnerID=40&md5=6135213514239ccec272d700c673ca09,0,,,,,,,,87,99,,,,,
372,,,,Development and comparison of artificial intelligence models for estimating daily reference evapotranspiration from limited input variables,,,"Makwana J.J., Tiwari M.K., Deora B.S.",56335338200;35331082600;36607834600;,,,2023,,,,Smart Agricultural Technology,,10.1016/j.atech.2022.100115,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139207985&doi=10.1016%2fj.atech.2022.100115&partnerID=40&md5=0ab5b708de4963f336c9b297e8a7a4ba,100115,,,,,,,,,,,,,,
373,,,,Semi-supervised machine learning analysis of crop color for autonomous irrigation,,,Tschand A.,57761034400;,,,2023,,,,Smart Agricultural Technology,,10.1016/j.atech.2022.100116,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139206414&doi=10.1016%2fj.atech.2022.100116&partnerID=40&md5=e0c5762bc99a722cb3bde3f3c6aa9c76,100116,,,,,,,,,,,,,,
374,,,,Sensor-based fall detection using a combination model of a temporal convolutional network and a gated recurrent unit,,,"Li Y., Zuo Z., Pan J.",57639958500;56508981100;23110749100;,,,2023,,,,Future Generation Computer Systems,,10.1016/j.future.2022.09.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139038716&doi=10.1016%2fj.future.2022.09.011&partnerID=40&md5=9e92506f89e88da0f518bceb6272e6ec,0,,,,,,,,53,63,,,,,
375,,,,Coordinated integration of distributed energy resources in unit commitment,,,"Munawar U., Wang Z.",56941002400;55838501400;,,,2023,,,,International Journal of Electrical Power and Energy Systems,,10.1016/j.ijepes.2022.108671,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139012785&doi=10.1016%2fj.ijepes.2022.108671&partnerID=40&md5=0ff74f02684e9887a0ba8ac20a8f1b06,108671,,,,,,,,,,,,,,
376,,,,Development of a hybrid computational intelligent model for daily global solar radiation prediction,,,"Goliatt L., Yaseen Z.M.",57191839210;56436206700;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118295,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138820272&doi=10.1016%2fj.eswa.2022.118295&partnerID=40&md5=f147cfc6ac51c8ab0c85f88fa55761c6,118295,,,,,,,,,,,,,,
377,,,,ML-DSVM+: A meta-learning based deep SVM+ for computer-aided diagnosis,,,"Han X., Wang J., Ying S., Shi J., Shen D.",57219453276;55976864000;57906901100;7404495816;7401738392;,,,2023,,,,Pattern Recognition,,10.1016/j.patcog.2022.109076,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138818022&doi=10.1016%2fj.patcog.2022.109076&partnerID=40&md5=c502013571f142c705538299937154b0,109076,,,,,,,,,,,,,,
378,,,,Artificial Emotional Intelligence: Conventional and deep learning approach,,,"Kumar H., Martin A.",57212731737;56589300700;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118651,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138795527&doi=10.1016%2fj.eswa.2022.118651&partnerID=40&md5=fb9faad23d7504e493c9ac982ad56a37,118651,,,,,,,,,,,,,,
379,,,,Testing two NIRs instruments to predict chicken breast meat quality and exploiting machine learning approaches to discriminate among genotypes and presence of myopathies,,,"Serva L., Marchesini G., Cullere M., Ricci R., Dalle Zotte A.",24345300500;35218966400;55356322100;35096455400;57218284179;,,,2023,,,,Food Control,,10.1016/j.foodcont.2022.109391,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138656351&doi=10.1016%2fj.foodcont.2022.109391&partnerID=40&md5=50adf971cc896f09818dbb890eefc28f,109391,,,,,,,,,,,,,,
380,,,,Regulating bulkhead pressure of EPB shield machines through DEM modeling and data mining,,,"Cheng P., Liu F., Xu Y., Li Y.",57188581436;57091128300;35280943600;36062918600;,,,2023,,,,Underground Space (China),,10.1016/j.undsp.2022.06.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138501752&doi=10.1016%2fj.undsp.2022.06.001&partnerID=40&md5=83cd9f16832938dd1032f2b9f71689a2,0,,,,,,,,15,29,,,,,
381,,,,"Survey on federated learning threats: Concepts, taxonomy on attacks and defences, experimental study and challenges",,,"Rodríguez-Barroso N., Jiménez-López D., Luzón M.V., Herrera F., Martínez-Cámara E.",57211486276;57218530475;8324389800;7102347190;41762106100;,,,2023,,,,Information Fusion,,10.1016/j.inffus.2022.09.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138467603&doi=10.1016%2fj.inffus.2022.09.011&partnerID=40&md5=273b7443e7c33d4dc20387d54eebc3de,0,,,,,,,,148,173,,,,,
382,,,,Mind the gap between PV generation and residential load curves: Maximizing the roof-top PV usage for prosumers with an IoT-based adaptive optimization and control module,,,"Oprea S.-V., Bâra A.",30067888400;36774820600;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118828,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138456145&doi=10.1016%2fj.eswa.2022.118828&partnerID=40&md5=e9213ecd8e80adc8fc1af794966e4278,118828,,,,,,,,,,,,,,
383,,,,Parkinson's disease effective biomarkers based on Hjorth features improved by machine learning,,,"Coelho B.F.O., Massaranduba A.B.R., Souza C.A.D.S., Viana G.G., Brys I., Ramos R.P.",57451291600;57450936300;57898680400;57898870500;41861008500;55164061300;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118772,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138455171&doi=10.1016%2fj.eswa.2022.118772&partnerID=40&md5=2e7bbf9bfc6ca9792392f532d95891c5,118772,,,,,,,,,,,,,,
384,,,,Preictal phase detection on EEG signals using hybridized machine learning classifiers with a novel feature selection procedure based GAs and ICOMP,,,"Kocadagli O., Ozer E., Batista A.G.",57424992800;57898760000;7005986537;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118825,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138453045&doi=10.1016%2fj.eswa.2022.118825&partnerID=40&md5=905ad6150e4644725045f93414267a3d,118825,,,,,,,,,,,,,,
385,,,,An inverse classification framework with limited budget and maximum number of perturbed samples,,,"Koo J., Klabjan D., Utke J.",57215811701;6603598029;6507549087;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118761,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138452975&doi=10.1016%2fj.eswa.2022.118761&partnerID=40&md5=4bef181b5a3b201deb632883f95d7604,118761,,,,,,,,,,,,,,
386,,,,Determination of the dominant physical processes in downward-propagating flame spread over a solid fuel using machine learning,,,"Luo S., Zhou B.",57193008952;55789880200;,,,2023,,,,International Journal of Thermal Sciences,,10.1016/j.ijthermalsci.2022.107947,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138450234&doi=10.1016%2fj.ijthermalsci.2022.107947&partnerID=40&md5=b21c368918ead17a58302f3f1fa3d43e,107947,,,,,,,,,,,,,,
387,,,,Integration of deep adaptation transfer learning and online sequential extreme learning machine for cross-person and cross-position activity recognition,,,"Xu Q., Wei X., Bai R., Li S., Meng Z.",57188864389;57898770600;57215502975;57898740700;9232815800;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118807,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138450117&doi=10.1016%2fj.eswa.2022.118807&partnerID=40&md5=5f042fb65422bdd4a7835112ed130057,118807,,,,,,,,,,,,,,
388,,,,Forecasting crude oil risk: A multiscale bidirectional generative adversarial network based approach,,,"Zou Y., Yu L., He K.",56141534000;57318182500;7202010698;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118743,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138200948&doi=10.1016%2fj.eswa.2022.118743&partnerID=40&md5=b6f8fe1cad178c4d08df383db788b405,118743,,,,,,,,,,,,,,
389,,,,An incremental type-2 fuzzy classifier for stock trend prediction,,,"Shahparast H., Hamzeloo S., Safari E.",55486283300;55485727400;57892702300;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118787,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138198535&doi=10.1016%2fj.eswa.2022.118787&partnerID=40&md5=f481a3b93de0effa98f0da7ebac87298,118787,,,,,,,,,,,,,,
390,,,,Next-basket prediction in a high-dimensional setting using gated recurrent units,,,"van Maasakkers L., Fok D., Donkers B.",57894156500;6602544617;6603150001;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118795,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138192750&doi=10.1016%2fj.eswa.2022.118795&partnerID=40&md5=8a518fa3a446f45ff310cb8a7c4a1210,118795,,,,,,,,,,,,,,
391,,,,A multiple association-based unsupervised feature selection algorithm for mixed data sets,,,"Taha A., Hadi A.S., Cosgrave B., McKeever S.",55920179600;7005588858;57560239200;34877220600;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118718,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138172894&doi=10.1016%2fj.eswa.2022.118718&partnerID=40&md5=7cc1ade5775f84ccd9d67a170bd7a94e,118718,,,,,,,,,,,,,,
392,,,,Absorbance-transmission and fluorescence excitation-emission matrix (A-TEEM) with multi-block data analysis and machine learning for accurate intraregional classification of Barossa Shiraz wine,,,"Ranaweera R.K.R., Bastian S.E.P., Gilmore A.M., Capone D.L., Jeffery D.W.",57218354720;7003420878;57197032362;57872253300;7005091608;,,,2023,,,,Food Control,,10.1016/j.foodcont.2022.109335,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138167217&doi=10.1016%2fj.foodcont.2022.109335&partnerID=40&md5=64c72cf5603f76c1fae8f339fa389c87,109335,,,,,,,,,,,,,,
393,,,,Developing a conceptual framework for short text categorization using hybrid CNN- LSTM based Caledonian crow optimization,,,"V V.K., S S.",57891677700;57890110100;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118517,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138109711&doi=10.1016%2fj.eswa.2022.118517&partnerID=40&md5=918953463a30aeac40f58c88b8d0644e,118517,,,,,,,,,,,,,,
394,,,,Online transfer learning with partial feedback,,,"Kang Z., Nielsen M., Yang B., Deng L., Lorenzen S.S.",57200661145;13605669800;55422337500;57222665425;57190124252;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118738,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138107995&doi=10.1016%2fj.eswa.2022.118738&partnerID=40&md5=254cdefe8c464c6672c7812f1c4fa4e6,118738,,,,,,,,,,,,,,
395,,,,Adaptive safety-aware semi-supervised clustering,,,"Gan H., Yang Z., Zhou R.",52463591100;57195616172;57203141805;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118751,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138036643&doi=10.1016%2fj.eswa.2022.118751&partnerID=40&md5=df256a28f8c108a95060a802df32bc22,118751,,,,,,,,,,,,,,
396,,,,DNA-based surrogates for the validation of microbial inactivation using cold atmospheric pressure plasma and plasma-activated water processing,,,"Cui H., Wang Q., Rai R., Salvi D., Nitin N.",57225982015;57223935594;57205511740;22951817500;8367592400;,,,2023,,,,Journal of Food Engineering,,10.1016/j.jfoodeng.2022.111267,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138035067&doi=10.1016%2fj.jfoodeng.2022.111267&partnerID=40&md5=893a594b22b239dd06ae9de31a9c4294,111267,,,,,,,,,,,,,,
397,,,,Estimation of road surface type from brake pressure pulses of ABS,,,"Yi?it H., Köylü H., Eken S.",35613557400;23389695600;55516480700;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118726,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138028862&doi=10.1016%2fj.eswa.2022.118726&partnerID=40&md5=5f605bdc857e92da2bf2244837288de5,118726,,,,,,,,,,,,,,
398,,,,Transfer rate prediction at self-service customer support platforms in insurance contact centers,,,"Andrade R., Moazeni S.",57204904681;15136981300;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118701,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138020085&doi=10.1016%2fj.eswa.2022.118701&partnerID=40&md5=9805a429c906b7b1658c980e501dca3e,118701,,,,,,,,,,,,,,
399,,,,Rapid identification of salmonella serovars by using Raman spectroscopy and machine learning algorithm,,,"Sun J., Xu X., Feng S., Zhang H., Xu L., Jiang H., Sun B., Meng Y., Chen W.",57885714300;57201358813;57886410200;57885940900;57886869800;57199202333;57885485600;57807157800;57887103200;,,,2023,,,,Talanta,,10.1016/j.talanta.2022.123807,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137807805&doi=10.1016%2fj.talanta.2022.123807&partnerID=40&md5=ccbc8aa7f9d87197f9caafd7d08bc6b0,123807,,,,,,,,,,,,,,
400,,,,Machine learning and image processing to monitor strain and tensile forces with mechanochromic sensors,,,"de Castro L.D.C., Scabini L., Ribas L.C., Bruno O.M., Oliveira O.N., Jr.",56699615900;57190870680;56501751000;7005034358;7102731698;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118792,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137718851&doi=10.1016%2fj.eswa.2022.118792&partnerID=40&md5=7ff1b6a172f9b522f73633abe359a6f6,118792,,,,,,,,,,,,,,
401,,,,A hybrid deep learning approach for dynamic attitude and position prediction in tunnel construction considering spatio-temporal patterns,,,"Fu X., Wu M., Ponnarasu S., Zhang L.",57272229600;57881744200;57881447600;55271615200;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118721,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137627521&doi=10.1016%2fj.eswa.2022.118721&partnerID=40&md5=e4a3b057ffdf80b311d06d15a6ae0179,118721,,,,,,,,,,,,,,
402,,,,A comprehensive study towards high-level approaches for weapon detection using classical machine learning and deep learning methods,,,"Yadav P., Gupta N., Sharma P.K.",57881872800;57374450800;57222032105;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118698,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137617274&doi=10.1016%2fj.eswa.2022.118698&partnerID=40&md5=78f92b99c399d1b81b4a9a20c5ca823a,118698,,,,,,,,,,,,,,
403,,,,Fast & Furious: On the modelling of malware detection as an evolving data stream[Formula presented],,,"Ceschin F., Botacin M., Gomes H.M., Pinagé F., Oliveira L.S., Grégio A.",57205725778;57193441638;55885351600;55696822500;7201790185;22957901300;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118590,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137569528&doi=10.1016%2fj.eswa.2022.118590&partnerID=40&md5=ce4e6b4ec8ffdda606b8123971539ce5,118590,,,,,,,,,,,,,,
404,,,,Self-supervised cycle-consistent learning for scale-arbitrary real-world single image super-resolution,,,"Chen H., He X., Yang H., Wu Y., Qing L., Sheriff R.E.",57051696700;9237988800;57191043043;55648673900;23971364800;7004255264;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118657,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137265856&doi=10.1016%2fj.eswa.2022.118657&partnerID=40&md5=3ef6c2f224d8e70d8d45553a72e42eea,118657,,,,,,,,,,,,,,
405,,,,A hybrid neuro-experimental decision support system to classify overconfidence and performance in a simulated bubble using a passive BCI,,,Toma F.-M.,57224195775;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118722,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137263525&doi=10.1016%2fj.eswa.2022.118722&partnerID=40&md5=ad148646cffbd198f12d9f66de81ffb5,118722,,,,,,,,,,,,,,
406,,,,An effectiveness analysis of transfer learning for the concept drift problem in malware detection,,,"Escudero García D., DeCastro-García N., Muñoz Castañeda A.L.",57207254473;56677742300;55921200300;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118724,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137179745&doi=10.1016%2fj.eswa.2022.118724&partnerID=40&md5=f797785370425e79617e916bc3013af7,118724,,,,,,,,,,,,,,
407,,,,An improved feature selection method for classification on incomplete data: Non-negative latent factor-incorporated duplicate MIC,,,"Hu J., Pan K., Song Y., Wei G., Shen C.",55499454900;57872649700;55336976800;8365213900;55471330300;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118654,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137174969&doi=10.1016%2fj.eswa.2022.118654&partnerID=40&md5=6709caa2e21bb440ddc9a7a10fe202bf,118654,,,,,,,,,,,,,,
408,,,,Model error effects in supervised damage identification of structures with numerically trained classifiers,,,"Seventekidis P., Giagopoulos D.",57079023500;37064557500;,,,2023,,,,Mechanical Systems and Signal Processing,,10.1016/j.ymssp.2022.109741,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137173799&doi=10.1016%2fj.ymssp.2022.109741&partnerID=40&md5=7666f97e1d22ef3468dbd7c067ab3ca3,109741,,,,,,,,,,,,,,
409,,,,Fire images classification based on a handcraft approach,,,"Harkat H., Nascimento J.M.P., Bernardino A., Ahmed H.F.T.",56736693300;8235720400;7003407125;57211331734;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.118594,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137160207&doi=10.1016%2fj.eswa.2022.118594&partnerID=40&md5=5176246c17a2c51a5654294dbff5d63c,118594,,,,,,,,,,,,,,
410,,,,Track geometry prediction for Laser Metal Deposition based on on-line artificial vision and deep neural networks,,,"Perani M., Baraldo S., Decker M., Vandone A., Valente A., Paoli B.",55819538800;55523484200;57872169800;55157317000;22958788100;57423455700;,,,2023,,,,Robotics and Computer-Integrated Manufacturing,,10.1016/j.rcim.2022.102445,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137155068&doi=10.1016%2fj.rcim.2022.102445&partnerID=40&md5=24b14317b4c1b5783cb05a40e868e0a8,102445,,,,,,,,,,,,,,
411,,,,Error prediction of balancing machine calibration based on machine learning method,,,"Hu Y., Lv W., Wang Z., Liu L., Liu H.",36668823400;57870333500;55850251700;57869738800;57226478099;,,,2023,,,,Mechanical Systems and Signal Processing,,10.1016/j.ymssp.2022.109736,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137082685&doi=10.1016%2fj.ymssp.2022.109736&partnerID=40&md5=f41b41d5e67b84b16f76780af86365b3,109736,,,,,,,,,,,,,,
412,,,,Structural damage assessment through a new generalized autoencoder with features in the quefrency domain,,,"Li L., Morgantini M., Betti R.",57862165700;57217782075;57860457000;,,,2023,,,,Mechanical Systems and Signal Processing,,10.1016/j.ymssp.2022.109713,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136630790&doi=10.1016%2fj.ymssp.2022.109713&partnerID=40&md5=be20d3c19015a5eb0661a35968874abf,109713,,,,,,,,,,,,,,
413,,,,Advances in quantitative analysis of astrocytes using machine learning,,,"Labate D., Kayasandik C.",26642866000;57191536610;,,,2023,,,,Neural Regeneration Research,,10.4103/1673-5374.346474,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135450895&doi=10.4103%2f1673-5374.346474&partnerID=40&md5=178c6c58963ee7f00c16b5d34291eb30,0,2,,,,,,,313,314,,,,,
414,,,,Single assembly sequence to flexible assembly plan by Autonomous Constraint Generation,,,"De Winter J., Beckers J., Van de Perre G., El Makrini I., Vanderborght B.",57210337840;57217015887;56084591600;57193048760;57191490554;,,,2023,,,,Robotics and Computer-Integrated Manufacturing,,10.1016/j.rcim.2022.102417,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135356687&doi=10.1016%2fj.rcim.2022.102417&partnerID=40&md5=e0f71ccc611adb10c1da3967747b2817,102417,,,,,,,,,,,,,,
415,,,,Curricular Robust Reinforcement Learning via GAN-Based Perturbation Through Continuously Scheduled Task Sequence,,,"Li Y., Tian Y., Tong E., Niu W., Xiang Y., Chen T., Wu Y., Liu J.",57217875415;57221045656;42762175500;25028470300;57195495277;57748830500;57275210100;7410116593;,,,2023,,,,Tsinghua Science and Technology,,10.26599/TST.2021.9010076,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135316788&doi=10.26599%2fTST.2021.9010076&partnerID=40&md5=394a312cdebd40ed1f5ed1d35cf53987,0,1,,,,,,,27,38,,,,,
416,,,,Recursive approach to combine expert knowledge and data-driven RSW weldability certification decision making process,,,"Ahmed F., Kim K.-Y.",57209550413;57208324149;,,,2023,,,,Robotics and Computer-Integrated Manufacturing,,10.1016/j.rcim.2022.102428,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134887327&doi=10.1016%2fj.rcim.2022.102428&partnerID=40&md5=b4e12cdc0335ec2cf6044cfe507f2a20,102428,,,,,,,,,,,,,,
417,,,,Surrogate Modeling of Nonlinear Dynamic Systems: A Comparative Study,,,"Zhao Y., Jiang C., Vega M.A., Todd M.D., Hu Z.",57208334674;57193607310;57209317664;7202805915;55705495700;,,,2023,,,,Journal of Computing and Information Science in Engineering,,10.1115/1.4054039,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130347688&doi=10.1115%2f1.4054039&partnerID=40&md5=d028f01c5842724d207684aa776eac73,11001,1,,,,,,,,,,,,,
418,,,,Deciphering urban traffic impacts on air quality by deep learning and emission inventory,,,"Du W., Chen L., Wang H., Shan Z., Zhou Z., Li W., Wang Y.",57271779300;57215193812;57311682900;57271504900;57210586781;36065024200;56103302800;,,,2023,,,,Journal of Environmental Sciences (China),,10.1016/j.jes.2021.12.035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125454142&doi=10.1016%2fj.jes.2021.12.035&partnerID=40&md5=219ebe07f401c3aef02a6f3e5403441e,0,,,,,,,,745,757,,,,,
419,,,,"Revisiting the structure, interaction, and dynamical property of ionic liquid from the deep learning force field",,,"Ling Y., Li K., Wang M., Lu J., Wang C., Wang Y., He H.",57963141700;57963141800;57222401083;57761079600;57205579944;56044368100;55214932300;,,,2023,,,,Journal of Power Sources,,10.1016/j.jpowsour.2022.232350,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141778907&doi=10.1016%2fj.jpowsour.2022.232350&partnerID=40&md5=7f1fc270123a169237778ae740fe9f95,232350,,,,,,,,,,,,,,
420,,,,Accurately predicting microbial phosphorylation sites using evolutionary and structural features,,,"Ahmed F., Dehzangi I., Hasan M.M., Shatabda S.",57224720195;57374945800;57936851500;56037035700;,,,2023,,,,Gene,,10.1016/j.gene.2022.146993,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140316653&doi=10.1016%2fj.gene.2022.146993&partnerID=40&md5=4ab02315147b9ad53cc06e59845427ab,146993,,,,,,,,,,,,,,
421,,,,Rapid identification of fish species by laser-induced breakdown spectroscopy and Raman spectroscopy coupled with machine learning methods,,,"Ren L., Tian Y., Yang X., Wang Q., Wang L., Geng X., Wang K., Du Z., Li Y., Lin H.",56252642600;55352544700;57869134800;57877178200;57868110700;57869134900;57203814744;55377607700;55602725100;57789262200;,,,2023,,,,Food Chemistry,,10.1016/j.foodchem.2022.134043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137024671&doi=10.1016%2fj.foodchem.2022.134043&partnerID=40&md5=1b4dd9af4bc04da63a3390339852054f,134043,,,,,,,,,,,,,,
422,,,,Unsupervised video summarization using deep Non-Local video summarization networks,,,"Zang S.-S., Yu H., Song Y., Zeng R.",57972617200;57959410300;57744412100;57300074900;,,,2023,,,,Neurocomputing,,10.1016/j.neucom.2022.11.028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142307443&doi=10.1016%2fj.neucom.2022.11.028&partnerID=40&md5=7a7f4a81f16363ee693e4bb439170a94,0,,,,,,,,26,35,,,,,
423,,,,CASM  A software package for first-principles based study of multicomponent crystalline solids,,,"Puchala B., Thomas J.C., Natarajan A.R., Goiri J.G., Behara S.S., Kaufman J.L., Van der Ven A.",14061006600;55573572700;57125563900;57191500505;57705694900;57193694032;7005651366;,,,2023,,,,Computational Materials Science,,10.1016/j.commatsci.2022.111897,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142199610&doi=10.1016%2fj.commatsci.2022.111897&partnerID=40&md5=f32b9fd36d1cb50b6b9e875065238729,111897,,,,,,,,,,,,,,
424,,,,aflow++: A C++ framework for autonomous materials design,,,"Oses C., Esters M., Hicks D., Divilov S., Eckert H., Friedrich R., Mehl M.J., Smolyanyuk A., Campilongo X., van de Walle A., Schroers J., Kusne A.G., Takeuchi I., Zurek E., Nardelli M.B., Fornari M., Lederer Y., Levy O., Toher C., Curtarolo S.",56516795400;55224258000;57194392244;57191479143;55765337700;56238955800;57818623700;57035359000;57818562300;6701681934;57203214736;57193763559;57225133012;6603430572;57544713500;56253090500;57198354214;7004929818;9845705900;6603325558;,,,2023,,,,Computational Materials Science,,10.1016/j.commatsci.2022.111889,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141920566&doi=10.1016%2fj.commatsci.2022.111889&partnerID=40&md5=0be12dec56b9190cfebf4978500233ba,111889,,,,,,,,,,,,,,
425,,,,Graph neural networks for efficient learning of mechanical properties of polycrystals,,,"Hestroffer J.M., Charpagne M.-A., Latypov M.I., Beyerlein I.J.",57219376820;57188733766;38761621500;7004495126;,,,2023,,,,Computational Materials Science,,10.1016/j.commatsci.2022.111894,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141809447&doi=10.1016%2fj.commatsci.2022.111894&partnerID=40&md5=3ed29131a0d34d150fadb5094dfc9df9,111894,,,,,,,,,,,,,,
426,,,,Exploration of VCrFeCoNi high-entropy alloys with high yield strength: A combination of machine learning and molecular dynamics simulation,,,"Chen L., Jarlöv A., Seet H.L., Nai M.L.S., Li Y., Zhou K.",57208632645;57455958500;6602918536;57214856397;54385389700;54954093200;,,,2023,,,,Computational Materials Science,,10.1016/j.commatsci.2022.111888,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141338771&doi=10.1016%2fj.commatsci.2022.111888&partnerID=40&md5=1aeaa4c560b20c62939523ab00f2b944,111888,,,,,,,,,,,,,,
427,,,,Safe reinforcement learning for affine nonlinear systems with state constraints and input saturation using control barrier functions,,,"Liu S., Liu L., Yu Z.",57954390600;55715200100;55488365700;,,,2023,,,,Neurocomputing,,10.1016/j.neucom.2022.11.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142178087&doi=10.1016%2fj.neucom.2022.11.006&partnerID=40&md5=c6a980d12dca573fd140187363f60639,0,,,,,,,,562,576,,,,,
