id,issn,idl,Abstract,Title,Autherkeywords,Indexkeywords,Author,AuthorsID,Volume,Issue,Year,Pagestart,Pageend,Pagecount,Source,ENTRYTYPE,doi,url,citation_count,Affiliations,Authors_affiliations,Address,Publisher,Language,AbbreviatedSource,Document_Type,Publication_Stage,Access_Type,EID,author_publ_age,author_age,doc_id,author_order
686,,,,Exploring the role of design quality in the building schools for the future programme,,,Cardellino P.; Leiringer R.; Clements-Croome D.,14622269500; 12753583200; 56843593600,,,2009,,,,Architectural Engineering and Design Management,,10.3763/aedm.2008.0086,https://www.scopus.com/inward/record.uri?eid=2-s2.0-73549121313&doi=10.3763%2faedm.2008.0086&partnerID=40&md5=a6c2a684be965a0826276bd044990c5b,16,262,,,,,,Article,Scopus,16,,,,,
687,,,,Using readability software to enhance the health literacy of equine veterinary clients: An analysis of 17 American Association of Equine Practitioners newsletter and website articles,,,Sheats M.K.; Royal K.; Kedrowicz A.,24780126100; 57094837600; 57001089100,,,2019,,,,Equine Veterinary Journal,,10.1111/evj.13042,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058707611&doi=10.1111%2fevj.13042&partnerID=40&md5=3afd896bae5ac0c7492fbe6e9caa7d24,14,555,,,,,,Article,Scopus,14,,,,,
688,,,,Readability of patient-reported outcome questionnaires for use with persons with dysphonia,,,Zraick R.I.; Atcherson S.R.,6701477655; 15520446800,,,2012,,,,Journal of Voice,,10.1016/j.jvoice.2011.01.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865860961&doi=10.1016%2fj.jvoice.2011.01.009&partnerID=40&md5=049983df745499840c8dfc7c8a5583c4,15,641,,,,,,Article,Scopus,15,,,,,
689,,,,Computerized readability analysis of written materials.,,,Meade C.D.; Wittbrot R.,7005755219; 6505749120,,,1988,,,,Computers in nursing,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023703889&partnerID=40&md5=bb35bbc32af8f8ed80afd69b51c65044,14,36,,,,,,Article,Scopus,14,,,,,
690,,,,EcoSim: A language and experience teaching parallel programming in elementary school,,,Gregg C.; Tychonievich L.; Cohoon J.; Hazelwood K.,37099729000; 35410560900; 7003998640; 57203187472,,,2012,,,,SIGCSE'12 - Proceedings of the 43rd ACM Technical Symposium on Computer Science Education,,10.1145/2157136.2157155,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858952555&doi=10.1145%2f2157136.2157155&partnerID=40&md5=2be358b0f39e07e34149f8bded35cfad,13,56,,,,,,Conference paper,Scopus,13,,,,,
691,,,,Beauty and the Beast: on the readability of object-oriented example programs,,,Börstler J.; Caspersen M.E.; Nordström M.,6603198801; 6602975875; 36752425200,,,2016,,,,Software Quality Journal,,10.1007/s11219-015-9267-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922986936&doi=10.1007%2fs11219-015-9267-5&partnerID=40&md5=b8a81ddd0e665baa44f1d4109a1456ec,13,246,,,,,,Article,Scopus,13,,,,,
692,,,,Improving Student's Learning and Cooperation Skills Using Coding Dojos (In the Wild!),,,De Oliveira C.M.C.; Canedo E.D.; Faria H.; Amaral L.H.V.; Bonifacio R.,57207990054; 55366708900; 57204474653; 57204467746; 23003728900,,,2018,,,,"Proceedings - Frontiers in Education Conference, FIE",,10.1109/FIE.2018.8659056,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063507565&doi=10.1109%2fFIE.2018.8659056&partnerID=40&md5=eebd0b8c41dad7a7b84f1101c8500e15,15,,,,,,,Conference paper,Scopus,15,,,,,
693,,,,An empirical study on the estimation of software development effort with use case points,,,Alves L.M.; Sousa A.; Ribeiro P.; Machado R.J.,56498014500; 57196949222; 7102542936; 7101977854,,,2013,,,,"Proceedings - Frontiers in Education Conference, FIE",,10.1109/FIE.2013.6684796,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893303322&doi=10.1109%2fFIE.2013.6684796&partnerID=40&md5=40041c6f0a6161077e97510fbbb08a13,15,107,,,,,,Conference paper,Scopus,15,,,,,
694,,,,Users' involvement may help respect social and ethical values and improve software quality,,,Begier B.,29667534000,,,2010,,,,Information Systems Frontiers,,10.1007/s10796-009-9202-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649569456&doi=10.1007%2fs10796-009-9202-z&partnerID=40&md5=117b7b73a82ee115a29c70d05dd7de35,13,397,,,,,,Article,Scopus,13,,,,,
695,,,,The quality of mobile apps used for the identification of pressure ulcers in adults: Systematic survey and review of apps in app stores,,,Koepp J.; Baron M.V.; Martins P.R.H.; Brandenburg C.; Kira A.T.F.; Trindade V.D.; Dominguez L.M.L.; Carneiro M.; Frozza R.; Possuelo L.G.; De Mello Pinto M.V.; Kipper L.M.; Da Costa B.E.P.,57210221321; 57200161243; 57219002472; 57200164244; 57217186125; 55033318100; 57218991712; 37033476100; 37028233000; 15056833400; 54997938200; 12143252800; 36488999000,,,2020,,,,JMIR mHealth and uHealth,,10.2196/14266,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086682169&doi=10.2196%2f14266&partnerID=40&md5=a334d204ee6f9ed4dfc8bb343ae93959,13,,,,,,,Review,Scopus,13,,,,,
696,,,,Usability evaluation of the Moodle system from the teachers' perspective,,,Kirner T.G.; De Custódio C.A.; Kirner C.,55900828300; 26021811100; 6602625413,,,2008,,,,MCCSIS'08 - IADIS Multi Conference on Computer Science and Information Systems; Proceedings of e-Learning 2008,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58649110836&partnerID=40&md5=9914f9897a30204336487806e3b0b371,15,378,,,,,,Conference paper,Scopus,15,,,,,
697,,,,Forming groups for collaborative learning of introductory computer programming based on students' programming skills and learning styles,,,Adán-Coello J.M.; Tobar C.M.; De Menezes W.S.; De Freitas R.L.,6507430476; 6505828794; 53871273500; 23396425600,,,2011,,,,International Journal of Information and Communication Technology Education,,10.4018/jicte.2011100104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054854038&doi=10.4018%2fjicte.2011100104&partnerID=40&md5=6b281f48fd628cb898b7e8856b3fc634,13,46,,,,,,Article,Scopus,13,,,,,
698,,,,A programming environment for Visual block-based domain-specific languages,,,Kurihara A.; Sasaki A.; Wakita K.; Hosobe H.,57188727507; 56211432100; 7103065122; 6603467197,,,2015,,,,Procedia Computer Science,,10.1016/j.procs.2015.08.452,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962501984&doi=10.1016%2fj.procs.2015.08.452&partnerID=40&md5=39948f26a3c5f9a4451399b4fd2d8b11,14,296,,,,,,Conference paper,Scopus,14,,,,,
699,,,,"Software Product Quality Models, Developments, Trends, and Evaluation",,,Galli T.; Chiclana F.; Siewe F.,55886108500; 9134178600; 6506064391,,,2020,,,,SN Computer Science,,10.1007/s42979-020-00140-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103543475&doi=10.1007%2fs42979-020-00140-z&partnerID=40&md5=6270f97b1c2cd0c58c2f809f3fb34f04,14,,,,,,,Article,Scopus,14,,,,,
700,,,,CompareCFG: Providing Visual Feedback on Code Quality Using Control Flow Graphs,,,Jiang L.; Rewcastle R.; Denny P.; Tempero E.,57217148121; 57217150165; 9269552700; 6602143229,,,2020,,,,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",,10.1145/3341525.3387362,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086447326&doi=10.1145%2f3341525.3387362&partnerID=40&md5=26c71cc563382f499d60ae03ad6f4766,14,499,,,,,,Conference paper,Scopus,14,,,,,
701,,,,Readability of individuals with disabilities education act part b procedural safeguards: An update,,,Gray S.A.; Zraick R.I.; Atcherson S.R.,57850096100; 6701477655; 15520446800,,,2019,,,,"Language, Speech, and Hearing Services in Schools",,10.1044/2018_LSHSS-18-0057,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069890257&doi=10.1044%2f2018_LSHSS-18-0057&partnerID=40&md5=0683f4aff4f8fc9d8e33abb20c4d6e1f,14,384,,,,,,Article,Scopus,14,,,,,
702,,,,Multidisciplinary and active/collaborative approaches in teaching requirements engineering,,,Rosca D.,6701459298,,,2005,,,,European Journal of Engineering Education,,10.1080/03043790512331313886,https://www.scopus.com/inward/record.uri?eid=2-s2.0-37349114281&doi=10.1080%2f03043790512331313886&partnerID=40&md5=2f81c49f8b26b1a02b8ed804d84abdf4,16,128,,,,,,Note,Scopus,16,,,,,
703,,,,PyCX: a Python-based simulation code repository for complex systems education,,,Sayama H.,7006442975,,,2013,,,,Complex Adaptive Systems Modeling,,10.1186/2194-3206-1-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962572205&doi=10.1186%2f2194-3206-1-2&partnerID=40&md5=bbe86e4b1f2ebe199de1b538200a3f39,15,,,,,,,Article,Scopus,15,,,,,
704,,,,Public response to air pollution in calcutta proper,,,Mukherjee B.N.,56951974600,,,1993,,,,Journal of Environmental Psychology,,10.1016/S0272-4944(05)80174-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38249003055&doi=10.1016%2fS0272-4944%2805%2980174-4&partnerID=40&md5=f71c473649cd23a35333df87853f6da6,15,230,,,,,,Article,Scopus,15,,,,,
705,,,,An instructional aid for student programs,,,Robinson S.S.; Soffa M.L.,57190041991; 7003864328,,,1980,,,,ACM SIGCSE Bulletin,,10.1145/953032.804623,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976720002&doi=10.1145%2f953032.804623&partnerID=40&md5=3ecf82af82455d8efbf1bc8143ea467e,14,129,,,,,,Article,Scopus,14,,,,,
706,,,,Teaching students to build well formed object-oriented methods through refactoring,,,Stoecklin S.; Smith S.; Serino C.,6602378038; 7406652630; 14051063500,,,2007,,,,SIGCSE 2007: 38th SIGCSE Technical Symposium on Computer Science Education,,10.1145/1227310.1227364,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34748860818&doi=10.1145%2f1227310.1227364&partnerID=40&md5=d68277a54c893a3e4bd80dc5a84215f0,14,149,,,,,,Conference paper,Scopus,14,,,,,
707,,,,What use is a backseat driver? A qualitative investigation of pair programming,,,Jones D.L.; Fleming S.D.,55976771000; 23003852100,,,2013,,,,"Proceedings of IEEE Symposium on Visual Languages and Human-Centric Computing, VL/HCC",,10.1109/VLHCC.2013.6645252,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891063044&doi=10.1109%2fVLHCC.2013.6645252&partnerID=40&md5=7a50d3594741957a061432d52c2162aa,14,110,,,,,,Conference paper,Scopus,14,,,,,
708,,,,An empirical framework for code smell prediction using extreme learning machine?,,,Gupta H.; Kumar L.; Neti L.B.M.,57192105009; 56120791500; 57192228561,,,2019,,,,"IEMECON 2019 - 9th Annual Information Technology, Electromechanical Engineering and Microelectronics Conference",,10.1109/IEMECONX.2019.8877082,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074957138&doi=10.1109%2fIEMECONX.2019.8877082&partnerID=40&md5=a93df6605574b0eab247679ec1d9d7fd,15,195,,,,,,Conference paper,Scopus,15,,,,,
709,,,,PRISM is research in aSpect mining,,,Zhang C.; Jacobsen H.-A.,57209818726; 7103073434,,,2004,,,,"Proceedings of the Conference on Object-Oriented Programming Systems, Languages, and Applications, OOPSLA",,10.1145/1028664.1028676,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548290270&doi=10.1145%2f1028664.1028676&partnerID=40&md5=03862f96f3abbaf1f7029ea5cc1b1177,16,21,,,,,,Conference paper,Scopus,16,,,,,
710,,,,Software size measurement of student information terminal with use case point,,,Kurniadi D.; Sasmoko S.; Warnars H.L.H.S.; Gaol F.L.,57203141210; 56958616200; 57219696428; 24536664300,,,2017,,,,"2017 IEEE International Conference on Cybernetics and Computational Intelligence, CyberneticsCOM 2017 - Proceedings",,10.1109/CYBERNETICSCOM.2017.8311703,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050697200&doi=10.1109%2fCYBERNETICSCOM.2017.8311703&partnerID=40&md5=54227551234bfa58a2fff261a15bdace,16,169,,,,,,Conference paper,Scopus,16,,,,,
711,,,,POSTER: Towards measuring warning readability,,,Harbach M.; Fahl S.; Muders T.; Smith M.,35172727900; 37097082800; 55651490300; 57212869201,,,2012,,,,Proceedings of the ACM Conference on Computer and Communications Security,,10.1145/2382196.2382301,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869411919&doi=10.1145%2f2382196.2382301&partnerID=40&md5=1f7412d0fa54cb12f5984fd7ed1b4a8c,13,991,,,,,,Conference paper,Scopus,13,,,,,
712,,,,Adaptive interaction multi-agent systems in E-learning/E-teaching on the web,,,Fernández-Caballero A.; López-Jaquero V.; Montero F.; González P.,6602230534; 8710825700; 7006420242; 7202330885,,,2003,,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,10.1007/3-540-45068-8_27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35248836502&doi=10.1007%2f3-540-45068-8_27&partnerID=40&md5=7beabfdea5c57e345cfb997bb12cfb37,14,153,,,,,,Article,Scopus,14,,,,,
713,,,,The Birth of Refactoring: A Retrospective on the Nature of High-Impact Software Engineering Research,,,Griswold W.G.; Opdyke W.F.,7006192093; 6603499634,,,2015,,,,IEEE Software,,10.1109/MS.2015.107,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946563422&doi=10.1109%2fMS.2015.107&partnerID=40&md5=1d81abaeae8270f7b7e6400eb5c0e106,16,38,,,,,,Article,Scopus,16,,,,,
714,,,,Software design methodology: From principles to architectural styles,,,Zhu H.,55569786200,,,2005,,,,Software Design Methodology: From Principles to Architectural Styles,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133449091&partnerID=40&md5=d61091578cf10253ef4e095ce082410c,16,340,,,,,,Book,Scopus,16,,,,,
715,,,,A theoretical framework for requirements engineering and process improvement in small and medium software companies,,,Kabaale E.; Kituyi G.M.,42861663900; 55554495700,,,2015,,,,Business Process Management Journal,,10.1108/BPMJ-01-2014-0002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921884002&doi=10.1108%2fBPMJ-01-2014-0002&partnerID=40&md5=d0021d81f9310e15c20b0632f58ff169,15,99,,,,,,Article,Scopus,15,,,,,
716,,,,Mammography result notification letters: Are they easy to read and understand?,,,Marcus E.N.; Sanders L.M.; Pereyra M.; Del Toro Y.; Romilly A.P.; Yepes M.; Hooper M.W.; Jones B.A.,8435519100; 8543167600; 7004238518; 25623216700; 6506868131; 35148658000; 7201485696; 7404957889,,,2011,,,,Journal of Women's Health,,10.1089/jwh.2010.2330,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954507880&doi=10.1089%2fjwh.2010.2330&partnerID=40&md5=6631103ef8eb086dea7057870973f8c4,14,551,,,,,,Article,Scopus,14,,,,,
717,,,,Development of a refactoring learning environment,,,Sandalski M.; Stoyanova-Doycheva A.; Popchev I.; Stoyanov S.,37051293700; 34880680500; 6603842485; 57190792181,,,2011,,,,Cybernetics and Information Technologies,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859634081&partnerID=40&md5=e2087041016bf0c3d98688a4a2dc517f,14,64,,,,,,Article,Scopus,14,,,,,
718,,,,Simulating evolutionary games: A Python-based introduction,,,Isaac A.G.,7005291734,,,2008,,,,JASSS,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-47049093766&partnerID=40&md5=15dc8e48242bd3fa948999fd85c0cf73,15,,,,,,,Article,Scopus,15,,,,,
719,,,,Readability of Sports Injury and Prevention Patient Education Materials From the American Academy of Orthopaedic Surgeons Website,,,Minoughan C.; Schumaier A.; Kakazu R.; Grawe B.,57200048465; 57200043131; 56672867700; 37009544800,,,2018,,,,Journal of the American Academy of Orthopaedic Surgeons Global Research and Reviews,,10.5435/JAAOSGlobal-D-18-00002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071087524&doi=10.5435%2fJAAOSGlobal-D-18-00002&partnerID=40&md5=e20cca286b948d77d81572c67078bfd3,13,,,,,,,Article,Scopus,13,,,,,
720,,,,Teaching software quality via source code inspection tool,,,"De Andrade Gomes P.H.; Garcia R.E.; Spadon G.; Eler D.M.; Olivete C., Jr.; Correia R.C.M.",57192543477; 10045184700; 57195318188; 24802060400; 56200592300; 10039885900,,,2017,,,,"Proceedings - Frontiers in Education Conference, FIE",,10.1109/FIE.2017.8190658,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043276780&doi=10.1109%2fFIE.2017.8190658&partnerID=40&md5=f92bfaa593b0142b1b28a4d8b24e0bc6,16,8,,,,,,Conference paper,Scopus,16,,,,,
721,,,,Leveraging a corpus of natural language descriptions for program similarity,,,Zilberstein M.; Yahav E.,57192106360; 16240476700,,,2016,,,,"Onward! 2016 - Proceedings of the 2016 ACM International Symposium on New Ideas, New Paradigms, and Reflections on Programming and Software",,10.1145/2986012.2986013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997181553&doi=10.1145%2f2986012.2986013&partnerID=40&md5=0407d0fdf04e9f6629a9059a73ce0ba9,14,211,,,,,,Conference paper,Scopus,14,,,,,
722,,,,The nature of software design and its teaching: An exposition,,,Hu C.,56850660900,,,2013,,,,ACM Inroads,,10.1145/2465085.2465103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032069640&doi=10.1145%2f2465085.2465103&partnerID=40&md5=b0000da013be1d2aa445ef202b1e99d3,15,72,,,,,,Article,Scopus,15,,,,,
723,,,,Functionality and acceptability of a wireless fetal heart rate monitoring device in term pregnant women in rural Southwestern Uganda,,,Mugyenyi G.R.; Atukunda E.C.; Ngonzi J.; Boatin A.; Wylie B.J.; Haberer J.E.,54585688600; 56507383900; 54416062000; 56500574500; 23037790000; 7101804832,,,2017,,,,BMC Pregnancy and Childbirth,,10.1186/s12884-017-1361-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020376397&doi=10.1186%2fs12884-017-1361-1&partnerID=40&md5=d6528dcdfbd3452cb93ae00443350bf5,14,,,,,,,Article,Scopus,14,,,,,
724,,,,Style Analysis for Source Code Plagiarism Detection - An Analysis of a Dataset of Student Coursework,,,Mirza O.M.; Joy M.; Cosma G.,57195937469; 55835672200; 24334913600,,,2017,,,,"Proceedings - IEEE 17th International Conference on Advanced Learning Technologies, ICALT 2017",,10.1109/ICALT.2017.117,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030218680&doi=10.1109%2fICALT.2017.117&partnerID=40&md5=b909bb201c47854d696e4d84f2ae2ed3,16,297,,,,,,Conference paper,Scopus,16,,,,,
725,,,,Integrating Open Source Software into software engineering curriculum: Challenges in selecting projects,,,Gokhale S.S.; Smith T.; McCartney R.,7102468162; 55322946400; 7006830025,,,2012,,,,"2012 1st International Workshop on Software Engineering Education Based on Real-World Experiences, EduRex 2012 - Proceedings",,10.1109/EduRex.2012.6225697,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864360298&doi=10.1109%2fEduRex.2012.6225697&partnerID=40&md5=4db9c8dba068e58263e3463d020ca4e9,16,12,,,,,,Conference paper,Scopus,16,,,,,
726,,,,Is using deep learning frameworks free? characterizing technical debt in deep learning frameworks,,,Liu J.; Huang Q.; Xia X.; Shihab E.; Lo D.; Li S.,57218646274; 56840997200; 54586248800; 23566819100; 35269388000; 35275218400,,,2020,,,,Proceedings - International Conference on Software Engineering,,10.1145/3377815.3381377,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092712028&doi=10.1145%2f3377815.3381377&partnerID=40&md5=98ed3c4b97ddeac843854ee0c5ca9648,13,10,,,,,,Conference paper,Scopus,13,,,,,
727,,,,An experiment on short-term effects of animated versus static visualization of operations on program perception,,,Nevalainen S.; Sajaniemi J.,57224240946; 6602275349,,,2006,,,,ICER 2006 - Proceedings of the 2nd International Computing Education Research Workshop,,10.1145/1151588.1151591,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247352476&doi=10.1145%2f1151588.1151591&partnerID=40&md5=bc347dcbc68d64e01717a8b30f91271e,14,16,,,,,,Conference paper,Scopus,14,,,,,
728,,,,A contextual analysis of Pascal programs,,,Cook R.P.; Lee I.,7403130951; 55182598000,,,1982,,,,Software: Practice and Experience,,10.1002/spe.4380120209,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020090662&doi=10.1002%2fspe.4380120209&partnerID=40&md5=9de43e349f29c1452d6d5f8d99c0c364,15,203,,,,,,Article,Scopus,15,,,,,
729,,,,"Community awareness, perceptions, acceptability and preferences for using LLIN against malaria in villages of Uttar Pradesh, India",,,Sood R.D.; Mittal P.K.; Kapoor N.; Razdan R.K.; Dua V.K.; Dash A.P.,36718097900; 7007058455; 7102419900; 7006428044; 7005602399; 7102622168,,,2010,,,,Journal of Vector Borne Diseases,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650812765&partnerID=40&md5=3ce7bee371169f1a502c61ac2e24e5cc,16,248,,,,,,Article,Scopus,16,,,,,
730,,,,An introduction to software product line refactoring,,,Borba P.,6603640441,,,2011,,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,10.1007/978-3-642-18023-1_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79251546072&doi=10.1007%2f978-3-642-18023-1_1&partnerID=40&md5=90462b9a9e64abc511f70c397261eb5a,14,26,,,,,,Conference paper,Scopus,14,,,,,
731,,,,Choices about abortion method: Assessing the quality of patient information leaflets in England and Wales,,,Wong S.S.M.; Bekker H.L.; Thornton J.G.; Gbolade B.A.,7404590744; 7004132409; 7402781426; 7003817062,,,2003,,,,BJOG: An International Journal of Obstetrics and Gynaecology,,10.1046/j.1471-0528.2003.02390.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0344255724&doi=10.1046%2fj.1471-0528.2003.02390.x&partnerID=40&md5=cce2ef1206966f1840f2218f0837c139,15,266,,,,,,Article,Scopus,15,,,,,
732,,,,Harmonization of malaria rapid diagnostic tests: Best practices in labelling including instructions for use,,,Jacobs J.; Barbé B.; Gillet P.; Aidoo M.; Serra-Casas E.; Van Erps J.; Daviaud J.; Incardona S.; Cunningham J.; Visser T.,16435235900; 55355250400; 27067745000; 6603955240; 24342245100; 37062038200; 7801472146; 6603099945; 14119491900; 56540849600,,,2014,,,,Malaria Journal,,10.1186/1475-2875-13-505,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924294341&doi=10.1186%2f1475-2875-13-505&partnerID=40&md5=c74e5d29311182e8976e40b1d7efc55a,15,,,,,,,Article,Scopus,15,,,,,
733,,,,"Readability levels of health pamphlets distributed in hospitals and health centres in Athens, Greece",,,Kondilis B.K.; Akrivos P.D.; Sardi T.A.; Soteriades E.S.; Falagas M.E.,12239794000; 34874452200; 26023839400; 6603036661; 7003962139,,,2010,,,,Public Health,,10.1016/j.puhe.2010.05.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957133698&doi=10.1016%2fj.puhe.2010.05.010&partnerID=40&md5=1b38e5d0d3b338f759ae02795ecccab9,14,552,,,,,,Article,Scopus,14,,,,,
734,,,,Ontology oriented programming in go!,,,Clark K.L.; McCabe F.G.,7402415870; 7004008699,,,2006,,,,Applied Intelligence,,10.1007/s10489-006-8511-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645978103&doi=10.1007%2fs10489-006-8511-x&partnerID=40&md5=64b74124d4a1457ac1c47e52e50a78ba,14,204,,,,,,Article,Scopus,14,,,,,
735,,,,Evaluating the effects of virtual pair programming on students' achievement and satisfaction,,,Zacharis N.Z.,6506004586,,,2009,,,,International Journal of Emerging Technologies in Learning,,10.3991/ijet.v4i3.772,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952256472&doi=10.3991%2fijet.v4i3.772&partnerID=40&md5=3896bfe8142486e9c8d29bbd25595383,13,39,,,,,,Article,Scopus,13,,,,,
736,,,,Generating software engineers by developing web systems: A project-based learning case study,,,Letouze P.; De Souza Júnior J.I.M.; Da Silva V.M.,26432811800; 57189693526; 57189685032,,,2016,,,,"Proceedings - 2016 IEEE 29th Conference on Software Engineering Education and Training, CSEEandT 2016",,10.1109/CSEET.2016.11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974588245&doi=10.1109%2fCSEET.2016.11&partnerID=40&md5=9c050b2e42f0f8c0054afa1782c313a9,14,203,,,,,,Conference paper,Scopus,14,,,,,
737,,,,The prevalence of code smells in machine learning projects,,,Van Oort B.; Cruz L.; Aniche M.; Van Deursen A.,57222476173; 57143791700; 36132835800; 7003969355,,,2021,,,,"Proceedings - 2021 IEEE/ACM 1st Workshop on AI Engineering - Software Engineering for AI, WAIN 2021",,10.1109/WAIN52551.2021.00011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113265853&doi=10.1109%2fWAIN52551.2021.00011&partnerID=40&md5=6d05e74896e5f302e30e0d11c8938d7a,15,42,,,,,,Conference paper,Scopus,15,,,,,
738,,,,Using TSPi and PBL to support software engineering education in an upper-level undergraduate course,,,Garcia I.A.; Pacheco C.L.,11739418600; 26026704800,,,2014,,,,Computer Applications in Engineering Education,,10.1002/cae.21566,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911419232&doi=10.1002%2fcae.21566&partnerID=40&md5=1c3bbd4c9c39861da132de7c457efd28,14,749,,,,,,Article,Scopus,14,,,,,
739,,,,Usability characteristic evaluation on administration module of Academic Information System using ISO/IEC 9126 quality model,,,Rochimah S.; Rahmani H.I.; Yuhana U.L.,24476646200; 57052458900; 55070783100,,,2015,,,,"2015 International Seminar on Intelligent Technology and Its Applications, ISITIA 2015 - Proceeding",,10.1109/ISITIA.2015.7220007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954132128&doi=10.1109%2fISITIA.2015.7220007&partnerID=40&md5=e126133e5c2f527c308395466f4a5ae7,14,368,,,,,,Conference paper,Scopus,14,,,,,
740,,,,Structural optimization of control arm for weight reduction and improved performance,,,Viqaruddin M.; Ramana Reddy D.,57202683423; 53869658700,,,2017,,,,Materials Today: Proceedings,,10.1016/j.matpr.2017.07.282,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032267354&doi=10.1016%2fj.matpr.2017.07.282&partnerID=40&md5=9a9528848af9f331528641778529b974,14,9236,,,,,,Conference paper,Scopus,14,,,,,
741,,,,Students' evaluation of learning management systems in the personal computer and smartphone computing environments,,,Cho W.; Jung Y.; Im J.-H.,55501950300; 24778544300; 56081559300,,,2014,,,,International Journal of Mobile Communications,,10.1504/IJMC.2014.059735,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896789720&doi=10.1504%2fIJMC.2014.059735&partnerID=40&md5=03f7998b57df629cee7b6afa8dce38e3,16,159,,,,,,Article,Scopus,16,,,,,
742,,,,Findings from a multi-method study on test-driven development,,,Romano S.; Fucci D.; Scanniello G.; Turhan B.; Juristo N.,57197990135; 55766423800; 6506168818; 21744228000; 6701344777,,,2017,,,,Information and Software Technology,,10.1016/j.infsof.2017.03.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016432904&doi=10.1016%2fj.infsof.2017.03.010&partnerID=40&md5=cb9d063063284c5d401a8777481f47b7,14,77,,,,,,Article,Scopus,14,,,,,
743,,,,Readability assessment of American Shoulder and Elbow Surgeons patient brochures with suggestions for improvement,,,Schumaier A.P.; Kakazu R.; Minoughan C.E.; Grawe B.M.,57200043131; 56672867700; 57200048465; 37009544800,,,2018,,,,JSES Open Access,,10.1016/j.jses.2018.02.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075092319&doi=10.1016%2fj.jses.2018.02.003&partnerID=40&md5=e059e2dbe63697d82bdbe0ffeb6ff49f,15,154,,,,,,Article,Scopus,15,,,,,
