Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Source
Navaei M.; Tabrizi N.,57948939900; 53364389900,Impact of Machine Learning on Software Development Life Cycle,2023,"International Conference on Evaluation of Novel Approaches to Software Engineering, ENASE - Proceedings",2023-April,,,718,726,8,0,10.5220/0011997200003464,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160560764&doi=10.5220%2f0011997200003464&partnerID=40&md5=0e25b7b57d2acad51e499888892cb95d,"This research concludes an overall summary of the publications so far on the applied Machine Learning (ML) techniques in different phases of Software Development Life Cycle (SDLC) that includes Requirement Analysis, Design, Implementation, Testing, and Maintenance. We have performed a systematic review of the research studies published from 2015-2023 and revealed that Software Requirements Analysis phase has the least number of papers published; in contrast, Software Testing is the phase with the greatest number of papers published. Copyright © 2023 by SCITEPRESS - Science and Technology Publications, Lda. Under CC license (CC BY-NC-ND 4.0)",Conference paper,Final,Scopus
Sta?do J.; Piechnik-Czy? G.; Adamski A.; Fechner ?.,36195844500; 57387852000; 57196036563; 26021751600,The COVID-19 Pandemic and the Interest in Prayer and Spirituality in Poland According to Google Trends Data in the CONTEXT of the Mediatisation of Religion Processes,2022,Religions,13,7,655,,,,3,10.3390/rel13070655,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135467669&doi=10.3390%2frel13070655&partnerID=40&md5=a974d7d0617ff6de30bac7b8f34b1fc2,"The research undertaken in this article uses the Google Trends tool to study the degree of interest in prayer and general spirituality during the initial phase of the COVID-19 pandemic in Poland and Europe. The authors assumed that for people interested in prayer during the COVID-19 pandemic, the Internet served as a virtual prayer book. The main research questions addressed the frequency of typed queries, referring not only to the word “prayer” but also to specific types of prayer. In addition, interest in prayer was compared with interest in the word “prophecy” to explore the relationship between religiosity and interest in the supernatural sphere in its broadest sense. The analysis shows that there is distinct recurrence regarding the terms searched, with some of them noticeably intensifying with the outbreak of the COVID-19 pandemic. The findings also show that keywords related to prophecies were searched more frequently at significant moments in Polish history (2005—the death of John Paul II, 2010—the plane crash in which the President of Poland died) than in the months of 2020 when the pandemic struck and escalated. At that time, searches related to religion were more frequent. It can also be concluded that the outbreak of the pandemic contributed to an increase in the religious activity of Poles. The article is interdisciplinary in nature, referring primarily to Religion Studies and Mass Media and Communication Studies. © 2022 by the authors.",Article,Final,Scopus
Engström E.; Storey M.-A.; Runeson P.; Höst M.; Baldassarre M.T.,26430601700; 7005753655; 57202664772; 6602902996; 7006753985,How software engineering research aligns with design science: a review,2020,Empirical Software Engineering,25,4,,2630,2660,30,34,10.1007/s10664-020-09818-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084081553&doi=10.1007%2fs10664-020-09818-7&partnerID=40&md5=9320d5c48ae427ddc3e67c7e309efa64,"Background: Assessing and communicating software engineering research can be challenging. Design science is recognized as an appropriate research paradigm for applied research, but is rarely explicitly used as a way to present planned or achieved research contributions in software engineering. Applying the design science lens to software engineering research may improve the assessment and communication of research contributions. Aim: The aim of this study is 1) to understand whether the design science lens helps summarize and assess software engineering research contributions, and 2) to characterize different types of design science contributions in the software engineering literature. Method: In previous research, we developed a visual abstract template, summarizing the core constructs of the design science paradigm. In this study, we use this template in a review of a set of 38 award winning software engineering publications to extract, analyze and characterize their design science contributions. Results: We identified five clusters of papers, classifying them according to their different types of design science contributions. Conclusions: The design science lens helps emphasize the theoretical contribution of research output—in terms of technological rules—and reflect on the practical relevance, novelty and rigor of the rules proposed by the research. © 2020, The Author(s).",Article,Final,Scopus
"Kuan E.C.; Wang E.W.; Adappa N.D.; Beswick D.M.; London N.R., Jr.; Su S.Y.; Wang M.B.; Abuzeid W.M.; Alexiev B.; Alt J.A.; Antognoni P.; Alonso-Basanta M.; Batra P.S.; Bhayani M.; Bell D.; Bernal-Sprekelsen M.; Betz C.S.; Blay J.-Y.; Bleier B.S.; Bonilla-Velez J.; Callejas C.; Carrau R.L.; Casiano R.R.; Castelnuovo P.; Chandra R.K.; Chatzinakis V.; Chen S.B.; Chiu A.G.; Choby G.; Chowdhury N.I.; Citardi M.J.; Cohen M.A.; Dagan R.; Dalfino G.; Dallan I.; Dassi C.S.; de Almeida J.; Dei Tos A.P.; DelGaudio J.M.; Ebert C.S.; El-Sayed I.H.; Eloy J.A.; Evans J.J.; Fang C.H.; Farrell N.F.; Ferrari M.; Fischbein N.; Folbe A.; Fokkens W.J.; Fox M.G.; Lund V.J.; Gallia G.L.; Gardner P.A.; Geltzeiler M.; Georgalas C.; Getz A.E.; Govindaraj S.; Gray S.T.; Grayson J.W.; Gross B.A.; Grube J.G.; Guo R.; Ha P.K.; Halderman A.A.; Hanna E.Y.; Harvey R.J.; Hernandez S.C.; Holtzman A.L.; Hopkins C.; Huang Z.; Huang Z.; Humphreys I.M.; Hwang P.H.; Iloreta A.M.; Ishii M.; Ivan M.E.; Jafari A.; Kennedy D.W.; Khan M.; Kimple A.J.; Kingdom T.T.; Knisely A.; Kuo Y.-J.; Lal D.; Lamarre E.D.; Lan M.-Y.; Le H.; Lechner M.; Lee N.Y.; Lee J.K.; Lee V.H.; Levine C.G.; Lin J.-C.; Lin D.T.; Lobo B.C.; Locke T.; Luong A.U.; Magliocca K.R.; Markovic S.N.; Matnjani G.; McKean E.L.; Meço C.; Mendenhall W.M.; Michel L.; Na'ara S.; Nicolai P.; Nuss D.W.; Nyquist G.G.; Oakley G.M.; Omura K.; Orlandi R.R.; Otori N.; Papagiannopoulos P.; Patel Z.M.; Pfister D.G.; Phan J.; Psaltis A.J.; Rabinowitz M.R.; Ramanathan M., Jr.; Rimmer R.; Rosen M.R.; Sanusi O.; Sargi Z.B.; Schafhausen P.; Schlosser R.J.; Sedaghat A.R.; Senior B.A.; Shrivastava R.; Sindwani R.; Smith T.L.; Smith K.A.; Snyderman C.H.; Solares C.A.; Sreenath S.B.; Stamm A.; Stölzel K.; Sumer B.; Surda P.; Tajudeen B.A.; Thompson L.D.R.; Thorp B.D.; Tong C.C.L.; Tsang R.K.; Turner J.H.; Turri-Zanoni M.; Udager A.M.; van Zele T.; VanKoevering K.; Welch K.C.; Wise S.K.; Witterick I.J.; Won T.-B.; Wong S.N.; Woodworth B.A.; Wormald P.-J.; Yao W.C.; Yeh C.-F.; Zhou B.; Palmer J.N.",56331691200; 57190210734; 6504546420; 37025428900; 23995290700; 8630416800; 58735011500; 23092718300; 6701729057; 56232543400; 6604036726; 42160996100; 7006853922; 55279901900; 26323118000; 7005238320; 23484112600; 7103116204; 12771933500; 35848098500; 24280985800; 7006244582; 7005125540; 55637348200; 7401681862; 57212614860; 57219195684; 57458202000; 35975577700; 56946350200; 7003772336; 35397088400; 9943096400; 57222251241; 15839060100; 57128400900; 14047994500; 58732322300; 6603992330; 7005493008; 55613880000; 14019566600; 55636317108; 56651580400; 57194537776; 57226266136; 7003496949; 6504042837; 35355799700; 57219158222; 57214935023; 35229021500; 9738249800; 55639134500; 6603629724; 23396677800; 6603820893; 8559723700; 57190044792; 25821951700; 57210129887; 56900401700; 7004103189; 56029752000; 7005196169; 23485315500; 57188682420; 6602117636; 55543341300; 41761454500; 55386856000; 56816652200; 15723180400; 36782338700; 34879877000; 36015318300; 56740168100; 7403112357; 55621607300; 6508316696; 6701760909; 56076897800; 37059271900; 7006125783; 55735885500; 7102783230; 54995684600; 8550217700; 36072419100; 8702326000; 57209197322; 24281644400; 55549118700; 7403692477; 57188755042; 57217420641; 6603771086; 8723051900; 7005211280; 15045058200; 57200610369; 23467082400; 36041197900; 7101851941; 56173854700; 7005378462; 57209071455; 7004181179; 55669338000; 50162311600; 7007175634; 6604028432; 57195578610; 15124929900; 58100187200; 6701850336; 16686625100; 55800063400; 14043882600; 57204360852; 57211969298; 57197799252; 15729581500; 6507325230; 57203074787; 57194985482; 7102738400; 56938107500; 6507251994; 7405500598; 55882037700; 7005989580; 6603580306; 56196802200; 7006583111; 16433118600; 24725426900; 57140762000; 26656257300; 35451989000; 53882142000; 57201995009; 7102940058; 55279496800; 53985286700; 16032407300; 8101280700; 57189971893; 7201515322; 9333195400; 35475807600; 21935553000; 57904204100; 7004118810; 7006316259; 56596025300; 55959124500; 7401906534; 7403311244,International Consensus Statement on Allergy and Rhinology: Sinonasal Tumors,2024,International Forum of Allergy and Rhinology,14,2,,149,608,459,2,10.1002/alr.23262,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175027548&doi=10.1002%2falr.23262&partnerID=40&md5=aece8f85a62098d58a00df9894cbb909,"Background: Sinonasal neoplasms, whether benign and malignant, pose a significant challenge to clinicians and represent a model area for multidisciplinary collaboration in order to optimize patient care. The International Consensus Statement on Allergy and Rhinology: Sinonasal Tumors (ICSNT) aims to summarize the best available evidence and presents 48 thematic and histopathology-based topics spanning the field. Methods: In accordance with prior International Consensus Statement on Allergy and Rhinology documents, ICSNT assigned each topic as an Evidence-Based Review with Recommendations, Evidence-Based Review, and Literature Review based on the level of evidence. An international group of multidisciplinary author teams were assembled for the topic reviews using the Preferred Reporting Items for Systematic Reviews and Meta-Analyses format, and completed sections underwent a thorough and iterative consensus-building process. The final document underwent rigorous synthesis and review prior to publication. Results: The ICSNT document consists of four major sections: general principles, benign neoplasms and lesions, malignant neoplasms, and quality of life and surveillance. It covers 48 conceptual and/or histopathology-based topics relevant to sinonasal neoplasms and masses. Topics with a high level of evidence provided specific recommendations, while other areas summarized the current state of evidence. A final section highlights research opportunities and future directions, contributing to advancing knowledge and community intervention. Conclusion: As an embodiment of the multidisciplinary and collaborative model of care in sinonasal neoplasms and masses, ICSNT was designed as a comprehensive, international, and multidisciplinary collaborative endeavor. Its primary objective is to summarize the existing evidence in the field of sinonasal neoplasms and masses. © 2023 The Authors. International Forum of Allergy & Rhinology published by Wiley Periodicals LLC on behalf of American Academy of Otolaryngic Allergy and American Rhinologic Society.",Review,Final,Scopus
Gaur L.; Solanki A.; Jain V.; Khazanchi D.,56644451000; 36562669800; 57192707657; 6506490534,Handbook of research on engineering innovations and technology management in organizations,2020,Handbook of Research on Engineering Innovations and Technology Management in Organizations,,,,1,459,458,1,10.4018/9781799827726,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122274270&doi=10.4018%2f9781799827726&partnerID=40&md5=1851169d3b7078e2d51a5c37283e492e,"As technology weaves itself more tightly into everyday life, socio-economic development has become intricately tied to these ever-evolving innovations. Technology management is now an integral element of sound business practices, and this revolution has opened up many opportunities for global communication. However, such swift change warrants greater research that can foresee and possibly prevent future complications within and between organizations. The Handbook of Research on Engineering Innovations and Technology Management in Organizations is a collection of innovative research that explores global concerns in the applications of technology to business and the explosive growth that resulted. Highlighting a wide range of topics such as cyber security, legal practice, and artificial intelligence, this book is ideally designed for engineers, manufacturers, technology managers, technology developers, IT specialists, productivity consultants, executives, lawyers, programmers, managers, policymakers, academicians, researchers, and students. Coverage: The many academic areas covered in this publication include, but are not limited to: Artificial Intelligence Big Data Cyber Security Data Analytics Emerging Technologies Global Information Technology Healthcare IT Internet of Things Knowledge Management Legal Practice Mobile Computing Social Computing © 2020 by IGI Global. All rights reserved.",Book,Final,Scopus
Tian F.; Liang P.,57203132092; 24923262400,Exploring the relationships between software architecture and source code,2017,"Proceedings - 2017 24th Asia-Pacific Software Engineering Conference Workshops, APSECW 2017",2018-January,,,15,16,1,1,10.1109/APSECW.2017.17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050621985&doi=10.1109%2fAPSECW.2017.17&partnerID=40&md5=3a02651c1ec44b49cba899c3e66c5723,"Software Architecture (SA) is introduced as highlevel structures and the blueprint of a software system. Over the last decades, SA was broadly researched in academia and adopted in industry. SA design and code implementation are two essential and integral parts of the software development lifecycle. In recent years, there has been a research trend on investigating the relationships between SA and source code. Exploring such relationships is conducive to software system maintenance and evolution. The recent researches on the relationships between SA and code are mainly focused on the following questions: How to recover SA from code? How to automatically generate code from SA? How to detect architectural problems from code? But little research has been conducted on systematically analyzing, synthesizing, and using the relationships between SA and code. This PhD research? proposes systematic methods with the purpose of summarizing, classifying, analyzing, identifying, and using the relationships between SA and code to effectively maintain and evolve software systems. © 2017 IEEE.",Conference paper,Final,Scopus
Bergasa N.V.,7007016343,Clinical Cases in Hepatology,2021,Clinical Cases in Hepatology,,,,1,497,496,0,10.1007/978-1-4471-4715-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166542645&doi=10.1007%2f978-1-4471-4715-2&partnerID=40&md5=f93ef90c40080397df81a45931ee60bd,"This book provides a comprehensive resource for clinical hepatology. It details the systematic approach to patients with liver disease in outpatient and inpatient medical settings. A variety of case studies in hepatology including chronic viral hepatitis, and metabolic, autoimmune, and alcohol related liver disease are presented. The book enables the reader to develop a thorough understanding of the clinical presentation, natural history, epidemiology, genetics, and therapeutic options for the liver diseases that clinicians must recognize and manage from the first encounter with the patient through the years of follow up. Clinical Cases in Hepatology systematically describes the approach to a patient with liver disease and is a valuable source for all medical professionals and trainees who care for these patients or are seeking a detailed reference guide to developing their knowledge in the rapidly expanding field of hepatology. © Springer-Verlag London Ltd., part of Springer Nature 2022.",Book,Final,Scopus
Ayre M.; Lan N.,16315173100; 23975879400,Biomimetic engineering for space applications,2006,"European Space Agency, (Special Publication) ESA SP",,1297,,,,318,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888846222&partnerID=40&md5=0bb9ab2d17d357ae005d730c59c69eca,"As we increase our knowledge of biological systems, we in turn become increasingly aware of the incredible chemical, material, mechanical, structural, and informatic engineering principles that natural systems employ. Under the harsh invisible hand of evolution, natural organisms have evolved for millions of years in a continuous struggle for survival, and as such they represent locally optimal responses to their environment. It is readily apparent that biological systems are hugely successful in solving engineering problems: naturally 'engineered' systems are usually far, far in advance of what humans are currently capable of, and can typically be characterised by superb robustness and an astounding degree of co-evolved multifunctionality and integration. It is also important to remember that biological systems do not occupy some special space denied to engineers: they function under the same physical rules and constraints as human-engineered systems. It is therefore self-evident that engineers have much to learn from nature. This is becoming steadily more appreciated, and the extraction of engineering principles from biological systems (the field known as Biomimetics) is becoming an increasingly popular approach to solving contemporary engineering problems. This increased popularity is also a consequence of the recent primacy of biology among the natural sciences, and the perceived need for engineered systems to increasingly act in accordance with nature. However, the use of nature as a source of inspiration for engineers and architects in fact has a very long history: examples from antiquity include the aviomorphic flying machines of da Vinci and the loadbearing structure of the Eiffel Tower. It is therefore natural at this time to consider the application of biomimetic technology to astronautical engineering. At first consideration, the notion of borrowing from terrestrial life forms to provide solutions for engineering a system to operate within a non-terrestrial environment might not seem like a good idea. However, space exploration places unique requirements upon engineering which actually increase the desirability of trying to replicate certain characteristics of biological organisms: the environments to be explored are harsh, and to a greater or lesser extent undefined beforehand; resupply or maintenance are usually impossible, so there is a requirement for extreme resource and energy efficiency (including an active benefit in being able to utilise resources in situ); there are typically long communication delays between the ground segment and the spacecraft, incompatibly coupled with a frequent requirement for intense short-term activity during crucial mission phases; and due to the requirement to extract as much utility from a mission as possible, there is also a requirement for highly concurrent activity and therefore effective management between functions. Characteristics that are common to biological systems include robustness, autonomy, adaptability, intelligence, energy efficiency (including an unparalleled ability to utilise environmental sources of energy), and the ability to self-repair, self-heal and evolve. It is immediately obvious that engineering these characteristics into a space mission is highly desirable, given the constraints outlined above. Consequently, there would appear to be good reasons for considering biomimetic solutions when designing missions to operate in the space environment. This publication summarises a two-year study performed within the Advanced Concepts Team (ACT) into the potential application of biomimetic engineering to the future activity of the European Space Agency. The documents that were used as background information are listed in part I section 1.4. The overall goals of the study were: To evaluate the application of biomimetic technology to space in general, and in particular to identify areas of ESA activity which are likely to benefit from the application of biomimetic technology To provide ESA engineers with resources to enable them to access biomimetic concepts and expertise To evaluate at a conceptual level the application of some promising biomimetic technologies and concepts through specific case studies To develop recommendations for future ESA activities concerning Biomimetics The range of extant biomimetic technologies have been systematically assessed, specifically with regard to their application to near-term and future ESA activity. This has been achieved through a mapping process between 'Dossier 0'*, the ESA Technology Tree, and a Biomimetic Technology Tree designed by the Advanced Concepts Team. The areas of ESA activity to which biomimetic engineering has been found to have the most potential to contribute are the following: On-board autonomy and intelligence for spacecraft Autonomous GN&C of spacecraft Autonomous GN&C for formation-flying spacecraft On-orbit servicing and assembly of large structures Folding, packing and deployment of large structures Control and monitoring of ECLSS ISRU system implementation Crew health monitoring Planetary exploration Health monitoring for critical systems However, there exist many other instances where biomimetic solutions could offer superior performance to more traditional engineering solutions. For example, the current movement towards biologically-inspired solutions in computer and telecommunications networking, and the huge range of biomimetic materials research that is currently underway, represent two considerable sources of inspiration for space engineers. Because biomimetic solutions can exist in nearly any area of engineering, and because the number of these solutions is growing rapidly, a database (www.bionics2Space.org) has been developed to allow ESA engineers (and others) to access two information sets: The current research expertise in biomimetic engineering worldwide A growing database of biomimetic solutions to specific engineering problems The database has been constructed around the 'theory of inventive problem solving' (TRIZ) methodology to allow the engineer to specify a particular engineering problem and search both for systems from the natural world, and for existing biomimetic engineering solutions that address this problem. Working from those areas of ESA activity that have a high degree of biomimetic 'fit', a number of specific applications of biomimetic technology to space have been assessed in short case studies. These case studies range from potentially near-term scenarios, which can lead to technology development in the short-term, to consideration of very long-term scenarios where biomimetic technology might have a transformational impact. The purpose of the case studies has been to demonstrate the potential application of biomimetic technology to ESA activity, and also to evaluate (where appropriate) the benefits - or not, as the case may be - of a biomimetic solution compared with more traditional approaches. Specifically, work from the following studies is considered in this document: A spherical 'tumbleweed' rover for the Martian surface that relies on a combination of passive wind-propelled locomotion and an active internal ballast system that allows power generation during passive locomotion, and also active and directed locomotion through centre of mass displacement (see part III chapter 2) The application of hypometabolic stasis (hibernation) to humans for long duration spaceflight. This study has addressed the possibility of inducing a hypometabolic state in astronauts on long-duration space missions, to drastically reduce their physiological and psychological requirements (see part III chapter 3) Self assembly in space using a behaviour-based swarm-intelligence approach. In this study, a distributed control methodology inspired by swarm intelligence has been developed to allow the construction of an arbitrary structure in space from intelligent structural components. More specifically, the control methodology relies on the construction of a dynamical system composed of three basis-behaviours (see part III chapter 4) A hexapod rover for the Martian surface relying on an evolutionary neural-network approach to control, passive mechanical compliance through preflexes, and an emphasis on co-evolution of structural morphology and control systems (see part III chapter 5) Lightweight biomimetic digging and drilling mechanisms based on the ovipositors of the locust (Locusta migratoria) and the wood wasp (Urocerus gigas) (see part III chapter 6) These studies demonstrate in some small part the potential application of biomimetic technology to a range of future ESA missions and activities. Biomimetically-engineered space systems have the potential to be lighter, stronger, smarter, tougher, leaner and more efficient (by any metric) than anything previously developed. This is particularly true in the field of biomimetic robotics, which brings together many biomimetic technologies (artificial muscles, behavioural control, biomimetic morphology etc.): the development of planetary rovers with 'natural' levels of performance in terms of autonomy, locomotive and manipulative capability, energy efficiency, robustness and self-repair would represent a step change in remote exploration. Further into the future, such exotic concepts as mimicking hibernators by inducing hypometabolism in astronauts have a potentially mission-enabling impact on a broad range of manned mission classes. To summarise, biomimicry has the potential to provide solutions superior to those of more traditional engineering techniques, across a wide range of ESA activities. As a final caveat, biomimetic solutions should of course not be allowed primacy just because they are biomimetic and therefore 'in vogue', as they are not always going to be the best choice. © 2006 European Space Agency.",Article,Final,Scopus
Bozkurt I.; Gözler T.; Yüksel I.; Ulucan K.; Tarhan K.N.,58550300600; 58550516800; 57204766421; 36544705800; 18538260400,Prognostic Value of CYP1A2 (rs2069514 and rs762551) Polymorphisms in COVID-19 Patients,2023,Balkan Journal of Medical Genetics,26,1,,35,42,7,0,10.2478/bjmg-2023-0005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168845064&doi=10.2478%2fbjmg-2023-0005&partnerID=40&md5=996fe3f885c29c4b5f24112d7293c0cf,"The aim of the study was to examine the genotype-allele determination of CYP1A2 rs2069514 and rs762551 polymorphisms in patients with mild and severe COVID-19 and to determine their effectiveness as prognostic criteria in COVID-19. The study consists of 60 patients who were hospitalized in intensive care or outpatient treatment due to COVID-19 in Istanbul NP Brain Hospital between 2020-2021. Genotyping was conducted by Real-Time PCR. Age (p<0.001); chronic disease (p=0.002); cardiovascular disease (p=0.004); respiratory distress (p<0.001); neurological disease (p=0.004); fatigue (p=0.048); loss of taste and smell (p=0.003); nausea/vomiting (p=0.026); intubated (p<0.001); ground glass image (p<0.001) and CYP1A2 genotypes (p<0.001) showed a statistically significant difference between patients with and without intensive care admission. According to multivariate logistic regression analysis, CYP1A2 ?1A/?1C + ?1C/?1C genotypes (OR:5.23 95% CI: 1.22-22.36; p=0.025), chronic disease (OR:4.68 95% CI:1.14-19.15; p=0.032) or patients at 65 years or older (OR:5.17, 95%CI:1.26-21.14; p=0.022) increased the risk of admission to the intensive care unit. According to our results, we strongly suggest considering the CYP1A2 rs2069514 and rs762551 polymorphisms as important predictors of Intensive Care Unit admission in patients with COVID-19, and we also suggest that genotype results will guide clinicians for the benefit and the efficiency of the treatment.  © 2023 I Bozkurt et al., published by Sciendo.",Article,Final,Scopus
Bibiano A.C.; Uchôa A.; Assunção W.K.G.; Tenório D.; Colanzi T.E.; Vergilio S.R.; Garcia A.,57202890121; 57201011963; 37361009900; 57194164196; 35145339600; 6506290092; 7404608626,"Composite refactoring: Representations, characteristics and effects on software projects",2023,Information and Software Technology,156,,107134,,,,2,10.1016/j.infsof.2022.107134,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145966825&doi=10.1016%2fj.infsof.2022.107134&partnerID=40&md5=581350936b5b9365cc7476ca1738340b,"Context: code refactoring is a code transformation that aims to improve software quality. A composite refactoring (or, simply, composite) is defined by two or more interrelated refactorings, which is often applied by developers. Each composite needs to be somehow represented and has its own characteristics (e.g., code scope) as well as its effects on software quality. However, these basic elements of composites are rarely studied systematically. The lack of systematic knowledge also misguides the design of automated support tools for supporting composite refactoring. Thus, researchers might have controversial views about basic elements of composite refactorings. An example of these literature conflicts concerns the effect of composites: while some studies suggest composites more often remove code smells, other studies indicate composites often introduce code smells. Objective: in this sense, our study aims at analyzing the technical literature of composite refactoring and building a conceptual framework of the representation models, characteristics, and the effect of composite refactoring. Method: we conducted a systematic mapping with 140 primary empirical studies about refactoring. Our systematic mapping summarizes the current knowledge on composites and also presents a conceptual framework intended to characterize composite refactoring. Results: our conceptual framework presents seven representation models, nine characteristics, and thirteen effects of composites. We found out that studies used multidimensional representations, like graphs, to determine what refactoring(s) may be suggested and combined. On composite characteristics, studies mentioned developers often finish a composite in up to a month. However, these studies do not detail why and when composites span for several weeks. Then, we discussed other existing gaps on the current literature of composites. For instance, while most of the studies report the effect of composites on internal software quality, e.g., code smells, their effect on external software quality is little explored. Conclusion: our results can motivate future studies to more deeply investigate composite refactoring applications, and the improvement of tooling support for composite refactorings. © 2022 Elsevier B.V.",Article,Final,Scopus
Bastías O.A.; Díaz J.; López Fenner J.,57420013300; 57205075178; 6602705426,Exploring the Intersection between Software Maintenance and Machine Learning—A Systematic Mapping Study,2023,Applied Sciences (Switzerland),13,3,1710,,,,2,10.3390/app13031710,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148016807&doi=10.3390%2fapp13031710&partnerID=40&md5=cbaabb2fc04d4b8693355f359d186530,"While some areas of software engineering knowledge present great advances with respect to the automation of processes, tools, and practices, areas such as software maintenance have scarcely been addressed by either industry or academia, thus delegating the solution of technical tasks or human capital to manual or semiautomatic forms. In this context, machine learning (ML) techniques play an important role when it comes to improving maintenance processes and automation practices that can accelerate delegated but highly critical stages when the software launches. The aim of this article is to gain a global understanding of the state of ML-based software maintenance by using the compilation, classification, and analysis of a set of studies related to the topic. The study was conducted by applying a systematic mapping study protocol, which was characterized by the use of a set of stages that strengthen its replicability. The review identified a total of 3776 research articles that were subjected to four filtering stages, ultimately selecting 81 articles that were analyzed thematically. The results reveal an abundance of proposals that use neural networks applied to preventive maintenance and case studies that incorporate ML in subjects of maintenance management and management of the people who carry out these tasks. In the same way, a significant number of studies lack the minimum characteristics of replicability. © 2023 by the authors.",Article,Final,Scopus
Ma F.; Zhang H.; Li B.; Cheng P.; Ma Y.; Yu M.; Wang X.,57223171689; 57218915144; 57200821943; 57189213366; 57198591091; 55475809100; 57206601467,The effect of traditional Chinese medicine treatment for post-viral olfactory dysfunction: A protocol for systematic review and meta-analysis,2021,Medicine (United States),100,16,,E25536,,,5,10.1097/MD.0000000000025536,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105111135&doi=10.1097%2fMD.0000000000025536&partnerID=40&md5=2d7660ee166a286b358f58cc6fed72b2,"Background:Post-viral olfactory dysfunction (PVOD) have been reported in infections caused by several respiratory viruses, especially in COVID-19 which influence severely the quality of life of affected subjects. Few study has been published on the treatment of PVOD. Traditional Chinese medicine (TCM) is an effective method for PVOD which effects and safety have been confirmed. Therefore, this study is aim to evaluate the effects of TCM on PVOD.Methods:A searching strategy will be carried out mainly in the following databases in English and Chinese, PubMed, EMBASE, Cochrane Central Register of Controlled Trials, China Network Knowledge Infrastructure (CNKI), Chinese Scientific Journal Database (VIP), Chinese Biomedical and Medical Database (CBM), and Wanfang Database. Only randomized controlled trials related to TCM for PVOD will be included to enhance effectiveness. The primary outcome is the effective rate of PVOD. The secondary outcomes are included olfactory domain value examination, visual analogue scale (VAS), questionnaires of olfactory disorders (QOD), T&T olfactometer test, Sniffin ticks test, and any other clinical assessments. Two authors will independently perform study selection, data extraction, and quality assessment to ensure the quality of the systematic evaluation. Every disagreement will be deal with by the third author. Data synthesis and subgroup analysis will be performed in the Review Manager V 5.3.3.Results:This study is aim to evaluate the efficacy and safety of TCM in PVOD.Conclusion: This meta-analysis may provide more reliable evidence-based medical evidence for clinical practice to assist patient in relieving PVOD.Ethics and dissemination:There is no need to acquire ethical approval for individuals come from literatures instead of recruiting directly. The findings of this review will be reported in peer-reviewed publications and/or presented at relevant conferences.Prospero registration number:CRD42021238977. © 2021 Lippincott Williams and Wilkins. All rights reserved.",Review,Final,Scopus
Pinto G.; de Souza A.,54941690500; 57779458900,Cognitive Driven Development helps software teams to keep code units under the limit!,2023,Journal of Systems and Software,206,,111830,,,,0,10.1016/j.jss.2023.111830,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171792938&doi=10.1016%2fj.jss.2023.111830&partnerID=40&md5=cf6457449a63186a499cc7d044a76aa0,"Software design techniques are key elements in the process of designing good software. Over the years, a large number of design techniques have been proposed by both researchers and practitioners. Unfortunately, despite their uniqueness, it is not uncommon to find software products that make subpar design decisions, leading to design degradation challenges. One potential reason for this behavior is that developers do not have a clear vision of how much a code unit could grow; without this vision, a code unit can grow endlessly, even when developers are equipped with an arsenal of design practices. Different than other design techniques, Cognitive Driven Development (CDD for short) focuses on (1) defining and (2) limiting the number of coding elements that developers could use at a given code unit. In this paper, we report on the experiences of a software development team using CDD for building from scratch a learning management tool at Zup Innovation, a Brazilian tech company. By curating commit traces left in the repositories, combined with the developers’ perception, we organized a set of findings and lessons that could be useful for those interested in adopting CDD. For instance, we noticed that by using CDD, despite the evolution of the product, developers were able to keep the code units under a small amount of size (in terms of lines of code). Furthermore, although limiting the complexity is at the heart of CDD, we also discovered that developers tend to relax this notion of limit so that they can cope with the different complexities of the software. Still, we noticed that CDD could also influence testing practices; limiting the code units’ size makes testing easier to perform. © 2023 Elsevier Inc.",Article,Final,Scopus
